eval_set,n_pairs,metric,n_targets,mean_effective_pairs,mean_prediction,oracle_best,confidence_top
eval-denovo,60,rmsd,18,59.888888888888886,1.2427904931488467,0.8775610333846954,1.3882629368030566
eval-denovo,60,tm_score,18,59.888888888888886,0.9053206580992708,0.9305377651846883,0.894081463569459
eval-denovo,70,gdt_ts,18,69.88888888888889,0.8073295593845938,0.8290286545718972,0.8101781927828605
eval-denovo,70,lddt,18,69.88888888888889,0.789071345257784,0.7972523395817624,0.7902714533898925
eval-denovo,70,rmsd,18,69.88888888888889,1.3676355038455559,1.2117638054523632,1.3012189080146201
eval-denovo,70,tm_score,18,69.88888888888889,0.8968167821923504,0.9062682560047117,0.8950041157971352
eval-denovo,80,gdt_ts,17,79.88235294117646,0.8445028800263055,0.8610313988565749,0.8447754023767114
eval-denovo,80,lddt,17,79.88235294117646,0.8036063247127957,0.8120579942110835,0.8051739646934117
eval-denovo,80,rmsd,17,79.88235294117646,0.9904451385438585,0.9169734079161328,0.9943728501088318
eval-denovo,80,tm_score,17,79.88235294117646,0.9201906351256313,0.9296170175931923,0.9216133607412474
eval-denovo,90,gdt_ts,17,89.88235294117646,0.796919671338036,0.822532379194631,0.7783506265411723
