format,run,checkpoint_step,cv1_equivalent_step,schedule_fraction,n_rollouts,range,cut,mean_precision,n_proteins,sem
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,long,AUC,0.8877548948679929,553,0.005327419328226265
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,long,L,0.3067951147021479,554,0.007339838386904113
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,long,L/2,0.47317067852499095,554,0.011887863093168553
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,long,L/5,0.6169554918306743,554,0.014299665377799853
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,long,R,0.4748477773779246,553,0.011682510318129315
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,medium,AUC,0.9504389670388353,553,0.003175007848614865
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,medium,L,0.17590943315439128,554,0.004127164475124709
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,medium,L/2,0.3214272447953425,554,0.007587115517504848
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,medium,L/5,0.5724103269867283,554,0.01211279587468798
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,medium,R,0.602785416114895,553,0.01129509407133525
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,short,AUC,0.9557010931633204,554,0.002789589277487376
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,short,L,0.11765179363857692,554,0.002633780014105468
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,short,L/2,0.2226411277874081,554,0.005187381622191302
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,short,L/5,0.45964935279331,554,0.01020378517415576
delta_v2,full_78500,48000,43636.36363636363,0.6114649681528662,100,short,R,0.649168242630417,554,0.01024787717076556
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,all,AUC,0.5659939575496924,554,0.003197729540621043
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,all,L,0.023679970131253454,554,0.0008717032156933801
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,all,L/2,0.024442908676469543,554,0.0011663571396689073
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,all,L/5,0.025317085902305476,554,0.0015758120747471017
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,all,R,0.023805874630212685,554,0.0009126087099990414
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,long,AUC,0.5454865200443558,553,0.003614583530422581
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,long,L,0.02018138889981047,554,0.0010671262167863294
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,long,L/2,0.020517775601771666,554,0.0012527047702794987
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,long,L/5,0.019578269613209843,554,0.0014318227044126171
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,long,R,0.01920477510221905,553,0.0010443539380763707
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,medium,AUC,0.5159664678777623,553,0.0032811617042005393
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,medium,L,0.02184110662120855,554,0.0008060991814735901
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,medium,L/2,0.022776781552366728,554,0.0010394566047278798
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,medium,L/5,0.023831676294939826,554,0.0016383715360260666
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,medium,R,0.0239629436071942,553,0.0016018293534122048
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,short,AUC,0.5250732636315545,554,0.0038886861810992017
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,short,L,0.025214292118862773,554,0.000752484244891726
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,short,L/2,0.02483953435068727,554,0.000975436331891152
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,short,L/5,0.02569672317896289,554,0.00151097656967469
delta_v2,pilot_12000,2000,1818.181818181818,0.16666666666666666,100,short,R,0.026329120759562306,554,0.0018188710850872657
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,all,AUC,0.6145703003790799,554,0.004610748968007974
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,all,L,0.05054632031008591,554,0.0021838267298597267
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,all,L/2,0.05858046556578682,554,0.0027582851317458886
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,all,L/5,0.07442180062391726,554,0.00397622586440978
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,all,R,0.05399737451671937,554,0.0024496493210557717
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,long,AUC,0.5834828766347412,553,0.004885400714855471
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,long,L,0.03023225611560914,554,0.001730524961001234
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,long,L/2,0.03418657256744697,554,0.0021480113658361123
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,long,L/5,0.03865355610165925,554,0.002738273390702213
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,long,R,0.03447520542710605,553,0.0021106959166313404
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,medium,AUC,0.5771246865284794,553,0.004607748849368695
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,medium,L,0.03816657266617536,554,0.0017411185675781657
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,medium,L/2,0.045742244569116706,554,0.002308215987613111
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,medium,L/5,0.05633701954073368,554,0.003436052487179381
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,medium,R,0.05784852904654637,553,0.003515622834632272
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,short,AUC,0.600944422849979,554,0.004991144790835777
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,short,L,0.03822016953343737,554,0.0010834213908219184
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,short,L/2,0.04705020844010196,554,0.0016597669701401742
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,short,L/5,0.06176535583917338,554,0.0027417608707850614
delta_v2,pilot_12000,4000,3636.363636363636,0.3333333333333333,100,short,R,0.0713625868183616,554,0.004011318659458452
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,all,AUC,0.6520293699267192,554,0.004521999154069951
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,all,L,0.07312383371316541,554,0.002586921642948277
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,all,L/2,0.09199432517300295,554,0.003477311430266077
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,all,L/5,0.11791409211694891,554,0.004984706355862322
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,all,R,0.07848738946539421,554,0.002906213328543522
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,long,AUC,0.6085244185114371,553,0.005063636281165333
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,long,L,0.041106817022520135,554,0.0019801925239982384
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,long,L/2,0.04799956514891784,554,0.0025246123466391933
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,long,L/5,0.058569307662855695,554,0.003436901916190573
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,long,R,0.04769164979749672,553,0.002631755031959281
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,medium,AUC,0.6459356639802946,553,0.005637858419586528
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,medium,L,0.05308290545770734,554,0.002123363776655058
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,medium,L/2,0.06795662740071325,554,0.0029571895704439957
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,medium,L/5,0.09000797060766406,554,0.00442224074026121
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,medium,R,0.09081510154958986,553,0.004460223277833295
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,short,AUC,0.6717769198367863,554,0.005905122458159298
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,short,L,0.05049443014003487,554,0.0013445760766216293
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,short,L/2,0.0674048112320491,554,0.0019902731856642603
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,short,L/5,0.09490943942819129,554,0.003419448446651258
delta_v2,pilot_12000,6000,5454.545454545454,0.5,100,short,R,0.11737448878524785,554,0.0052850655328047285
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,all,AUC,0.7082894209714513,554,0.004956221120458309
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,all,L,0.12031195711187719,554,0.004459084188925953
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,all,L/2,0.15348715125073997,554,0.006066127414487303
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,all,L/5,0.20404507594560636,554,0.008269246910712028
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,all,R,0.13055114355818356,554,0.005112260901073881
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,long,AUC,0.6566782397911496,553,0.005507287929908188
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,long,L,0.06832679410697574,554,0.003346193760960615
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,long,L/2,0.08715167390698705,554,0.004866968421334367
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,long,L/5,0.10899708852669858,554,0.006595177688191561
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,long,R,0.08768667077713141,553,0.004953758580333299
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,medium,AUC,0.722311756270758,553,0.005940716804156071
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,medium,L,0.07522465344885092,554,0.002615882207729279
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,medium,L/2,0.10210324758506659,554,0.004028220308094276
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,medium,L/5,0.14582333750263518,554,0.006195630189492901
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,medium,R,0.14923247059712405,553,0.006337480783880976
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,short,AUC,0.7602468583132893,554,0.005810681536029147
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,short,L,0.0691727737343561,554,0.0018318033160836988
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,short,L/2,0.10156239050209583,554,0.002894128578481991
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,short,L/5,0.15490063168922105,554,0.005188037854978918
delta_v2,pilot_12000,8000,7272.727272727272,0.6666666666666666,100,short,R,0.18554472223570792,554,0.006781212184695056
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,all,AUC,0.7365159797266594,554,0.005119000023572619
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,all,L,0.14406244317806804,554,0.005004774557251569
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,all,L/2,0.19467997020461408,554,0.007267220298957047
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,all,L/5,0.266307532844816,554,0.009932100974116067
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,all,R,0.15788808904673562,554,0.005637860667800719
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,long,AUC,0.6866229047061787,553,0.005911837037654189
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,long,L,0.0787220036595287,554,0.0034306190126535724
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,long,L/2,0.10317943663573266,554,0.005222893565856285
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,long,L/5,0.1402675226444475,554,0.0076562397966689335
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,long,R,0.10538368407540309,553,0.005418829876669122
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,medium,AUC,0.7618462427535772,553,0.005574414462445257
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,medium,L,0.08729234112098574,554,0.0029224220740479315
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,medium,L/2,0.12270712757473182,554,0.00458702108325658
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,medium,L/5,0.18097088772951408,554,0.007873827156099428
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,medium,R,0.17809239709365005,553,0.007186047941163759
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,short,AUC,0.8031094184763788,554,0.005454675009097725
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,short,L,0.0787021437002635,554,0.002057684344845409
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,short,L/2,0.11900442927640396,554,0.003315662874690595
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,short,L/5,0.19054290088512968,554,0.005867400985660965
delta_v2,pilot_12000,11999,10908.181818181818,0.9999166666666667,100,short,R,0.25834259709725,554,0.008858766593211121
