DMS_id,orderings,min_context_fraction,spearman,n_variants,n_dropped,site_out_of_range,wt_mismatch,undefined_ratio
DYR_ECOLI_Thompson_2019,16,0.75,0.2392956420105304,2349,14,0,0,14
DYR_ECOLI_Thompson_2019,64,0.0,0.1982474897920291,2363,0,0,0,0
DYR_ECOLI_Thompson_2019,64,0.5,0.2247367512344765,2363,0,0,0,0
DYR_ECOLI_Thompson_2019,64,0.75,0.2294707507125125,2363,0,0,0,0
DYR_ECOLI_Thompson_2019,64,0.9,0.24799908226959463,2346,17,0,0,17
DYR_ECOLI_Thompson_2019,200,0.0,0.20845272573057483,2363,0,0,0,0
DYR_ECOLI_Thompson_2019,200,0.5,0.2363894990433203,2363,0,0,0,0
DYR_ECOLI_Thompson_2019,200,0.75,0.24001172227971646,2363,0,0,0,0
DYR_ECOLI_Thompson_2019,200,0.9,0.24617247433792333,2363,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,1,0.0,-0.0028767134948126044,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,4,0.0,-0.015195093243735861,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,16,0.0,-0.06809564646097833,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,16,0.5,-0.04200117496661349,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,16,0.75,-0.019183672387639898,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,64,0.0,-0.05543377167600086,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,64,0.5,-0.03789098923064384,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,64,0.75,-0.02506187299572069,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,64,0.9,-0.008697051569486152,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,200,0.0,-0.055391461944607416,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,200,0.5,-0.04483927309822552,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,200,0.75,-0.019575650041107888,375,0,0,0,0
ENV_HV1B9_DuenasDecamp_2016,200,0.9,-0.01403581475264266,375,0,0,0,0
ENV_HV1BR_Haddox_2016,1,0.0,-0.037366224361685185,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,4,0.0,-0.027744121216939335,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,16,0.0,-0.03353227806306581,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,16,0.5,-0.02754612315399839,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,16,0.75,-0.02615717576486057,12749,114,0,0,114
ENV_HV1BR_Haddox_2016,64,0.0,-0.03571528045666304,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,64,0.5,-0.030667620319657793,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,64,0.75,-0.027804248213216462,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,64,0.9,-0.025823929307549152,12844,19,0,0,19
ENV_HV1BR_Haddox_2016,200,0.0,-0.03531194141244369,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,200,0.5,-0.03088940208536327,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,200,0.75,-0.026904534664832773,12863,0,0,0,0
ENV_HV1BR_Haddox_2016,200,0.9,-0.024123623486991347,12863,0,0,0,0
ENVZ_ECOLI_Ghose_2023,1,0.0,0.033258967907018926,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,4,0.0,0.14192879241823558,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,16,0.0,0.17592800410378057,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,16,0.5,0.20556909168308646,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,16,0.75,0.21622374963770982,1067,54,0,0,54
ENVZ_ECOLI_Ghose_2023,64,0.0,0.17378905977903086,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,64,0.5,0.19657787923754025,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,64,0.75,0.21047607618526784,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,64,0.9,0.22330863471458887,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,200,0.0,0.17108391476325474,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,200,0.5,0.1967190796820782,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,200,0.75,0.20729948354900002,1121,0,0,0,0
ENVZ_ECOLI_Ghose_2023,200,0.9,0.21355420210881898,1121,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,1,0.0,-0.2805774936702285,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,4,0.0,-0.18595178409536647,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,16,0.0,-0.2626127888456892,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,16,0.5,0.04091997617611756,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,16,0.75,0.45765567014253383,1562,398,0,0,398
EPHB2_HUMAN_Tsuboyama_2023_1F0M,64,0.0,-0.1696309959287927,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,64,0.5,0.22872008790191783,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,64,0.75,0.5215637413692961,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,64,0.9,0.6220797173865408,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,200,0.0,-0.05130907054555599,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,200,0.5,0.362074272474311,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,200,0.75,0.5730885669249632,1960,0,0,0,0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,200,0.9,0.6518127465542286,1960,0,0,0,0
ERBB2_HUMAN_Elazar_2016,1,0.0,0.37196047766649565,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,4,0.0,0.43665115702442586,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,16,0.0,0.471171410817815,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,16,0.5,0.48973459071583336,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,16,0.75,0.49652362561284563,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,64,0.0,0.4736730858602843,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,64,0.5,0.48167184379884,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,64,0.75,0.48066002450006623,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,64,0.9,0.48000391737933445,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,200,0.0,0.4774572448267358,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,200,0.5,0.4867309258439506,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,200,0.75,0.4853709276796795,326,0,0,0,0
ERBB2_HUMAN_Elazar_2016,200,0.9,0.48896167540530805,326,0,0,0,0
ESTA_BACSU_Nutschel_2020,1,0.0,0.10817347284078851,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,4,0.0,0.1488918651455896,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,16,0.0,0.15598635862915805,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,16,0.5,0.16480435046872305,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,16,0.75,0.17978519085467906,2168,4,0,0,4
ESTA_BACSU_Nutschel_2020,64,0.0,0.16182947822611324,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,64,0.5,0.1837247474812587,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,64,0.75,0.1884020043128033,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,64,0.9,0.19527498457893464,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,200,0.0,0.1638427761558675,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,200,0.5,0.18712948759395234,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,200,0.75,0.1942840884874858,2172,0,0,0,0
ESTA_BACSU_Nutschel_2020,200,0.9,0.19426511032562147,2172,0,0,0,0
F7YBW8_MESOW_Ding_2023,1,0.0,0.18863971488737344,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,4,0.0,0.32424003991572237,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,16,0.0,0.50236358474407,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,16,0.5,0.5469806447522951,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,16,0.75,0.5819101950156806,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,64,0.0,0.49997005706995185,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,64,0.5,0.549048688048294,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,64,0.75,0.5734004912882438,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,64,0.9,0.585037185398718,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,200,0.0,0.4934360219752161,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,200,0.5,0.5377233743187896,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,200,0.75,0.563031246437777,7922,0,0,0,0
F7YBW8_MESOW_Ding_2023,200,0.9,0.5838323165479673,7922,0,0,0,0
F7YBW8_MESOW_Aakre_2015,1,0.0,-0.06076416226926795,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,4,0.0,-0.02595651707298009,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,16,0.0,-0.051691605739434994,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,16,0.5,-0.004926473832526455,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,16,0.75,0.015683975896688896,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,64,0.0,-0.05432018831167535,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,64,0.5,-0.0002572914423460204,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,64,0.75,0.017177241929783506,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,64,0.9,0.031360446244976754,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,200,0.0,-0.054616951771693956,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,200,0.5,-0.002312011261949981,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,200,0.75,0.016709042799752372,9192,0,0,0,0
F7YBW8_MESOW_Aakre_2015,200,0.9,0.02886296738489673,9192,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,1,0.0,0.02305736128801408,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,4,0.0,0.13069071119570194,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,16,0.0,0.21421584370120234,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,16,0.5,0.2878333712307472,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,16,0.75,0.3644935589893148,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,64,0.0,0.24419788950834745,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,64,0.5,0.30232837793046674,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,64,0.75,0.35554469248898135,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,64,0.9,0.38840885952492193,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,200,0.0,0.22908264013221408,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,200,0.5,0.29620961687969793,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,200,0.75,0.3386369830991306,1886,0,0,0,0
FECA_ECOLI_Tsuboyama_2023_2D1U,200,0.9,0.3773844587541729,1886,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,1,0.0,0.14781310975267398,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,4,0.0,0.13715061272105583,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,16,0.0,0.12511248689499768,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,16,0.5,0.16007406406923877,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,16,0.75,0.14931260691773032,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,64,0.0,0.12954272423251245,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,64,0.5,0.1594785124607939,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,64,0.75,0.17770937055487154,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,64,0.9,0.18732952196035665,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,200,0.0,0.12764572008084793,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,200,0.5,0.15800090412189172,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,200,0.75,0.17825080313079458,1237,0,0,0,0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,200,0.9,0.189584681336889,1237,0,0,0,0
GAL4_YEAST_Kitzman_2015,1,0.0,0.20486067533672395,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,4,0.0,0.2374392769660881,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,16,0.0,0.23933583226698402,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,16,0.5,0.2944544330374196,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,16,0.75,0.32342030383013787,1177,18,0,0,18
GAL4_YEAST_Kitzman_2015,64,0.0,0.25301122667836357,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,64,0.5,0.2916393529486987,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,64,0.75,0.3103888977431076,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,64,0.9,0.3086682895897443,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,200,0.0,0.2631568034830016,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,200,0.5,0.2952028246299937,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,200,0.75,0.31344825870904086,1195,0,0,0,0
GAL4_YEAST_Kitzman_2015,200,0.9,0.3163111922791378,1195,0,0,0,0
GCN4_YEAST_Staller_2018,1,0.0,0.25359160528960223,2638,0,0,0,0
GCN4_YEAST_Staller_2018,4,0.0,0.2730581114390458,2638,0,0,0,0
GCN4_YEAST_Staller_2018,16,0.0,0.2322352761297531,2638,0,0,0,0
GCN4_YEAST_Staller_2018,16,0.5,0.2737185641349133,2638,0,0,0,0
GCN4_YEAST_Staller_2018,16,0.75,0.3442326294848411,1233,1405,0,0,1405
GCN4_YEAST_Staller_2018,64,0.0,0.2330483906333199,2638,0,0,0,0
GCN4_YEAST_Staller_2018,64,0.5,0.25098692478163975,2638,0,0,0,0
GCN4_YEAST_Staller_2018,64,0.75,0.2692812153382234,2638,0,0,0,0
GCN4_YEAST_Staller_2018,64,0.9,0.3019277198468981,2638,0,0,0,0
GCN4_YEAST_Staller_2018,200,0.0,0.2345359302240034,2638,0,0,0,0
GCN4_YEAST_Staller_2018,200,0.5,0.25743701620177967,2638,0,0,0,0
GCN4_YEAST_Staller_2018,200,0.75,0.2804524826127864,2638,0,0,0,0
GCN4_YEAST_Staller_2018,200,0.9,0.302813946722617,2638,0,0,0,0
GDIA_HUMAN_Silverstein_2021,1,0.0,0.12001159393576966,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,4,0.0,0.1982213702962164,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,16,0.0,0.2191265400743218,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,16,0.5,0.23827628295325173,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,16,0.75,0.2421161353147528,1142,12,0,0,12
GDIA_HUMAN_Silverstein_2021,64,0.0,0.2157661499510617,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,64,0.5,0.237535946019255,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,64,0.75,0.24433924116097622,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,64,0.9,0.25047702919687503,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,200,0.0,0.21580128621419328,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,200,0.5,0.2365496249999421,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,200,0.75,0.24214956972539856,1154,0,0,0,0
GDIA_HUMAN_Silverstein_2021,200,0.9,0.24897423463940857,1154,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,1,0.0,0.013066809157058011,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,4,0.0,0.007735397458831136,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,16,0.0,0.009407693087031821,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,16,0.5,0.04154131640217842,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,16,0.75,0.06621703369158377,46392,5322,0,0,5322
GFP_AEQVI_Sarkisyan_2016,64,0.0,0.005374587167301999,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,64,0.5,0.043008785031669015,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,64,0.75,0.06927207013610806,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,64,0.9,0.08226838405136176,51473,241,0,0,241
GFP_AEQVI_Sarkisyan_2016,200,0.0,0.006549537559245,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,200,0.5,0.04421135921378101,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,200,0.75,0.06625338057203203,51714,0,0,0,0
GFP_AEQVI_Sarkisyan_2016,200,0.9,0.07832931791382094,51714,0,0,0,0
GLPA_HUMAN_Elazar_2016,1,0.0,0.13869374383252311,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,4,0.0,0.2653768609833394,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,16,0.0,0.22667618396201125,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,16,0.5,0.3521970315926805,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,16,0.75,0.40127993466969253,227,18,0,0,18
GLPA_HUMAN_Elazar_2016,64,0.0,0.26816829761326594,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,64,0.5,0.3674366987898719,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,64,0.75,0.3809722563922734,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,64,0.9,0.3754913344796675,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,200,0.0,0.24615429181565826,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,200,0.5,0.36303274608523944,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,200,0.75,0.3765008282401326,245,0,0,0,0
GLPA_HUMAN_Elazar_2016,200,0.9,0.371707643473223,245,0,0,0,0
GRB2_HUMAN_Faure_2021,1,0.0,0.25003976427357244,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,4,0.0,0.36918261034796895,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,16,0.0,0.47005221761013705,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,16,0.5,0.5214164246765032,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,16,0.75,0.5527390303299328,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,64,0.0,0.49761670720967327,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,64,0.5,0.5407426110045617,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,64,0.75,0.5600223128835115,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,64,0.9,0.5635102408489698,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,200,0.0,0.5086278048069466,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,200,0.5,0.544839621849458,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,200,0.75,0.5621830453859685,63366,0,0,0,0
GRB2_HUMAN_Faure_2021,200,0.9,0.5692613398089837,63366,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,1,0.0,0.2629295179407446,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,4,0.0,0.28519133639672245,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,16,0.0,0.28127757195368075,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,16,0.5,0.34539752060296575,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,16,0.75,0.36980698865517214,1021,19,0,0,19
HCP_LAMBD_Tsuboyama_2023_2L6Q,64,0.0,0.29909153908531144,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,64,0.5,0.34979065955839456,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,64,0.75,0.3727848979820188,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,64,0.9,0.3743665902910479,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,200,0.0,0.3028840135292326,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,200,0.5,0.35342796800877474,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,200,0.75,0.37389657955925365,1040,0,0,0,0
HCP_LAMBD_Tsuboyama_2023_2L6Q,200,0.9,0.368744107432034,1040,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,1,0.0,0.13499055083973974,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,4,0.0,0.1466870986064598,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,16,0.0,0.13339763708327612,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,16,0.5,0.19261499073929325,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,16,0.75,0.242452608105452,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,64,0.0,0.14832012994784338,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,64,0.5,0.21436527537668384,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,64,0.75,0.26242324078053797,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,64,0.9,0.264787084583634,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,200,0.0,0.11713066725932592,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,200,0.5,0.19374100640600292,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,200,0.75,0.24616959845712433,5586,0,0,0,0
HECD1_HUMAN_Tsuboyama_2023_3DKM,200,0.9,0.2475952810219,5586,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,1,0.0,0.10528575418538731,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,4,0.0,0.12946937128748903,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,16,0.0,0.1319673509793827,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,16,0.5,0.12777240441706345,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,16,0.75,0.12237656030012795,5640,49,0,0,49
HEM3_HUMAN_Loggerenberg_2023,64,0.0,0.13360906121581945,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,64,0.5,0.13381302272582232,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,64,0.75,0.13050645729592247,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,64,0.9,0.12388879828465957,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,200,0.0,0.13354231411494438,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,200,0.5,0.1318136957215293,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,200,0.75,0.12856774690887865,5689,0,0,0,0
HEM3_HUMAN_Loggerenberg_2023,200,0.9,0.12459905013217297,5689,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,1,0.0,0.026874662107593636,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,4,0.0,-0.007452079168345182,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,16,0.0,-0.0023485874811522357,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,16,0.5,0.04988035228796335,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,16,0.75,0.11902096244308491,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,64,0.0,0.003975349842656539,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,64,0.5,0.06288296870823383,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,64,0.75,0.10674945453248512,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,64,0.9,0.12568460805749707,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,200,0.0,0.011504266238969777,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,200,0.5,0.07326221426587838,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,200,0.75,0.10989778470693776,496137,0,0,0,0
HIS7_YEAST_Pokusaeva_2019,200,0.9,0.12271803237735987,496137,0,0,0,0
HMDH_HUMAN_Jiang_2019,1,0.0,0.05703341969717839,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,4,0.0,0.054433072948311845,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,16,0.0,0.055265104312250936,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,16,0.5,0.061747435778056414,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,16,0.75,0.07073678743815692,16720,133,0,0,133
HMDH_HUMAN_Jiang_2019,64,0.0,0.05481725730009671,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,64,0.5,0.061328632093714426,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,64,0.75,0.06560657786078668,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,64,0.9,0.06929501466532212,16834,19,0,0,19
HMDH_HUMAN_Jiang_2019,200,0.0,0.055555085969635896,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,200,0.5,0.06172856054035285,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,200,0.75,0.06396955746112364,16853,0,0,0,0
HMDH_HUMAN_Jiang_2019,200,0.9,0.06789011970590737,16853,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,1,0.0,0.10371306417835147,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,4,0.0,0.19732098589816852,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,16,0.0,0.2288352238821161,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,16,0.5,0.25468961061790296,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,16,0.75,0.2628683969279559,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,64,0.0,0.22113460932340517,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,64,0.5,0.2480277386950323,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,64,0.75,0.26515962572580626,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,64,0.9,0.2720059939188105,2252,0,0,0,0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,200,0.0,0.22730564368317785,2252,0,0,0,0
