stem,n_residues,n_pairs,mode,elapsed_seconds,model_load_seconds,total_seconds,n_orderings,batch_size,tokens,model_nickname,runner_tag,timestamp_utc,gpu_name,gpu_total_memory_gb,gpu_compute_capability,hostname,platform,torch_version
MAFG_MOUSE_Tsuboyama_2023_1K1V,41,,masked-marginals-K200,2.25,,2.25,200,8,17800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MBD11_ARATH_Tsuboyama_2023_6ACV,66,,masked-marginals-K200,3.882,,3.882,200,8,27800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MET_HUMAN_Estevam_2023,287,,masked-marginals-K200,13.219,,13.219,200,8,116200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MK01_HUMAN_Brenan_2016,360,,masked-marginals-K200,16.206,,16.206,200,8,145400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MLAC_ECOLI_MacRae_2023,211,,masked-marginals-K200,9.907,,9.907,200,8,85800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MSH2_HUMAN_Jia_2020,934,,masked-marginals-K200,41.646,,41.646,200,8,375000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MTH3_HAEAE_RockahShmuel_2015,330,,masked-marginals-K200,15.167,,15.167,200,8,133400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MTHR_HUMAN_Weile_2021,656,,masked-marginals-K200,29.33,,29.33,200,8,263800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
MYO3_YEAST_Tsuboyama_2023_2BTT,61,,masked-marginals-K200,2.9,,2.9,200,8,25800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NCAP_I34A1_Doud_2015,498,,masked-marginals-K200,21.877,,21.877,200,8,200600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NKX31_HUMAN_Tsuboyama_2023_2L9R,61,,masked-marginals-K200,2.893,,2.893,200,8,25800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NPC1_HUMAN_Erwood_2022_HEK293T,1278,,masked-marginals-K200,61.726,,61.726,200,8,512600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NPC1_HUMAN_Erwood_2022_RPE1,1278,,masked-marginals-K200,58.455,,58.455,200,8,512600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NRAM_I33A0_Jiang_2016,453,,masked-marginals-K200,20.453,,20.453,200,8,182600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NUD15_HUMAN_Suiter_2020,164,,masked-marginals-K200,7.657,,7.657,200,8,67000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NUSA_ECOLI_Tsuboyama_2023_1WCL,69,,masked-marginals-K200,3.922,,3.922,200,8,29000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
NUSG_MYCTU_Tsuboyama_2023_2MI6,55,,masked-marginals-K200,2.809,,2.809,200,8,23400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
OBSCN_HUMAN_Tsuboyama_2023_1V1C,65,,masked-marginals-K200,3.875,,3.875,200,8,27400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
ODP2_GEOSE_Tsuboyama_2023_1W4G,44,,masked-marginals-K200,2.41,,2.41,200,8,19000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
OPSD_HUMAN_Wan_2019,348,,masked-marginals-K200,15.734,,15.734,200,8,140600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
OTC_HUMAN_Lo_2023,354,,masked-marginals-K200,16.022,,16.022,200,8,143000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
OTU7A_HUMAN_Tsuboyama_2023_2L2D,42,,masked-marginals-K200,2.341,,2.341,200,8,18200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
OXDA_RHOTO_Vanella_2023_activity,364,,masked-marginals-K200,16.242,,16.242,200,8,147000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
OXDA_RHOTO_Vanella_2023_expression,364,,masked-marginals-K200,16.309,,16.309,200,8,147000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
P53_HUMAN_Giacomelli_2018_Null_Etoposide,393,,masked-marginals-K200,17.818,,17.818,200,8,158600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
P53_HUMAN_Giacomelli_2018_Null_Nutlin,393,,masked-marginals-K200,17.898,,17.898,200,8,158600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
P53_HUMAN_Giacomelli_2018_WT_Nutlin,393,,masked-marginals-K200,17.808,,17.808,200,8,158600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
P53_HUMAN_Kotler_2018,393,,masked-marginals-K200,17.799,,17.799,200,8,158600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
P84126_THETH_Chan_2017,254,,masked-marginals-K200,12.077,,12.077,200,8,103000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PA_I34A1_Wu_2015,716,,masked-marginals-K200,31.859,,31.859,200,8,287800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PABP_YEAST_Melamed_2013,577,,masked-marginals-K200,26.086,,26.086,200,8,232200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PAI1_HUMAN_Huttinger_2021,402,,masked-marginals-K200,18.191,,18.191,200,8,162200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PHOT_CHLRE_Chen_2023,118,,masked-marginals-K200,5.501,,5.501,200,8,48600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PIN1_HUMAN_Tsuboyama_2023_1I6C,39,,masked-marginals-K200,2.289,,2.289,200,8,17000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PITX2_HUMAN_Tsuboyama_2023_2L7M,52,,masked-marginals-K200,2.845,,2.845,200,8,22200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PKN1_HUMAN_Tsuboyama_2023_1URF,71,,masked-marginals-K200,3.9,,3.9,200,8,29800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
POLG_DEN26_Suphatrakul_2023,900,,masked-marginals-K200,40.447,,40.447,200,8,361400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
POLG_PESV_Tsuboyama_2023_2MXD,53,,masked-marginals-K200,2.865,,2.865,200,8,22600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PPARG_HUMAN_Majithia_2016,505,,masked-marginals-K200,22.125,,22.125,200,8,203400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PPM1D_HUMAN_Miller_2022,605,,masked-marginals-K200,26.657,,26.657,200,8,243400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PR40A_HUMAN_Tsuboyama_2023_1UZC,63,,masked-marginals-K200,3.845,,3.845,200,8,26600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PRKN_HUMAN_Clausen_2023,465,,masked-marginals-K200,20.915,,20.915,200,8,187400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PSAE_PICP2_Tsuboyama_2023_1PSE,68,,masked-marginals-K200,3.902,,3.902,200,8,28600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PTEN_HUMAN_Matreyek_2021,403,,masked-marginals-K200,18.2,,18.2,200,8,162600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
PTEN_HUMAN_Mighell_2018,403,,masked-marginals-K200,18.271,,18.271,200,8,162600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q2N0S5_9HIV1_Haddox_2018,860,,masked-marginals-K200,38.222,,38.222,200,8,345400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,365,,masked-marginals-K200,16.231,,16.231,200,8,147400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q53Z42_HUMAN_McShan_2019_expression,365,,masked-marginals-K200,16.295,,16.295,200,8,147400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q59976_STRSQ_Romero_2015,501,,masked-marginals-K200,21.905,,21.905,200,8,201800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q6WV12_9MAXI_Somermeyer_2022,222,,masked-marginals-K200,10.285,,10.285,200,8,90200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q837P4_ENTFA_Meier_2023,589,,masked-marginals-K200,26.385,,26.385,200,8,237000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q837P5_ENTFA_Meier_2023,571,,masked-marginals-K200,24.989,,24.989,200,8,229800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
Q8WTC7_9CNID_Somermeyer_2022,238,,masked-marginals-K200,10.851,,10.851,200,8,96600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
R1AB_SARS2_Flynn_2022,306,,masked-marginals-K200,13.746,,13.746,200,8,123800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RAD_ANTMA_Tsuboyama_2023_2CJJ,54,,masked-marginals-K200,2.853,,2.853,200,8,23000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RAF1_HUMAN_Zinkus-Boltz_2019,648,,masked-marginals-K200,28.9,,28.9,200,8,260600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RASH_HUMAN_Bandaru_2017,189,,masked-marginals-K200,8.364,,8.364,200,8,77000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RASK_HUMAN_Weng_2022_abundance,188,,masked-marginals-K200,8.369,,8.369,200,8,76600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RASK_HUMAN_Weng_2022_binding-DARPin_K55,188,,masked-marginals-K200,8.293,,8.293,200,8,76600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RBP1_HUMAN_Tsuboyama_2023_2KWH,52,,masked-marginals-K200,2.858,,2.858,200,8,22200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RCD1_ARATH_Tsuboyama_2023_5OAO,57,,masked-marginals-K200,2.937,,2.937,200,8,24200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RCRO_LAMBD_Tsuboyama_2023_1ORC,63,,masked-marginals-K200,3.868,,3.868,200,8,26600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RD23A_HUMAN_Tsuboyama_2023_1IFY,44,,masked-marginals-K200,2.408,,2.408,200,8,19000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RDRP_I33A0_Li_2023,757,,masked-marginals-K200,33.279,,33.279,200,8,304200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
REV_HV1H2_Fernandes_2016,116,,masked-marginals-K200,5.484,,5.484,200,8,47800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RFAH_ECOLI_Tsuboyama_2023_2LCL,55,,masked-marginals-K200,2.882,,2.882,200,8,23400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RL20_AQUAE_Tsuboyama_2023_1GYZ,59,,masked-marginals-K200,2.879,,2.879,200,8,25000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RL40A_YEAST_Mavor_2016,128,,masked-marginals-K200,6.535,,6.535,200,8,52600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RL40A_YEAST_Roscoe_2013,128,,masked-marginals-K200,6.603,,6.603,200,8,52600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RL40A_YEAST_Roscoe_2014,128,,masked-marginals-K200,6.601,,6.601,200,8,52600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RNC_ECOLI_Weeks_2023,226,,masked-marginals-K200,10.5,,10.5,200,8,91800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RPC1_BP434_Tsuboyama_2023_1R69,61,,masked-marginals-K200,2.895,,2.895,200,8,25800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RPC1_LAMBD_Li_2019_high-expression,237,,masked-marginals-K200,10.637,,10.637,200,8,96200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RPC1_LAMBD_Li_2019_low-expression,237,,masked-marginals-K200,10.707,,10.707,200,8,96200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
RS15_GEOSE_Tsuboyama_2023_1A32,63,,masked-marginals-K200,3.86,,3.86,200,8,26600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
S22A1_HUMAN_Yee_2023_abundance,553,,masked-marginals-K200,24.471,,24.471,200,8,222600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
S22A1_HUMAN_Yee_2023_activity,553,,masked-marginals-K200,24.633,,24.633,200,8,222600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SAV1_MOUSE_Tsuboyama_2023_2YSB,43,,masked-marginals-K200,2.403,,2.403,200,8,18600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SBI_STAAM_Tsuboyama_2023_2JVG,56,,masked-marginals-K200,2.887,,2.887,200,8,23800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SC6A4_HUMAN_Young_2021,630,,masked-marginals-K200,27.646,,27.646,200,8,253400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SCIN_STAAR_Tsuboyama_2023_2QFF,70,,masked-marginals-K200,3.898,,3.898,200,8,29400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SDA_BACSU_Tsuboyama_2023_1PV0,44,,masked-marginals-K200,2.406,,2.406,200,8,19000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SERC_HUMAN_Xie_2023,370,,masked-marginals-K200,16.66,,16.66,200,8,149400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SHOC2_HUMAN_Kwon_2022,582,,masked-marginals-K200,26.227,,26.227,200,8,234200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SOX30_HUMAN_Tsuboyama_2023_7JJK,57,,masked-marginals-K200,2.907,,2.907,200,8,24200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SPA_STAAU_Tsuboyama_2023_1LP1,55,,masked-marginals-K200,2.866,,2.866,200,8,23400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SPG1_STRSG_Olson_2014,448,,masked-marginals-K200,20.38,,20.38,200,8,180600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SPG1_STRSG_Wu_2016,448,,masked-marginals-K200,20.498,,20.498,200,8,180600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SPG2_STRSG_Tsuboyama_2023_5UBS,56,,masked-marginals-K200,2.771,,2.771,200,8,23800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SPIKE_SARS2_Starr_2020_binding,1273,,masked-marginals-K200,57.4,,57.4,200,8,510600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SPIKE_SARS2_Starr_2020_expression,1273,,masked-marginals-K200,57.277,,57.277,200,8,510600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SPTN1_CHICK_Tsuboyama_2023_1TUD,60,,masked-marginals-K200,2.894,,2.894,200,8,25400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
