run_key,model_label,from_epoch,to_epoch,from_step,to_step,from_training_tokens,to_training_tokens,from_validation_loss,to_validation_loss,delta_validation_loss,range,n,delta_r_precision_mean,delta_r_precision_std,delta_r_precision_sem,delta_r_precision_ci95_low,delta_r_precision_ci95_high,win_rate,tie_rate
exp117-1_5b-e16,1.5B E16,8,10,17840,22300,37413191680,46766489600,2.768697500228882,2.7385761737823486,-0.030121326446533203,long,553,0.07027778390633603,0.0945583999851383,0.004021032185046716,0.06239656082364447,0.0781590069890276,0.7576853526220615,0.09764918625678119
exp117-1_5b-e16,1.5B E16,10,12,22300,26760,46766489600,56119787520,2.7385761737823486,2.705306053161621,-0.03327012062072754,all,554,0.023872964445800386,0.05414075394771606,0.0023002202209855744,0.01936453281266866,0.028381396078932114,0.6245487364620939,0.11732851985559567
exp117-1_5b-e16,1.5B E16,10,12,22300,26760,46766489600,56119787520,2.7385761737823486,2.705306053161621,-0.03327012062072754,short,554,0.01563123341092525,0.08433291981320314,0.0035829624322634337,0.008608627043688921,0.02265383977816158,0.3664259927797834,0.4314079422382672
exp117-1_5b-e16,1.5B E16,10,12,22300,26760,46766489600,56119787520,2.7385761737823486,2.705306053161621,-0.03327012062072754,medium,553,0.02356820319967355,0.08844018379847472,0.003760859168101477,0.01619691923019466,0.030939487169152444,0.46835443037974683,0.2730560578661845
exp117-1_5b-e16,1.5B E16,10,12,22300,26760,46766489600,56119787520,2.7385761737823486,2.705306053161621,-0.03327012062072754,long,553,0.026909553451907178,0.06552283452580655,0.0027863143467441037,0.021448377332288736,0.03237072957152562,0.5985533453887885,0.15913200723327306
exp117-1_5b-e16,1.5B E16,12,14,26760,31220,56119787520,65473085440,2.705306053161621,2.696971893310547,-0.008334159851074219,all,554,0.01588526863101874,0.05511102445011671,0.002341443064531549,0.011296040224536907,0.020474497037500577,0.6335740072202166,0.11732851985559567
exp117-1_5b-e16,1.5B E16,12,14,26760,31220,56119787520,65473085440,2.705306053161621,2.696971893310547,-0.008334159851074219,short,554,0.01111846816302228,0.08527738882674644,0.0036230890755891733,0.004017213574867501,0.01821972275117706,0.3862815884476534,0.41155234657039713
exp117-1_5b-e16,1.5B E16,12,14,26760,31220,56119787520,65473085440,2.705306053161621,2.696971893310547,-0.008334159851074219,medium,553,0.014269650716695809,0.07092401546236002,0.003015995923278348,0.008358298707070246,0.02018100272632137,0.46112115732368897,0.2965641952983725
exp117-1_5b-e16,1.5B E16,12,14,26760,31220,56119787520,65473085440,2.705306053161621,2.696971893310547,-0.008334159851074219,long,553,0.019982862802742515,0.07495929655797205,0.0031875935302991608,0.01373517948335616,0.02623054612212887,0.5877034358047016,0.16455696202531644
exp117-1_5b-e16,1.5B E16,14,16,31220,35679,65473085440,74824286208,2.696971893310547,2.7037086486816406,0.00673675537109375,all,554,0.005795891603364042,0.045004461825993505,0.0019120563638011666,0.0020482611303137555,0.009543522076414328,0.51985559566787,0.15342960288808663
exp117-1_5b-e16,1.5B E16,14,16,31220,35679,65473085440,74824286208,2.696971893310547,2.7037086486816406,0.00673675537109375,short,554,0.004059423905505903,0.07456601544316706,0.003168006427955018,-0.0021498686932859314,0.010268716504297738,0.2870036101083033,0.4566787003610108
exp117-1_5b-e16,1.5B E16,14,16,31220,35679,65473085440,74824286208,2.696971893310547,2.7037086486816406,0.00673675537109375,medium,553,0.009863233168983273,0.07053198102172763,0.0029993249230956314,0.003984556319715835,0.01574191001825071,0.3960216998191682,0.3291139240506329
exp117-1_5b-e16,1.5B E16,14,16,31220,35679,65473085440,74824286208,2.696971893310547,2.7037086486816406,0.00673675537109375,long,553,0.004461652735288388,0.06041864877202989,0.0025692622900508996,-0.0005741013532113747,0.009497406823788152,0.45569620253164556,0.19710669077757687
exp117-1_5b-e8-bs64,"1.5B E8, BS64",1,2,8920,17840,4676648960,9353297920,3.224363088607788,2.997375249862671,-0.2269878387451172,all,554,0.001477284514263086,0.024711764471684963,0.0010499022675025116,-0.0005805239300418366,0.003535092958568009,0.43862815884476536,0.16787003610108303
exp117-1_5b-e8-bs64,"1.5B E8, BS64",1,2,8920,17840,4676648960,9353297920,3.224363088607788,2.997375249862671,-0.2269878387451172,short,554,0.0018925855557009243,0.05720117818090715,0.0024302451872573526,-0.002870695011323487,0.006655866122725335,0.24007220216606498,0.5342960288808665
exp117-1_5b-e8-bs64,"1.5B E8, BS64",1,2,8920,17840,4676648960,9353297920,3.224363088607788,2.997375249862671,-0.2269878387451172,medium,553,0.0038812282159865572,0.043278075865071826,0.0018403709875346697,0.0002741010804186046,0.00748835535155451,0.3037974683544304,0.4484629294755877
exp117-1_5b-e8-bs64,"1.5B E8, BS64",1,2,8920,17840,4676648960,9353297920,3.224363088607788,2.997375249862671,-0.2269878387451172,long,553,-0.0010312564041317482,0.03477568452760262,0.0014788125302934365,-0.003929728963506883,0.001867216155243387,0.3453887884267631,0.30198915009041594
exp117-1_5b-e8-bs64,"1.5B E8, BS64",2,3,17840,26760,9353297920,14029946880,2.997375249862671,2.9025375843048096,-0.09483766555786133,all,554,0.16778687222313293,0.10452901266110845,0.004441012196374886,0.15908248831823815,0.1764912561280277,0.9963898916967509,0.0036101083032490976
exp117-1_5b-e8-bs64,"1.5B E8, BS64",2,3,17840,26760,9353297920,14029946880,2.997375249862671,2.9025375843048096,-0.09483766555786133,short,554,0.26072583996690474,0.1685003473694329,0.007158893772269188,0.24669440817325713,0.27475727176055237,0.9314079422382672,0.05415162454873646
exp117-1_5b-e8-bs64,"1.5B E8, BS64",2,3,17840,26760,9353297920,14029946880,2.997375249862671,2.9025375843048096,-0.09483766555786133,medium,553,0.20556554592164974,0.16438868584282632,0.006990517994545475,0.19186413065234062,0.21926696119095887,0.9095840867992767,0.0705244122965642
exp117-1_5b-e8-bs64,"1.5B E8, BS64",2,3,17840,26760,9353297920,14029946880,2.997375249862671,2.9025375843048096,-0.09483766555786133,long,553,0.1142671654327875,0.10511595227355403,0.004469984975636504,0.10550599488053995,0.12302833598503506,0.9584086799276673,0.027124773960216998
exp117-1_5b-e8-bs64,"1.5B E8, BS64",3,4,26760,35680,14029946880,18706595840,2.9025375843048096,2.844377279281616,-0.05816030502319336,all,554,0.14746031781094623,0.1384908044336043,0.005883910465790137,0.13592785329799756,0.1589927823238949,0.9350180505415162,0.01444043321299639
exp117-1_5b-e8-bs64,"1.5B E8, BS64",3,4,26760,35680,14029946880,18706595840,2.9025375843048096,2.844377279281616,-0.05816030502319336,short,554,0.18416932021114382,0.177119322661854,0.007525078943442603,0.16942016548199632,0.19891847494029133,0.8231046931407943,0.12093862815884476
exp117-1_5b-e8-bs64,"1.5B E8, BS64",3,4,26760,35680,14029946880,18706595840,2.9025375843048096,2.844377279281616,-0.05816030502319336,medium,553,0.14985180034955084,0.15077319188904198,0.006411528297045512,0.13728520488734164,0.16241839581176004,0.8173598553345389,0.10849909584086799
exp117-1_5b-e8-bs64,"1.5B E8, BS64",3,4,26760,35680,14029946880,18706595840,2.9025375843048096,2.844377279281616,-0.05816030502319336,long,553,0.14207530885248593,0.1633328017342099,0.006945617234960994,0.12846189907196237,0.15568871863300948,0.8462929475587704,0.059674502712477394
exp117-1_5b-e8-bs64,"1.5B E8, BS64",4,5,35680,44600,18706595840,23383244800,2.844377279281616,2.801011323928833,-0.0433659553527832,all,554,0.06405409759976122,0.07967775984020996,0.0033851836367900234,0.05741913767165277,0.07068905752786966,0.8303249097472925,0.0631768953068592
exp117-1_5b-e8-bs64,"1.5B E8, BS64",4,5,35680,44600,18706595840,23383244800,2.844377279281616,2.801011323928833,-0.0433659553527832,short,554,0.0762992468260397,0.10263344150683762,0.004360477095153698,0.06775271171953845,0.08484578193254094,0.6516245487364621,0.24368231046931407
exp117-1_5b-e8-bs64,"1.5B E8, BS64",4,5,35680,44600,18706595840,23383244800,2.844377279281616,2.801011323928833,-0.0433659553527832,medium,553,0.06939952874963563,0.10736068731443583,0.004565440819302498,0.06045126474380274,0.07834779275546853,0.6817359855334539,0.162748643761302
exp117-1_5b-e8-bs64,"1.5B E8, BS64",4,5,35680,44600,18706595840,23383244800,2.844377279281616,2.801011323928833,-0.0433659553527832,long,553,0.0642765736372641,0.10711407550944836,0.004554953818621195,0.05534886415276656,0.07320428312176165,0.7179023508137432,0.10849909584086799
exp117-1_5b-e8-bs64,"1.5B E8, BS64",5,6,44600,53520,23383244800,28059893760,2.801011323928833,2.768310785293579,-0.032700538635253906,all,554,0.038520486899293375,0.056756474565026985,0.002411351541066522,0.03379423787880299,0.04324673591978376,0.779783393501805,0.02888086642599278
exp117-1_5b-e8-bs64,"1.5B E8, BS64",5,6,44600,53520,23383244800,28059893760,2.801011323928833,2.768310785293579,-0.032700538635253906,short,554,0.03200312440770948,0.09062253245050457,0.00385018246736783,0.024456766771668532,0.039549482043750424,0.5036101083032491,0.2924187725631769
exp117-1_5b-e8-bs64,"1.5B E8, BS64",5,6,44600,53520,23383244800,28059893760,2.801011323928833,2.768310785293579,-0.032700538635253906,medium,553,0.05170519488035476,0.08964485632567462,0.003812087054836803,0.044233504252874624,0.05917688550783489,0.7034358047016275,0.1301989150090416
exp117-1_5b-e8-bs64,"1.5B E8, BS64",5,6,44600,53520,23383244800,28059893760,2.801011323928833,2.768310785293579,-0.032700538635253906,long,553,0.0380917846591758,0.08647659103182434,0.003677358710032526,0.03088416158751205,0.045299407730839555,0.7215189873417721,0.0650994575045208
exp117-1_5b-e8-bs64,"1.5B E8, BS64",6,7,53520,62440,28059893760,32736542720,2.768310785293579,2.724397659301758,-0.04391312599182129,all,554,0.034123993953033525,0.06561141917304134,0.0027875620877968383,0.028660372260951722,0.03958761564511533,0.6624548736462094,0.10830324909747292
exp117-1_5b-e8-bs64,"1.5B E8, BS64",6,7,53520,62440,28059893760,32736542720,2.768310785293579,2.724397659301758,-0.04391312599182129,short,554,0.009675722639423883,0.08743724331553254,0.003714852499761101,0.0023946117398921255,0.01695683353895564,0.3574007220216607,0.41155234657039713
exp117-1_5b-e8-bs64,"1.5B E8, BS64",6,7,53520,62440,28059893760,32736542720,2.768310785293579,2.724397659301758,-0.04391312599182129,medium,553,0.03118914799352732,0.093729930233462,0.003985802067612921,0.023376975941005993,0.03900132004604864,0.5280289330922242,0.25316455696202533
exp117-1_5b-e8-bs64,"1.5B E8, BS64",6,7,53520,62440,28059893760,32736542720,2.768310785293579,2.724397659301758,-0.04391312599182129,long,553,0.04346804165772821,0.089614657442099,0.003810802867680198,0.03599886803707503,0.050937215278381395,0.6473779385171791,0.12658227848101267
exp117-1_5b-e8-bs64,"1.5B E8, BS64",7,8,62440,71359,32736542720,37412667392,2.724397659301758,2.7130589485168457,-0.01133871078491211,all,554,0.018487008345848006,0.04478577908969734,0.0019027654246226197,0.01475758811358767,0.02221642857810834,0.644404332129964,0.08483754512635379
exp117-1_5b-e8-bs64,"1.5B E8, BS64",7,8,62440,71359,32736542720,37412667392,2.724397659301758,2.7130589485168457,-0.01133871078491211,short,554,0.01335284645347793,0.08231170817194573,0.003497089378249419,0.00649855127210907,0.02020714163484679,0.34115523465703973,0.42418772563176893
exp117-1_5b-e8-bs64,"1.5B E8, BS64",7,8,62440,71359,32736542720,37412667392,2.724397659301758,2.7130589485168457,-0.01133871078491211,medium,553,0.01643068394665115,0.06869210612947695,0.002921085484194782,0.01070535639762938,0.022156011495672923,0.45750452079566006,0.31464737793851716
exp117-1_5b-e8-bs64,"1.5B E8, BS64",7,8,62440,71359,32736542720,37412667392,2.724397659301758,2.7130589485168457,-0.01133871078491211,long,553,0.02093815808800147,0.05703726802624354,0.002425471354387424,0.016184234233402116,0.025692081942600822,0.5985533453887885,0.1301989150090416
