dataset,stem,n_residues,n_true,precision_mf,precision_px
foldbench100,8b4u_A,277,273,0.7435897435897436,0.0769230769230769
foldbench100,8b5w_A,459,370,0.1486486486486486,0.1486486486486486
foldbench100,8b61_A,238,212,0.2358490566037736,0.1886792452830188
foldbench100,8b6a_A,214,195,0.2564102564102564,0.1333333333333333
foldbench100,8b6e_A,66,44,0.7272727272727273,0.7727272727272727
foldbench100,8baq_A,208,190,0.2157894736842105,0.0368421052631578
foldbench100,8bau_A,189,209,0.1483253588516746,0.0526315789473684
foldbench100,8bfy_A,426,359,0.4122562674094707,0.1504178272980501
foldbench100,8bgb_A,131,101,0.6732673267326733,0.4554455445544554
foldbench100,8bke_A,638,494,0.4716599190283401,0.6012145748987854
foldbench100,8bsb_A,177,115,0.417391304347826,0.7652173913043478
foldbench100,8bux_A,334,240,0.1,0.0666666666666666
foldbench100,8c4d_A,330,229,0.5021834061135371,0.0305676855895196
foldbench100,7xlz_A,266,265,0.4,0.1245283018867924
foldbench100,8c4y_A,314,373,0.453083109919571,0.1796246648793565
foldbench100,8cba_A,214,245,0.1510204081632653,0.236734693877551
foldbench100,8ci9_A,312,337,0.5756676557863502,0.0830860534124629
foldbench100,8cih_A,214,158,0.3291139240506329,0.6012658227848101
foldbench100,8amo_A,399,362,0.6740331491712708,0.2154696132596685
foldbench100,8cpk_A,384,353,0.4390934844192634,0.6770538243626062
foldbench100,8cpn_A,207,168,0.3095238095238095,0.5416666666666666
foldbench100,8d2z_A,327,312,0.5448717948717948,0.4230769230769231
foldbench100,8daj_A,302,299,0.5819397993311036,0.2809364548494983
foldbench100,8dez_A,173,182,0.2472527472527472,0.3846153846153846
foldbench100,8dge_A,738,914,0.5273522975929978,0.0798687089715536
foldbench100,8dhj_A,249,267,0.4119850187265917,0.0561797752808988
foldbench100,8dmu_A,489,571,0.148861646234676,0.0840630472854641
foldbench100,8dp9_A,148,146,0.7054794520547946,0.0547945205479452
foldbench100,8dqd_A,377,395,0.620253164556962,0.1569620253164557
foldbench100,8dx0_A,154,135,0.762962962962963,0.5777777777777777
foldbench100,8e0r_A,468,496,0.2096774193548387,0.0564516129032258
foldbench100,8e5h_A,372,344,0.6308139534883721,0.3633720930232558
foldbench100,8eb9_A,95,71,0.1549295774647887,0.0704225352112676
foldbench100,8ec3_A,168,126,0.2222222222222222,0.2936507936507936
foldbench100,8eo5_A,290,253,0.6758893280632411,0.150197628458498
denovo_pdb,1mj0_A,156,107,0.9252336448598132,0.9065420560747663
denovo_pdb,1qys_A,92,76,0.7368421052631579,0.7763157894736842
denovo_pdb,1uw1_A,67,56,0.3571428571428571,0.8571428571428571
denovo_pdb,2avp_A,68,52,0.9807692307692308,0.9230769230769232
denovo_pdb,2fkg_A,315,273,0.5604395604395604,0.4652014652014652
denovo_pdb,2fo7_A,136,113,0.9203539823008848,0.9203539823008848
denovo_pdb,2hkd_A,315,273,0.5677655677655677,0.5164835164835165
