dataset,stem,n_residues,n_true,precision_mf,precision_px
denovo_pdb,8qad_A,145,134,0.126865671641791,0.3805970149253731
denovo_pdb,8qaf_A,59,39,0.2564102564102564,0.0769230769230769
denovo_pdb,8qkd_A,281,239,0.4184100418410041,0.895397489539749
denovo_pdb,8qup_A,114,93,0.6021505376344086,0.8172043010752689
denovo_pdb,8qzn_A,346,283,0.8127208480565371,0.8904593639575972
denovo_pdb,8r8o_A,262,327,0.6483180428134556,0.7798165137614679
denovo_pdb,8sjf_A,107,76,0.4473684210526316,0.8026315789473685
denovo_pdb,8tnm_A,136,115,0.3478260869565217,0.8260869565217391
denovo_pdb,8vc8_A,197,147,0.2857142857142857,0.8843537414965986
denovo_pdb,8vei_A,117,95,0.4947368421052631,0.8526315789473684
denovo_pdb,8vez_A,115,107,0.794392523364486,0.8691588785046729
denovo_pdb,8w97_A,135,116,0.3879310344827586,0.7931034482758621
denovo_pdb,8xyr_A,165,187,0.5775401069518716,0.106951871657754
denovo_pdb,8xyu_A,169,190,0.6263157894736842,0.1
denovo_pdb,8xyw_A,105,106,0.7830188679245284,0.8301886792452831
denovo_pdb,8y33_A,184,163,0.2515337423312883,0.7116564417177914
denovo_pdb,9bk7_A,102,59,0.576271186440678,0.7288135593220338
denovo_pdb,9cte_A,110,84,0.7261904761904762,0.75
denovo_pdb,9d01_A,369,398,0.3266331658291457,0.9020100502512562
denovo_pdb,9db8_A,107,74,0.4729729729729729,0.8108108108108109
denovo_pdb,9db9_A,107,75,0.5333333333333333,0.7866666666666666
denovo_pdb,9dba_A,107,77,0.5584415584415584,0.7402597402597403
denovo_pdb,9dbb_A,107,76,0.5394736842105263,0.8289473684210527
denovo_pdb,9dbc_A,109,74,0.4459459459459459,0.7972972972972973
denovo_pdb,9dbd_A,326,286,0.3251748251748251,0.5524475524475524
denovo_pdb,9dbu_A,106,67,0.5223880597014925,0.8507462686567164
denovo_pdb,9dbv_A,107,67,0.4776119402985074,0.8507462686567164
denovo_pdb,9dbw_A,107,70,0.5142857142857142,0.8714285714285714
denovo_pdb,9dcx_A,257,231,0.3246753246753247,0.9047619047619048
denovo_pdb,9dd2_A,258,236,0.3177966101694915,0.8389830508474576
denovo_pdb,9de4_A,106,65,0.5076923076923077,0.8307692307692308
denovo_pdb,9dea_A,79,51,0.2549019607843137,0.803921568627451
denovo_pdb,9ded_A,114,125,0.768,0.872
denovo_pdb,9dw2_A,126,95,0.8421052631578947,0.9052631578947368
denovo_pdb,9fw5_A,197,168,0.3988095238095238,0.8928571428571429
denovo_pdb,9fw7_A,199,202,0.2475247524752475,0.7574257425742574
denovo_pdb,9fwa_A,202,166,0.2289156626506024,0.8012048192771084
denovo_pdb,9gvf_A,211,144,0.625,0.8402777777777778
denovo_pdb,9h10_A,208,142,0.6197183098591549,0.8661971830985915
denovo_pdb,9h3c_A,212,142,0.5985915492957746,0.8169014084507042
denovo_pdb,9h4c_A,106,67,0.373134328358209,0.5671641791044776
denovo_pdb,9hag_A,112,81,0.6419753086419753,0.6172839506172839
denovo_pdb,9hnh_A,151,158,0.6835443037974683,0.810126582278481
denovo_pdb,9jl8_A,166,182,0.7747252747252747,0.1153846153846153
denovo_pdb,9jl9_A,165,184,0.7336956521739131,0.1576086956521739
denovo_pdb,9jla_A,166,176,0.7613636363636364,0.1193181818181818
denovo_pdb,9jwo_A,280,257,0.6575875486381323,0.7003891050583657
denovo_pdb,9jwq_A,286,254,0.6614173228346457,0.6811023622047244
denovo_pdb,9jwt_A,292,272,0.6470588235294118,0.6433823529411765
denovo_pdb,9kgz_A,125,147,0.5306122448979592,0.8639455782312925
denovo_pdb,9lm8_A,381,315,0.492063492063492,0.7904761904761904
denovo_pdb,9lni_A,212,220,0.4272727272727272,0.8272727272727273
denovo_pdb,9lns_A,64,41,0.8048780487804879,0.8780487804878049
denovo_pdb,9mrb_A,141,105,0.219047619047619,0.7523809523809524
denovo_pdb,9mxx_A,149,166,0.3313253012048193,0.7891566265060241
denovo_pdb,9n0j_A,126,104,0.8942307692307693,0.9230769230769232
denovo_pdb,9qdp_A,206,140,0.2571428571428571,0.8571428571428571
denovo_pdb,9qrf_A,202,215,0.6697674418604651,0.1627906976744186
denovo_pdb,9quc_A,171,164,0.3292682926829268,0.5487804878048781
denovo_pdb,9qud_A,170,154,0.3766233766233766,0.7077922077922078
denovo_pdb,9qui_A,170,153,0.3071895424836601,0.7124183006535948
denovo_pdb,9qul_A,169,159,0.3773584905660377,0.5723270440251572
denovo_pdb,9quo_A,170,162,0.3395061728395062,0.7283950617283951
denovo_pdb,9r00_A,129,163,0.6748466257668712,0.8466257668711656
denovo_pdb,9r0z_A,100,98,0.7857142857142857,0.8571428571428571
denovo_pdb,9r17_A,105,86,0.7441860465116279,0.813953488372093
denovo_pdb,9r1j_A,132,115,0.6869565217391305,0.1652173913043478
denovo_pdb,9r1k_A,126,104,0.5,0.1442307692307692
denovo_pdb,9r1l_A,133,108,0.7037037037037037,0.8703703703703703
denovo_pdb,9r1m_A,129,108,0.4351851851851852,0.1388888888888889
denovo_pdb,9r1n_A,132,54,0.4259259259259259,0.5185185185185185
denovo_pdb,9r2k_A,177,222,0.3918918918918919,0.8918918918918919
denovo_pdb,9r7f_A,202,137,0.291970802919708,0.8686131386861314
denovo_pdb,9raa_A,208,136,0.6617647058823529,0.875
denovo_pdb,9raq_A,208,144,0.6319444444444444,0.8541666666666666
denovo_pdb,9rar_A,208,144,0.6527777777777778,0.8541666666666666
denovo_pdb,9rb0_A,208,141,0.6099290780141844,0.8581560283687943
denovo_pdb,9rbe_A,208,138,0.6521739130434783,0.8840579710144928
denovo_pdb,9szu_A,322,336,0.3005952380952381,0.8065476190476191
denovo_pdb,9tas_A,126,95,0.8315789473684211,0.9263157894736842
denovo_pdb,9tau_A,120,79,0.8607594936708861,0.8354430379746836
denovo_pdb,9ugr_A,181,150,0.0533333333333333,0.0266666666666666
denovo_pdb,9v3a_A,120,85,0.4588235294117647,0.8352941176470589
denovo_pdb,9v4l_A,68,58,0.6206896551724138,0.8793103448275862
denovo_pdb,9vp8_A,129,119,0.2689075630252101,0.226890756302521
denovo_pdb,9vvn_A,167,122,0.4590163934426229,0.7213114754098361
denovo_pdb,9x1w_A,88,43,0.7906976744186046,0.9302325581395348
denovo_pdb,9x1x_A,90,44,0.75,0.8863636363636364
denovo_pdb,9xzo_A,120,112,0.7678571428571429,0.7589285714285714
denovo_pdb,3og3_A,242,231,0.683982683982684,0.0779220779220779
denovo_pdb,4ess_A,158,124,0.6693548387096774,0.3548387096774194
denovo_pdb,4gvw_A,192,163,0.7423312883435583,0.1104294478527607
denovo_pdb,4z08_A,253,244,0.6762295081967213,0.7663934426229508
denovo_pdb,5d2t_A,251,244,0.680327868852459,0.7909836065573771
denovo_pdb,5d2v_A,251,236,0.690677966101695,0.7711864406779662
denovo_pdb,5d2w_A,250,246,0.6829268292682927,0.7845528455284553
denovo_pdb,5d2x_A,250,257,0.6614785992217899,0.3929961089494163
denovo_pdb,5d2y_A,250,254,0.6220472440944882,0.2913385826771653
denovo_pdb,5d30_A,250,269,0.6431226765799256,0.3754646840148699
denovo_pdb,5od1_A,94,57,0.6842105263157895,0.7017543859649122
denovo_pdb,2af5_A,292,251,0.5418326693227091,0.4382470119521912
denovo_pdb,3qa9_A,142,144,0.4930555555555556,0.4583333333333333
denovo_pdb,4ndj_A,280,285,0.1789473684210526,0.0561403508771929
denovo_pdb,3v1a_A,48,24,0.8333333333333334,0.7916666666666666
denovo_pdb,4pjr_A,175,126,0.746031746031746,0.8412698412698413
denovo_pdb,4pjs_A,175,107,0.719626168224299,0.7570093457943925
casp_fm,T1027-D1,168,129,0.0775193798449612,0.1317829457364341
casp_fm,T1029-D1,125,92,0.2608695652173913,0.25
casp_fm,T1031-D1,95,87,0.2528735632183908,0.1149425287356321
casp_fm,T1033-D1,100,83,0.1204819277108433,0.0240963855421686
casp_fm,T1035-D1,102,70,0.1714285714285714,0.3
casp_fm,T1037-D1,404,406,0.1428571428571428,0.0886699507389162
casp_fm,T1038-D1,114,82,0.1585365853658536,0.1585365853658536
casp_fm,T1038-D2,76,60,0.3333333333333333,0.35
casp_fm,T1039-D1,161,148,0.1216216216216216,0.3648648648648648
casp_fm,T1040-D1,130,79,0.189873417721519,0.2025316455696202
casp_fm,T1041-D1,242,219,0.1004566210045662,0.0182648401826484
casp_fm,T1042-D1,276,210,0.0904761904761904,0.1142857142857142
casp_fm,T1043-D1,148,128,0.09375,0.046875
casp_fm,T1049-D1,134,127,0.1338582677165354,0.1574803149606299
casp_fm,T1104-D1,117,96,0.1979166666666666,0.5520833333333334
casp_fm,T1112-D1,460,406,0.3522167487684729,0.3571428571428571
casp_fm,T1113-D1,167,107,0.308411214953271,0.0747663551401869
casp_fm,T1120-D1,118,65,0.3076923076923077,0.3538461538461538
casp_fm,T1120-D2,110,64,0.1875,0.125
casp_fm,T1121-D1,196,156,0.1538461538461538,0.0512820512820512
casp_fm,T1122-D1,230,152,0.1052631578947368,0.3421052631578947
casp_fm,T1123-D1,214,248,0.1129032258064516,0.189516129032258
casp_fm,T1125-D1,134,93,0.1935483870967742,0.1075268817204301
casp_fm,T1125-D2,148,137,0.2116788321167883,0.4014598540145985
casp_fm,T1125-D4,141,94,0.3085106382978723,0.3829787234042553
casp_fm,T1125-D5,150,93,0.3548387096774194,0.2258064516129032
cameo_hard,8j4i_A,190,127,0.2283464566929134,0.1338582677165354
cameo_hard,8raj_A,62,13,0.8461538461538461,0.2307692307692307
cameo_hard,8jvx_B,39,14,0.4285714285714285,0.5714285714285714
cameo_hard,8vej_B,242,176,0.3409090909090909,0.7613636363636364
cameo_hard,8u1a_A,324,453,0.2008830022075055,0.6666666666666666
cameo_hard,8vd6_A,174,114,0.4210526315789473,0.5964912280701754
cameo_hard,8wwc_C,113,97,0.5154639175257731,0.6597938144329897
cameo_hard,9eqn_A,72,33,0.3636363636363636,0.2424242424242424
cameo_hard,9isp_A,156,166,0.108433734939759,0.0602409638554216
cameo_hard,8s89_A,401,341,0.2697947214076246,0.8973607038123167
cameo_hard,8yl4_B,207,175,0.32,0.7428571428571429
cameo_hard,9fdg_A,179,148,0.668918918918919,0.6824324324324325
cameo_hard,9dl1_D,124,34,0.088235294117647,0.1176470588235294
cameo_hard,9k3e_C,116,116,0.1896551724137931,0.1637931034482758
cameo_hard,8zaf_A,353,389,0.1670951156812339,0.1053984575835475
cameo_hard,9hac_B,127,111,0.3333333333333333,0.7387387387387387
cameo_hard,9had_C,108,96,0.59375,0.8958333333333334
cameo_hard,9j46_F,124,95,0.1684210526315789,0.1894736842105263
cameo_hard,8v4w_A,207,216,0.2268518518518518,0.2268518518518518
cameo_hard,9bch_A,198,173,0.1849710982658959,0.4046242774566474
cameo_hard,8xtn_A,33,7,0.1428571428571428,0.1428571428571428
cameo_hard,9b7d_D,192,141,0.1914893617021276,0.0283687943262411
cameo_hard,9def_A,151,115,0.3130434782608696,0.8434782608695652
cameo_hard,9deg_A,157,142,0.3661971830985915,0.7746478873239436
cameo_hard,9j5h_A,35,15,0.4,0.4
cameo_hard,8s3m_A,345,369,0.2628726287262872,0.084010840108401
cameo_hard,8yoz_A,79,59,0.6101694915254238,0.7627118644067796
cameo_hard,9f4c_A,141,65,0.2615384615384615,0.1846153846153846
cameo_hard,9de9_B,81,62,0.4516129032258064,0.8387096774193549
cameo_hard,9deb_E,83,57,0.543859649122807,0.8421052631578947
cameo_hard,9emy_B,379,459,0.5185185185185185,0.0610021786492374
cameo_hard,9eum_A,176,138,0.4782608695652174,0.0942028985507246
