budget,neither,one,both,fold1_seen,fold2_seen,assessable_neither,assessable_one,assessable_both,exact_neither,exact_one,exact_both,expected_neither,expected_one,expected_both
375,17,10,2,12,2,8,7,2,9,6,2,17.3981413490389,10.617249041351489,0.9846096096096093
376,17,10,2,12,2,8,7,2,9,6,2,17.39563089930517,10.617510241835971,0.9868588588588587
377,17,10,2,12,2,8,7,2,9,6,2,17.393133986511042,10.617759907382853,0.9891061061061059
378,17,10,2,12,2,8,7,2,9,6,2,17.390650542974594,10.617998105674053,0.9913513513513512
379,17,10,2,12,2,8,7,2,9,6,2,17.388180501433983,10.618224903971424,0.9935945945945944
380,17,10,2,12,2,8,7,2,9,6,2,17.38572379504249,10.618440369121673,0.9958358358358357
381,17,10,2,12,2,8,7,2,9,6,2,17.383280357363727,10.618644567561198,0.9980750750750749
382,17,10,2,12,2,8,7,2,9,6,2,17.38085012236685,10.618837565320836,1.000312312312312
383,17,10,2,12,2,8,7,2,9,6,2,17.378433024421913,10.619019428030537,1.0025475475475474
384,17,10,2,12,2,8,7,2,9,6,2,17.376028998295293,10.619190220923926,1.0047807807807807
385,17,10,2,12,2,8,7,2,9,6,2,17.373637979145176,10.619350008842813,1.0070120120120118
386,17,10,2,12,2,8,7,2,9,6,2,17.37125990251716,10.619498856241602,1.009241241241241
387,17,10,2,12,2,8,7,2,9,6,2,17.368894704339898,10.619636827191634,1.0114684684684685
388,17,10,2,12,2,8,7,2,9,6,2,17.36654232092086,10.619763985385443,1.0136936936936936
389,17,10,2,12,2,8,7,2,9,6,2,17.364202688942147,10.619880394140939,1.0159169169169169
390,17,10,2,12,2,8,7,2,9,6,2,17.361875745456356,10.619986116405505,1.0181381381381382
391,17,10,2,12,2,8,7,2,9,6,2,17.359561427882586,10.620081214760054,1.0203573573573574
392,17,10,2,12,2,8,7,2,9,6,2,17.357259674002446,10.620165751422977,1.0225745745745747
393,17,10,2,12,2,8,7,2,9,6,2,17.354970421956175,10.620239788254036,1.0247897897897897
394,17,10,2,12,2,8,7,2,9,6,2,17.352693610238806,10.620303386758188,1.027003003003003
395,17,10,2,12,2,8,7,2,9,6,2,17.35042917769644,10.620356608089343,1.029214214214214
396,17,10,2,12,2,8,7,2,9,6,2,17.34817706352252,10.620399513054059,1.0314234234234234
397,17,10,2,12,2,8,7,2,9,6,2,17.34593720725422,10.62043216211515,1.0336306306306307
398,17,10,2,12,2,8,7,2,9,6,2,17.34370954876891,10.620454615395257,1.0358358358358357
399,17,10,2,12,2,8,7,2,9,6,2,17.341494028280618,10.620466932680346,1.0380390390390388
400,17,10,2,12,2,8,7,2,9,6,2,17.339290586336617,10.620469173423142,1.04024024024024
401,17,10,2,12,2,8,7,2,9,6,2,17.33709916381406,10.620461396746503,1.0424394394394394
402,17,10,2,12,2,8,7,2,9,6,2,17.334919701916622,10.620443661446743,1.0446366366366364
403,17,10,2,12,2,8,7,2,9,6,2,17.332752142171287,10.620416025996878,1.0468318318318315
404,17,10,2,12,2,8,7,2,9,6,2,17.330596426425128,10.620378548549848,1.0490250250250248
405,17,10,2,12,2,8,7,2,9,6,2,17.328452496842136,10.620331286941648,1.0512162162162162
406,17,10,2,12,2,8,7,2,9,6,2,17.326320295900175,10.62027429869442,1.0534054054054052
407,17,10,2,12,2,8,7,2,9,6,2,17.324199766387895,10.620207641019512,1.0555925925925924
408,17,10,2,12,2,8,7,2,9,6,2,17.322090851401793,10.62013137082043,1.0577777777777777
409,17,10,2,12,2,8,7,2,9,6,2,17.319993494343233,10.62004554469581,1.0599609609609608
410,17,10,2,12,2,8,7,2,9,6,2,17.31790763891559,10.61995021894227,1.062142142142142
411,17,10,2,12,2,8,7,2,9,6,2,17.31583322912141,10.61984544955727,1.0643213213213212
412,17,10,2,12,2,8,7,2,9,6,2,17.313770209259612,10.61973129224189,1.0664984984984984
413,17,10,2,12,2,8,7,2,9,6,2,17.31171852392277,10.619607802403552,1.0686736736736737
414,17,10,2,12,2,8,7,2,9,6,2,17.3096781179944,10.619475035158752,1.0708468468468468
415,17,10,2,12,2,8,7,2,9,6,2,17.30764893664631,10.61933304533567,1.073018018018018
416,17,10,2,12,2,8,7,2,9,6,2,17.305630925336025,10.619181887476786,1.0751871871871872
417,17,10,2,12,2,8,7,2,9,6,2,17.303624029804205,10.619021615841438,1.0773543543543544
418,17,10,2,12,2,8,7,2,9,6,2,17.30162819607213,10.618852284408348,1.0795195195195193
419,17,10,2,12,2,8,7,2,9,6,2,17.299643370439238,10.618673946878078,1.0816826826826826
420,17,10,2,12,2,8,7,2,9,6,2,17.297669499480694,10.61848665667546,1.0838438438438438
421,17,10,2,12,2,8,7,2,9,6,2,17.29570653004498,10.618290466952018,1.0860030030030028
422,17,10,2,12,2,8,7,2,9,6,2,17.293754409251555,10.618085430588282,1.08816016016016
423,17,10,2,12,2,8,7,2,9,6,2,17.29181308448856,10.617871600196127,1.0903153153153151
424,17,10,2,12,2,8,7,2,9,6,2,17.28988250341051,10.617649028121024,1.0924684684684685
425,17,10,2,12,2,8,7,2,9,6,2,17.28796261393607,10.617417766444309,1.0946196196196194
426,17,10,2,12,2,8,7,2,9,6,2,17.28605336424587,10.61717786698536,1.0967687687687686
427,17,10,2,12,2,8,7,2,9,6,2,17.284154702780327,10.616929381303757,1.0989159159159159
428,17,10,2,12,2,8,7,2,9,6,2,17.2822665782375,10.616672360701438,1.1010610610610612
429,17,10,2,12,2,8,7,2,9,6,2,17.280388939571026,10.616406856224769,1.1032042042042043
430,17,10,2,12,2,8,7,2,9,6,2,17.278521735988043,10.61613291866661,1.1053453453453452
431,17,10,2,12,2,8,7,2,9,6,2,17.276664916947162,10.615850598568358,1.1074844844844844
432,17,10,2,12,2,8,7,2,9,6,2,17.27481843215646,10.615559946221918,1.1096216216216215
433,17,10,2,12,2,8,7,2,9,6,2,17.272982231571554,10.615261011671684,1.1117567567567566
434,17,10,2,12,2,8,7,2,9,6,2,17.27115626539364,10.614953844716473,1.11388988988989
435,17,10,2,12,2,8,7,2,9,6,2,17.269340484067573,10.614638494911404,1.1160210210210209
436,17,10,2,12,2,8,7,2,9,6,2,17.267534838280046,10.614315011569802,1.11815015015015
437,17,10,2,12,2,8,7,2,9,6,2,17.265739278957717,10.613983443765004,1.120277277277277
438,17,10,2,12,2,8,7,2,9,6,2,17.26395375726539,10.61364384033221,1.1224024024024022
439,17,10,2,12,2,8,7,2,9,6,2,17.262178224604245,10.613296249870231,1.1245255255255255
440,17,10,2,12,2,8,7,2,9,6,2,17.26041263261008,10.612940720743271,1.1266466466466465
441,17,10,2,12,2,8,7,2,9,6,2,17.25865693315158,10.612577301082654,1.1287657657657657
442,17,10,2,12,2,8,7,2,9,6,2,17.256911078328606,10.612206038788509,1.1308828828828827
443,17,10,2,12,2,8,7,2,9,6,2,17.255175020470528,10.611826981531472,1.132997997997998
444,17,10,2,12,2,8,7,2,9,6,2,17.25344871213457,10.611440176754321,1.1351111111111112
445,17,10,2,12,2,8,7,2,9,6,2,17.25173210610417,10.611045671673606,1.137222222222222
446,17,10,2,12,2,8,7,2,9,6,2,17.250025155387416,10.610643513281254,1.1393313313313311
447,17,10,2,12,2,8,7,2,9,6,2,17.248327813215422,10.61023374834614,1.1414384384384384
448,17,10,2,12,2,8,7,2,9,6,2,17.246640033040805,10.609816423415651,1.1435435435435435
449,17,10,2,12,2,8,7,2,9,6,2,17.244961768536147,10.60939158481721,1.1456466466466466
450,17,10,2,12,2,8,7,2,9,6,2,17.24329297359247,10.608959278659782,1.1477477477477478
451,17,10,2,12,2,8,7,2,9,6,2,17.24163360231779,10.608519550835364,1.1498468468468468
452,17,10,2,12,2,8,7,2,9,6,2,17.239983609035605,10.608072447020453,1.1519439439439438
453,17,10,2,12,2,8,7,2,9,6,2,17.23834294828348,10.607618012677479,1.154039039039039
454,17,10,2,12,2,8,7,2,9,6,2,17.23671157481163,10.607156293056239,1.156132132132132
455,17,10,2,12,2,8,7,2,9,6,2,17.235089443581494,10.606687333195284,1.158223223223223
456,17,10,2,12,2,8,7,2,9,6,2,17.23347650976438,10.606211177923308,1.1603123123123122
457,17,10,2,12,2,8,7,2,9,6,2,17.231872728740083,10.605727871860516,1.1623993993993995
458,17,10,2,12,2,8,7,2,9,6,2,17.23027805609556,10.605237459419957,1.1644844844844844
459,17,10,2,12,2,8,7,2,9,6,2,17.228692447623587,10.604739984808846,1.1665675675675673
460,17,10,2,12,2,8,7,2,9,6,2,17.227115859321476,10.604235492029872,1.1686486486486487
461,17,10,2,12,2,8,7,2,9,6,2,17.225548247389778,10.603724024882496,1.1707277277277277
462,17,10,2,12,2,8,7,2,9,6,2,17.223989568231,10.603205626964188,1.1728048048048048
463,17,10,2,12,2,8,7,2,9,6,2,17.222439778448393,10.602680341671723,1.1748798798798799
464,17,10,2,12,2,8,7,2,9,6,2,17.220898834844668,10.602148212202378,1.176952952952953
465,17,10,2,12,2,8,7,2,9,6,2,17.219366694420817,10.601609281555158,1.1790240240240242
466,17,10,2,12,2,8,7,2,9,6,2,17.217843314374896,10.601063592532011,1.181093093093093
467,17,10,2,12,2,8,7,2,9,6,2,17.21632865210084,10.600511187738997,1.1831601601601602
468,17,10,2,12,2,8,7,2,9,6,2,17.214822665187302,10.59995210958747,1.185225225225225
469,17,10,2,12,2,8,7,2,9,6,2,17.21332531141649,10.599386400295222,1.1872882882882883
470,17,10,2,12,2,8,7,2,9,6,2,17.21183654876303,10.59881410188762,1.1893493493493492
471,17,10,2,12,2,8,7,2,9,6,2,17.210356335392856,10.598235256198738,1.1914084084084084
472,17,10,2,12,2,8,7,2,9,6,2,17.208884629662073,10.597649904872458,1.1934654654654655
473,17,10,2,12,2,8,7,2,9,6,2,17.2074213901159,10.597058089363577,1.1955205205205204
474,17,10,2,12,2,8,7,2,9,6,2,17.205966575487555,10.59645985093887,1.1975735735735737
475,17,10,2,12,2,8,7,2,9,6,2,17.204520144697202,10.595855230678172,1.1996246246246245
476,17,10,2,12,2,8,7,2,9,6,2,17.2030820568509,10.595244269475424,1.2016736736736737
477,17,10,2,12,2,8,7,2,9,6,2,17.20165227123956,10.594627008039721,1.2037207207207206
478,17,10,2,12,2,8,7,2,9,6,2,17.200230747337915,10.59400348689632,1.2057657657657657
479,17,10,2,12,2,8,7,2,9,6,2,17.198817444803506,10.593373746387687,1.2078088088088088
480,17,10,2,12,2,8,7,2,9,6,2,17.19741232347568,10.592737826674467,1.2098498498498498
481,17,10,2,12,2,8,7,2,9,6,2,17.19601534337461,10.5920957677365,1.2118888888888888
482,17,10,2,12,2,8,7,2,9,6,2,17.194626464700292,10.591447609373782,1.213925925925926
483,17,10,2,12,2,8,7,2,9,6,2,17.193245647831592,10.590793391207445,1.215960960960961
484,17,10,2,12,2,8,7,2,9,6,2,17.191872853325307,10.590133152680695,1.217993993993994
485,17,10,2,12,2,8,7,2,9,6,2,17.190508041915194,10.58946693305978,1.220025025025025
486,17,10,2,12,2,8,7,2,9,6,2,17.189151174511043,10.588794771434902,1.222054054054054
487,17,10,2,12,2,8,7,2,9,6,2,17.187802212197766,10.588116706721152,1.2240810810810812
488,17,10,2,12,2,8,7,2,9,6,2,17.186461116234472,10.587432777659421,1.2261061061061063
489,17,10,2,12,2,8,7,2,9,6,2,17.18512784805358,10.58674302281729,1.2281291291291294
490,17,10,2,12,2,8,7,2,9,6,2,17.18380236925991,10.58604748058994,1.2301501501501504
491,17,10,2,12,2,8,7,2,9,6,2,17.18248464162981,10.58534618920102,1.2321691691691692
492,17,10,2,12,2,8,7,2,9,6,2,17.18117462711028,10.584639186703532,1.2341861861861863
493,17,10,2,12,2,8,7,2,9,6,2,17.179872287818135,10.583926510980668,1.2362012012012014
494,17,10,2,12,2,8,7,2,9,6,2,17.178577586039093,10.583208199746695,1.2382142142142143
495,17,10,2,12,2,8,7,2,9,6,2,17.177290484227,10.582484290547779,1.2402252252252253
496,17,10,2,12,2,8,7,2,9,6,2,17.176010945002947,10.58175482076282,1.2422342342342345
497,17,10,2,12,2,8,7,2,9,6,2,17.17473893115446,10.581019827604294,1.2442412412412416
498,17,10,2,12,2,8,7,2,9,6,2,17.1734744056347,10.580279348119056,1.2462462462462462
499,17,10,2,12,2,8,7,2,9,6,2,17.1722173315616,10.57953341918915,1.2482492492492492
500,17,10,2,12,2,8,7,2,9,6,2,17.170967672217134,10.578782077532615,1.2502502502502504
501,17,10,2,12,2,8,7,2,9,6,2,17.169725391046473,10.578025359704277,1.2522492492492492
502,17,10,2,12,2,8,7,2,9,6,2,17.168490451657213,10.577263302096538,1.2542462462462463
503,17,10,2,12,2,8,7,2,9,6,2,17.16726281781862,10.576495940940141,1.2562412412412414
504,17,10,2,12,2,8,7,2,9,6,2,17.16604245346082,10.57572331230495,1.2582342342342343
505,17,10,2,12,2,8,7,2,9,6,2,17.16482932267407,10.574945452100707,1.2602252252252253
506,17,10,2,12,2,8,7,2,9,6,2,17.16362338970799,10.574162396077792,1.2622142142142143
507,17,10,2,12,2,8,7,2,9,6,2,17.162424618970835,10.573374179827969,1.2642012012012014
508,17,10,2,12,2,8,7,2,9,6,2,17.161232975028692,10.57258083878512,1.2661861861861863
509,17,10,2,12,2,8,7,2,9,6,2,17.16004842260485,10.571782408225983,1.2681691691691692
510,17,10,2,12,2,8,7,2,9,6,2,17.158870926578963,10.570978923270886,1.2701501501501502
511,17,10,2,12,2,8,7,2,9,6,2,17.15770045198641,10.570170418884455,1.2721291291291292
512,17,10,2,12,2,8,7,2,9,6,2,17.156536964017555,10.56935692987634,1.2741061061061063
513,17,10,2,12,2,8,7,2,9,6,2,17.155380428017015,10.568538490901904,1.2760810810810812
514,17,10,2,12,2,8,7,2,9,6,2,17.154230809482996,10.56771513646295,1.2780540540540541
515,17,10,2,12,2,8,7,2,9,6,2,17.153088074066584,10.566886900908388,1.2800250250250251
516,17,10,2,12,2,8,7,2,9,6,2,17.15195218757105,10.566053818434954,1.2819939939939942
517,17,10,2,12,2,8,7,2,9,6,2,17.15082311595118,10.56521592308786,1.283960960960961
518,17,10,2,12,2,8,7,2,9,6,2,17.14970082531257,10.564373248761505,1.285925925925926
519,17,10,2,12,2,8,7,2,9,6,2,17.148585281910993,10.563525829200119,1.2878888888888889
520,17,10,2,12,2,8,7,2,9,6,2,17.147476452151707,10.562673697998441,1.2898498498498498
521,17,10,2,12,2,8,7,2,9,6,2,17.146374302588796,10.561816888602392,1.2918088088088089
522,17,10,2,12,2,8,7,2,9,6,2,17.14527879992454,10.560955434309697,1.2937657657657657
523,17,10,2,12,2,8,7,2,9,6,2,17.144189911008702,10.560089368270578,1.2957207207207206
524,17,10,2,12,2,8,7,2,9,6,2,17.143107602837965,10.55921872348836,1.2976736736736738
525,17,10,2,12,2,8,7,2,9,6,2,17.142031842555237,10.558343532820135,1.2996246246246246
526,17,10,2,12,2,8,7,2,9,6,2,17.14096259744903,10.557463828977395,1.3015735735735736
527,17,10,2,12,2,8,7,2,9,6,2,17.13989983495283,10.55657964452665,1.3035205205205205
528,17,10,2,12,2,8,7,2,9,6,2,17.13884352264447,10.555691011890064,1.3054654654654656
529,17,10,2,12,2,8,7,2,9,6,2,17.13779362824552,10.554797963346072,1.3074084084084086
530,17,10,2,12,2,8,7,2,9,6,2,17.13675011962065,10.55390053103,1.3093493493493493
531,17,10,2,12,2,8,7,2,9,6,2,17.13571296477704,10.552998746934673,1.3112882882882884
532,17,10,2,12,2,8,7,2,9,6,2,17.134682131863748,10.55209264291103,1.3132252252252252
533,17,10,2,12,2,8,7,2,9,6,2,17.133657589171133,10.551182250668706,1.3151601601601604
534,17,10,2,12,2,8,7,2,9,6,2,17.132639305130237,10.550267601776667,1.317093093093093
535,17,10,2,12,2,8,7,2,9,6,2,17.13162724831221,10.54934872766377,1.319024024024024
536,17,10,2,12,2,8,7,2,9,6,2,17.13062138742768,10.548425659619369,1.3209529529529531
537,17,10,2,12,2,8,7,2,9,6,2,17.129621691326218,10.547498428793906,1.32287987987988
538,17,10,2,12,2,8,7,2,9,6,2,17.12862812899571,10.546567066199486,1.324804804804805
539,17,10,2,12,2,8,7,2,9,6,2,17.127640669561814,10.545631602710463,1.3267277277277278
540,17,10,2,12,2,8,7,2,9,6,2,17.12665928228735,10.544692069064004,1.3286486486486488
541,17,10,2,12,2,8,7,2,9,6,2,17.125683936571757,10.543748495860676,1.3305675675675677
542,17,10,2,12,2,8,7,2,9,6,2,17.12471460195051,10.542800913565003,1.3324844844844845
543,17,10,2,12,2,8,7,2,9,6,2,17.12375124809457,10.54184935250603,1.3343993993993992
544,17,10,2,12,2,8,7,2,9,6,2,17.122793844809788,10.540893842877898,1.3363123123123124
545,17,10,2,12,2,8,7,2,9,6,2,17.1218423620364,10.53993441474038,1.3382232232232232
546,17,10,2,12,2,8,7,2,9,6,2,17.120896769848418,10.538971098019447,1.3401321321321322
547,17,10,2,12,2,8,7,2,9,6,2,17.119957038453126,10.538003922507832,1.342039039039039
548,17,10,2,12,2,8,7,2,9,6,2,17.119023138190503,10.53703291786555,1.3439439439439442
549,17,10,2,12,2,8,7,2,9,6,2,17.118095039532687,10.536058113620465,1.3458468468468467
550,17,10,2,12,2,8,7,2,9,6,2,17.117172713083434,10.535079539168818,1.3477477477477477
551,17,10,2,12,2,8,7,2,9,6,2,17.116256129577582,10.534097223775774,1.3496466466466468
552,17,10,2,12,2,8,7,2,9,6,2,17.115345259880506,10.53311119657595,1.3515435435435437
553,17,10,2,12,2,8,7,2,9,6,2,17.114440074987602,10.53212148657396,1.3534384384384386
554,17,10,2,12,2,8,7,2,9,6,2,17.113540546023742,10.531128122644926,1.3553313313313313
555,17,10,2,12,2,8,7,2,9,6,2,17.112646644242762,10.530131133535015,1.357222222222222
556,17,10,2,12,2,8,7,2,9,6,2,17.111758341026913,10.529130547861975,1.3591111111111112
557,17,10,2,12,2,8,7,2,9,6,2,17.110875607886374,10.528126394115628,1.3609979979979978
558,17,10,2,12,2,8,7,2,9,6,2,17.109998416458705,10.527118700658413,1.362882882882883
559,17,10,2,12,2,8,7,2,9,6,2,17.109126738508348,10.526107495725885,1.3647657657657657
560,17,10,2,12,2,8,7,2,9,6,2,17.108260545926107,10.525092807427248,1.3666466466466467
561,17,10,2,12,2,8,7,2,9,6,2,17.107399810728634,10.524074663745838,1.3685255255255258
562,17,10,2,12,2,8,7,2,9,6,2,17.106544505057943,10.523053092539657,1.3704024024024024
563,17,10,2,12,2,8,7,2,9,6,2,17.105694601180858,10.522028121541865,1.372277277277277
564,17,10,2,12,2,8,7,2,9,6,2,17.10485007148856,10.52099977836129,1.3741501501501503
565,17,10,2,12,2,8,7,2,9,6,2,17.104010888496063,10.519968090482918,1.3760210210210209
566,17,10,2,12,2,8,7,2,9,6,2,17.10317702484171,10.518933085268399,1.37788988988989
567,17,10,2,12,2,8,7,2,9,6,2,17.102348453286698,10.517894789956543,1.3797567567567566
568,17,10,2,12,2,8,7,2,9,6,2,17.101525146714554,10.516853231663823,1.3816216216216217
569,17,10,2,12,2,8,7,2,9,6,2,17.10070707813067,10.515808437384841,1.3834844844844847
570,17,10,2,12,2,8,7,2,9,6,2,17.099894220661806,10.514760433992844,1.3853453453453455
571,17,10,2,12,2,8,7,2,9,6,2,17.099086547555597,10.513709248240199,1.3872042042042043
572,17,10,2,12,2,8,7,2,9,6,2,17.098284032180068,10.512654906758874,1.389061061061061
573,17,10,2,12,2,8,7,2,9,6,2,17.097486648023153,10.51159743606093,1.390915915915916
574,17,10,2,12,2,8,7,2,9,6,2,17.09669436869223,10.510536862539002,1.3927687687687689
575,17,10,2,12,2,8,7,2,9,6,2,17.095907167913612,10.50947321246677,1.3946196196196194
576,17,10,2,12,2,8,7,2,9,6,2,17.095125019532095,10.50840651199944,1.3964684684684683
577,17,10,2,12,2,8,7,2,9,6,2,17.094347897510463,10.50733678717422,1.3983153153153152
578,17,10,2,12,2,8,7,2,9,6,2,17.093575775929043,10.506264063910796,1.4001601601601599
579,17,10,2,12,2,8,7,2,9,6,2,17.092808628985196,10.505188368011801,1.4020030030030028
580,17,10,2,12,2,8,7,2,9,6,2,17.092046430992887,10.504109725163268,1.4038438438438439
581,17,10,2,12,2,8,7,2,9,6,2,17.091289156382185,10.503028160935132,1.4056826826826825
582,17,10,2,12,2,8,7,2,9,6,2,17.09053677969882,10.501943700781663,1.4075195195195194
583,17,10,2,12,2,8,7,2,9,6,2,17.089789275603703,10.500856370041943,1.4093543543543543
584,17,10,2,12,2,8,7,2,9,6,2,17.089046618872477,10.499766193940337,1.411187187187187
585,17,10,2,12,2,8,7,2,9,6,2,17.088308784395046,10.498673197586935,1.4130180180180179
586,17,10,2,12,2,8,7,2,9,6,2,17.087575747175134,10.49757740597802,1.4148468468468467
587,17,10,2,12,2,8,7,2,9,6,2,17.086847482329794,10.496478843996533,1.4166736736736736
588,17,10,2,12,2,8,7,2,9,6,2,17.08612396508899,10.495377536412512,1.4184984984984983
589,17,10,2,12,2,8,7,2,9,6,2,17.08540517079513,10.49427350788355,1.420321321321321
590,17,10,2,12,2,8,7,2,9,6,2,17.08469107490259,10.493166782955264,1.422142142142142
591,17,10,2,12,2,8,7,2,9,6,2,17.083981652977318,10.492057386061717,1.4239609609609607
592,17,10,2,12,2,8,7,2,9,6,2,17.083276880696328,10.490945341525894,1.4257777777777778
593,17,10,2,12,2,8,7,2,9,6,2,17.082576733847283,10.489830673560126,1.4275925925925925
594,17,10,2,12,2,8,7,2,9,6,2,17.08188118832804,10.488713406266557,1.4294054054054053
595,17,10,2,12,2,8,7,2,9,6,2,17.08119022014622,10.487593563637567,1.4312162162162165
596,17,10,2,12,2,8,7,2,9,6,2,17.08050380541874,10.486471169556236,1.433025025025025
597,17,10,2,12,2,8,7,2,9,6,2,17.079821920371394,10.485346247796771,1.4348318318318318
598,17,10,2,12,2,8,7,2,9,6,2,17.079144541338415,10.48421882202495,1.4366366366366368
