subset,predictor,feature,n,rho,p,q
eval-val,ESMFold2,exp199_esm_atlas_best_identity,87,0.2976264793301188,0.005115536626616652,0.027902927054272646
eval-val,ESMFold2,kingdom_bacteria,97,0.30261014808596903,0.002589361215656381,0.015035000607037049
eval-val,ESMFold2,n_surviving_alignments,97,0.3985206614287124,5.279335242984581e-05,0.0004072630044588106
eval-val,ESMFold2,train_afdb_n_hits,97,0.4451093852139344,4.9208444834838185e-06,4.920844483483818e-05
eval-val,ESMFold2,knn_n_hits,97,0.4748759675283112,8.90126370691008e-07,1.0013921670273839e-05
eval-val,ESMFold2,msa_depth,97,0.4767465178153977,7.950802308913491e-07,9.33355053655062e-06
eval-val,ESMFold2,msa_log_depth,97,0.4767465178153977,7.950802308913491e-07,9.134964354921882e-06
eval-val,ESMFold2,train_n_hits_significant,97,0.501318450992409,1.6921080315537842e-07,2.342918812920624e-06
eval-val,ESMFold2,train_log_n_hits,97,0.501318450992409,1.6921080315537842e-07,2.2843458425976084e-06
eval-val,ESMFold2,train_esm_n_hits,97,0.5036063050863652,1.455945566887742e-07,2.068975279261528e-06
eval-val,Protenix-v2 + MSA,rg_over_length,97,-0.46265668609774935,1.8313169970973381e-06,2.0181860784338013e-05
eval-val,Protenix-v2 + MSA,msa_mean_coverage,97,-0.3352235930732698,0.00078952653306235,0.005329304098170863
eval-val,Protenix-v2 + MSA,kingdom_eukaryote,97,-0.28598566064871855,0.004515850218967766,0.024883256308597893
eval-val,Protenix-v2 + MSA,is_cytoplasmic,92,-0.27690074559412453,0.007538087853557163,0.03667177874703485
eval-val,Protenix-v2 + MSA,n_transmembrane,92,-0.27537303688142206,0.007889877603811256,0.03804048130408998
eval-val,Protenix-v2 + MSA,is_membrane,92,-0.24836448919836887,0.016977713063601307,0.07218870121531264
eval-val,Protenix-v2 + MSA,relative_contact_order,97,-0.2237607292798531,0.02757818772135692,0.10270497496229473
eval-val,Protenix-v2 + MSA,has_signal_peptide,92,-0.18481074819835644,0.07779403219392779,0.22830857274304894
eval-val,Protenix-v2 + MSA,n_go,97,-0.18028118458284473,0.07721903954656538,0.22785946095707818
eval-val,Protenix-v2 + MSA,is_nuclear,92,-0.15668809914775925,0.13580913631620045,0.3216532175910011
eval-val,Protenix-v2 + MSA,is_viral,97,-0.14367292336801088,0.16032900971319888,0.3562866882515531
eval-val,Protenix-v2 + MSA,kingdom_virus,97,-0.14367292336801088,0.16032900971319888,0.3548264969062598
eval-val,Protenix-v2 + MSA,is_secreted,92,-0.1409778312608297,0.18010600850363054,0.3755105968801563
eval-val,Protenix-v2 + MSA,frac_charged,97,-0.10395647387041415,0.31090335235543703,0.5181722539257284
eval-val,Protenix-v2 + MSA,frac_low_complexity,97,-0.08291369654695141,0.41942997161228146,0.6222312765676703
eval-val,Protenix-v2 + MSA,frac_helix,97,-0.05532108116998701,0.5904399139446039,0.7466921628339253
eval-val,Protenix-v2 + MSA,exp199_afdb_best_identity,84,-0.04460936432219237,0.6870025994052165,0.8262392064116189
eval-val,Protenix-v2 + MSA,frac_sheet,97,-0.030905256020978846,0.7637901773066659,0.8756830058292985
eval-val,Protenix-v2 + MSA,has_ec,97,-0.01846378434479694,0.8575411383408328,0.9224546109642424
eval-val,Protenix-v2 + MSA,n_uniprot_domains,92,-0.012553154981199013,0.9054623075136311,0.9457439962424773
eval-val,Protenix-v2 + MSA,n_interpro,97,-0.005604642496510037,0.9565494270395118,0.9876418558342953
eval-val,Protenix-v2 + MSA,frac_hydrophobic,97,0.00042736447614977484,0.996685208664331,0.9985343463427435
eval-val,Protenix-v2 + MSA,mean_hydropathy,97,0.013300853739991856,0.8971157570868408,0.942495153359716
eval-val,Protenix-v2 + MSA,exp199_best_identity,91,0.022731344896964226,0.8306459280289005,0.913541346508363
eval-val,Protenix-v2 + MSA,msa_n_near_identical,97,0.027586049748189703,0.788529970151985,0.8889481918206094
eval-val,Protenix-v2 + MSA,n_pfam,97,0.03091681964876256,0.7637043850659042,0.8774475913523155
eval-val,Protenix-v2 + MSA,frac_polar,97,0.07314836122160492,0.4764380688509307,0.6665195781852398
eval-val,Protenix-v2 + MSA,frac_proline,97,0.08587593654779116,0.4029512696386142,0.6095061221424417
eval-val,Protenix-v2 + MSA,n_uniprot_xrefs,97,0.09075299842933787,0.37666790659698857,0.5828099414394665
eval-val,Protenix-v2 + MSA,residual_identity_anycov,97,0.09125563833468847,0.3740195812670987,0.5820477633551392
eval-val,Protenix-v2 + MSA,kingdom_archaea,97,0.1020624081362158,0.3198492543687812,0.5218084512360781
eval-val,Protenix-v2 + MSA,knn_best_identity,97,0.1187828780107096,0.24653048366343316,0.4528110924430405
eval-val,Protenix-v2 + MSA,frac_glycine,97,0.13785224926988035,0.17813327098903123,0.3772233973885367
eval-val,Protenix-v2 + MSA,residual_identity_cov40,97,0.14280782787803342,0.16288797028296384,0.35467541916451806
eval-val,Protenix-v2 + MSA,knn_best_qcov,97,0.14515186254707538,0.1560237427246682,0.3481521531872762
eval-val,Protenix-v2 + MSA,contacts_per_residue,97,0.17375924994587483,0.08873307842910325,0.24199930480664522
eval-val,Protenix-v2 + MSA,frac_coil,97,0.17459482560241957,0.08718603675539133,0.24143825563031443
eval-val,Protenix-v2 + MSA,radius_of_gyration,97,0.1775397694221454,0.08190369093249293,0.23401054552140838
eval-val,Protenix-v2 + MSA,train_best_evalue_log,91,0.1892979865758015,0.0723180712409578,0.21575557165810616
eval-val,Protenix-v2 + MSA,exp199_esm_atlas_best_identity,87,0.1896438597111687,0.07852684293221843,0.22921348747782674
eval-val,Protenix-v2 + MSA,residual_identity_cov30,97,0.19535113193391299,0.055166565284305975,0.1783829057097319
eval-val,Protenix-v2 + MSA,resolved_fraction,97,0.2296050117672926,0.02367598330201683,0.09264515205137021
eval-val,Protenix-v2 + MSA,n_sse,97,0.31646851259811826,0.0015883803303624671,0.009637363802199239
eval-val,Protenix-v2 + MSA,knn_best_bits,97,0.3167456829196866,0.0015725570492744266,0.009649781893274891
eval-val,Protenix-v2 + MSA,length,97,0.3306287768288995,0.0009408513019469997,0.0059771729770750565
eval-val,Protenix-v2 + MSA,mean_contact_order,97,0.3318572870352689,0.0008979954171303921,0.005913628356712338
eval-val,Protenix-v2 + MSA,n_contacts,97,0.33561702382366915,0.0007776632507152504,0.005315672852990319
eval-val,Protenix-v2 + MSA,long_contacts_per_residue,97,0.351351617899864,0.00041751270804909704,0.0028904725941860565
eval-val,Protenix-v2 + MSA,kingdom_bacteria,97,0.3525482759720772,0.0003976916048003292,0.0027890060596386726
eval-val,Protenix-v2 + MSA,n_long_contacts,97,0.3797532439112056,0.00012484836738681332,0.0009110556539037728
eval-val,Protenix-v2 + MSA,frac_long_contacts,97,0.3888083473891045,8.295362304135754e-05,0.0006309148794694799
eval-val,Protenix-v2 + MSA,n_surviving_alignments,97,0.41186100792268,2.7726449251392863e-05,0.00022346690441421113
eval-val,Protenix-v2 + MSA,median_contact_separation,97,0.42053440073332204,1.797139917987582e-05,0.00014930085472512222
eval-val,Protenix-v2 + MSA,msa_depth,97,0.4300916200699789,1.0989865982357855e-05,9.728733820447937e-05
eval-val,Protenix-v2 + MSA,msa_log_depth,97,0.4300916200699789,1.0989865982357855e-05,9.571818758827809e-05
eval-val,Protenix-v2 + MSA,train_esm_n_hits,97,0.4331223396445932,9.373444244211965e-06,8.579084562499086e-05
eval-val,Protenix-v2 + MSA,train_afdb_n_hits,97,0.4365147097952229,7.830172278957655e-06,7.29016039765023e-05
eval-val,Protenix-v2 + MSA,train_n_hits_significant,97,0.44136697968978966,6.03329190696482e-06,5.817817196001791e-05
eval-val,Protenix-v2 + MSA,train_log_n_hits,97,0.44136697968978966,6.03329190696482e-06,5.7157502276508825e-05
eval-val,Protenix-v2 + MSA,knn_n_hits,97,0.45261425438475333,3.2460109346597078e-06,3.436952754345573e-05
eval-val,Protenix-v2 single-seq,long_contacts_per_residue,97,-0.2622694294059689,0.009454543538365964,0.04401253026480707
eval-val,Protenix-v2 single-seq,contacts_per_residue,97,-0.23610823463017672,0.019897664493629896,0.0820209070729782
eval-val,Protenix-v2 single-seq,has_signal_peptide,92,-0.2188722755027252,0.036070428867405545,0.12899358667813904
eval-val,Protenix-v2 single-seq,mean_contact_order,97,-0.21532523973540943,0.034164111221978814,0.12299080039912373
eval-val,Protenix-v2 single-seq,frac_coil,97,-0.21164075084651043,0.037430821054400376,0.1329779169037908
eval-val,Protenix-v2 single-seq,n_contacts,97,-0.1954396323471166,0.05505423942812731,0.17909210416378762
eval-val,Protenix-v2 single-seq,n_long_contacts,97,-0.1909680558433631,0.060969264928623465,0.1881337317797524
eval-val,Protenix-v2 single-seq,n_sse,97,-0.17394848443130564,0.08838082381856158,0.24226215666001652
eval-val,Protenix-v2 single-seq,resolved_fraction,97,-0.1659869839438452,0.10418760122316811,0.27048704163707105
eval-val,Protenix-v2 single-seq,is_secreted,92,-0.164069659936735,0.11810088206766532,0.2952522051691633
eval-val,Protenix-v2 single-seq,kingdom_eukaryote,97,-0.1631983389571492,0.1102192555974623,0.27942909869779176
eval-val,Protenix-v2 single-seq,length,97,-0.14331411224323576,0.16138672285669362,0.3528292726421642
eval-val,Protenix-v2 single-seq,train_best_evalue_log,91,-0.14295839151288378,0.1764268713108199,0.3765632826396947
eval-val,Protenix-v2 single-seq,frac_long_contacts,97,-0.1374202392583143,0.17951022715477255,0.3757190800913844
eval-val,Protenix-v2 single-seq,frac_polar,97,-0.13114829547322399,0.2003852541011683,0.4007705082023366
eval-val,Protenix-v2 single-seq,kingdom_archaea,97,-0.11299766615081033,0.27045968068613924,0.4726479856650977
eval-val,Protenix-v2 single-seq,n_pfam,97,-0.10267655405136236,0.31693059545919433,0.5217759803291614
eval-val,Protenix-v2 single-seq,msa_n_near_identical,97,-0.0957468149863823,0.3508624683761846,0.5507724794277317
eval-val,Protenix-v2 single-seq,radius_of_gyration,97,-0.09163321728831758,0.3720376572292275,0.5806368060802972
eval-val,Protenix-v2 single-seq,n_uniprot_xrefs,97,-0.07992924632308657,0.43641991146396175,0.6369371680825388
eval-val,Protenix-v2 single-seq,knn_best_qcov,97,-0.07951877764678453,0.4387867762224281,0.6369485461293312
eval-val,Protenix-v2 single-seq,train_afdb_n_hits,97,-0.07415582069426727,0.4703701639574766,0.6614580430652015
eval-val,Protenix-v2 single-seq,knn_best_bits,97,-0.06550456692296022,0.5238207602252762,0.7053945399542374
eval-val,Protenix-v2 single-seq,median_contact_separation,97,-0.051822465900812784,0.614180922386079,0.7677261529825988
eval-val,Protenix-v2 single-seq,knn_n_hits,97,-0.045783585337364284,0.6560999799029171,0.7961662677473601
eval-val,Protenix-v2 single-seq,train_n_hits_significant,97,-0.0319945029749802,0.7557215587063972,0.8776121326913
eval-val,Protenix-v2 single-seq,train_log_n_hits,97,-0.0319945029749802,0.7557215587063972,0.8757288448529067
eval-val,Protenix-v2 single-seq,has_ec,97,-0.030333359995023554,0.7680366987861432,0.8786860536960114
eval-val,Protenix-v2 single-seq,frac_charged,97,-0.026312934566402976,0.7980766403769658,0.894110758928551
eval-val,Protenix-v2 single-seq,is_cytoplasmic,92,-0.025230233487345842,0.8113156455543897,0.9033205125760215
eval-val,Protenix-v2 single-seq,residual_identity_cov40,97,-0.003442221971782144,0.9733057255400597,0.9879419018639702
eval-val,Protenix-v2 single-seq,is_viral,97,-0.0015284353549788392,0.9881453058272284,0.9973803086854268
eval-val,Protenix-v2 single-seq,kingdom_virus,97,-0.0015284353549788392,0.9881453058272284,0.9955195245274316
eval-val,Protenix-v2 single-seq,exp199_best_identity,91,-0.0012422755946927832,0.9906755462901379,0.9962100465487419
eval-val,Protenix-v2 single-seq,train_esm_n_hits,97,0.00024008816561286704,0.9981377869301169,0.9981377869301169
eval-val,Protenix-v2 single-seq,n_surviving_alignments,97,0.012327821427397351,0.9046055241409103,0.9466801996823481
eval-val,Protenix-v2 single-seq,exp199_esm_atlas_best_identity,87,0.03922283383934983,0.7183285143529075,0.854399554516674
eval-val,Protenix-v2 single-seq,exp199_afdb_best_identity,84,0.04666443924952394,0.6733841681321369,0.8134842299582862
eval-val,Protenix-v2 single-seq,relative_contact_order,97,0.049626714794591464,0.6292889685780745,0.7740684351529845
eval-val,Protenix-v2 single-seq,frac_sheet,97,0.059790947631902236,0.5607287193764539,0.7243863838834571
eval-val,Protenix-v2 single-seq,knn_best_identity,97,0.06181286195243021,0.5475272689134095,0.7211334761298565
eval-val,Protenix-v2 single-seq,msa_depth,97,0.0642491066471579,0.5318242871805122,0.7143908335260613
eval-val,Protenix-v2 single-seq,msa_log_depth,97,0.0642491066471579,0.5318242871805122,0.7126181515570139
eval-val,Protenix-v2 single-seq,frac_low_complexity,97,0.07515095907803808,0.4644179402332954,0.6599623361209987
eval-val,Protenix-v2 single-seq,residual_identity_cov30,97,0.07788992673341971,0.44825036467590423,0.6454805251333021
eval-val,Protenix-v2 single-seq,frac_glycine,97,0.08576275198418044,0.4035738030739752,0.6087426079886777
eval-val,Protenix-v2 single-seq,frac_hydrophobic,97,0.09021335349617017,0.3795238417543867,0.5855510701353395
eval-val,Protenix-v2 single-seq,n_go,97,0.09920466365078141,0.3336570699466607,0.5346433761756582
eval-val,Protenix-v2 single-seq,frac_proline,97,0.0994730146261031,0.3323446071961084,0.5357196653310404
eval-val,Protenix-v2 single-seq,frac_helix,97,0.10596408328290209,0.30160029515776965,0.5073649825083976
eval-val,Protenix-v2 single-seq,is_nuclear,92,0.10883303993455673,0.30174976767007705,0.5060399830491975
eval-val,Protenix-v2 single-seq,mean_hydropathy,97,0.11647287395153522,0.2559040097622837,0.4590968945901436
eval-val,Protenix-v2 single-seq,rg_over_length,97,0.12346847868675583,0.2282512662330997,0.4309639292513071
eval-val,Protenix-v2 single-seq,kingdom_bacteria,97,0.1550318000046344,0.12944969275643864,0.3120662236092717
eval-val,Protenix-v2 single-seq,msa_mean_coverage,97,0.15653980558352257,0.12571794543613646,0.3071841200701977
eval-val,Protenix-v2 single-seq,residual_identity_anycov,97,0.20024537895080993,0.049230662177408485,0.16512147562609056
eval-val,Protenix-v2 single-seq,n_uniprot_domains,92,0.24109732903643624,0.0206036174868691,0.08365378528503244
eval-val,Protenix-v2 single-seq,n_interpro,97,0.264652949334906,0.008802670591176766,0.041334279297699596
eval-val,Protenix-v2 single-seq,is_membrane,92,0.2667228921960744,0.010167624049953826,0.04575430822479221
eval-val,Protenix-v2 single-seq,n_transmembrane,92,0.2672213149160863,0.010022243062070833,0.045479086164018905
eval-val,seq-KNN (decontaminated corpus),is_viral,97,-0.2720784880010787,0.007018094740582434,0.03541842205527583
eval-val,seq-KNN (decontaminated corpus),kingdom_virus,97,-0.2720784880010787,0.007018094740582434,0.03509047370291217
eval-val,seq-KNN (decontaminated corpus),is_cytoplasmic,92,-0.20501065631314735,0.04995102833548531,0.16650342778495103
eval-val,seq-KNN (decontaminated corpus),relative_contact_order,97,-0.20372683920267157,0.04533759564824238,0.15693783109006978
eval-val,seq-KNN (decontaminated corpus),has_signal_peptide,92,-0.19996424015774678,0.05598977305824812,0.17784986736149405
eval-val,seq-KNN (decontaminated corpus),exp199_best_identity,91,-0.17587825657535539,0.09539423374657376,0.2537580602125607
eval-val,seq-KNN (decontaminated corpus),is_nuclear,92,-0.17059477202532455,0.10398005172858064,0.27256906763802696
eval-val,seq-KNN (decontaminated corpus),rg_over_length,97,-0.1509540657892762,0.1399644159745559,0.32861210707069644
eval-val,seq-KNN (decontaminated corpus),is_secreted,92,-0.15071205490128362,0.15156671622811135,0.3438908687528577
eval-val,seq-KNN (decontaminated corpus),exp199_afdb_best_identity,84,-0.10831388550131955,0.32672710769684277,0.5298277422110964
eval-val,seq-KNN (decontaminated corpus),exp199_esm_atlas_best_identity,87,-0.1068876900793992,0.3244332927502051,0.5276927050756348
eval-val,seq-KNN (decontaminated corpus),frac_charged,97,-0.07953551687442299,0.4386901119204523,0.638524691204971
eval-val,seq-KNN (decontaminated corpus),frac_polar,97,-0.07552988300929628,0.46216237358521317,0.6602319622645902
eval-val,seq-KNN (decontaminated corpus),frac_helix,97,-0.07422226168544767,0.46997147315732224,0.662622964764893
eval-val,seq-KNN (decontaminated corpus),msa_mean_coverage,97,-0.06001867377491564,0.5592343048150332,0.7241883083935682
eval-val,seq-KNN (decontaminated corpus),train_best_evalue_log,91,-0.05187358901833205,0.6253155155807589,0.7727010947679858
eval-val,seq-KNN (decontaminated corpus),residual_identity_anycov,97,-0.04504190778145856,0.6613261376380031,0.8007087765123805
eval-val,seq-KNN (decontaminated corpus),frac_low_complexity,97,-0.026264853606793887,0.798437776249698,0.892663352328855
eval-val,seq-KNN (decontaminated corpus),is_membrane,92,-0.024838363082267757,0.8141931602915388,0.9046590669905986
eval-val,seq-KNN (decontaminated corpus),n_transmembrane,92,-0.023826867571736566,0.821631912136493,0.9054719031708289
eval-val,seq-KNN (decontaminated corpus),msa_n_near_identical,97,-0.017706916904577104,0.8633230510818096,0.9231573219488657
eval-val,seq-KNN (decontaminated corpus),kingdom_eukaryote,97,0.0007771834925596486,0.993971926949151,0.9976669898746124
eval-val,seq-KNN (decontaminated corpus),has_ec,97,0.01846493771858979,0.8575323330667215,0.9242863470180231
eval-val,seq-KNN (decontaminated corpus),n_go,97,0.025392359883133802,0.8049983737613574,0.8981386814692831
eval-val,seq-KNN (decontaminated corpus),frac_sheet,97,0.03317687141167639,0.7469927486748487,0.871222644242804
eval-val,seq-KNN (decontaminated corpus),frac_coil,97,0.03327733419605192,0.7462525366652746,0.8722432246736976
eval-val,seq-KNN (decontaminated corpus),frac_long_contacts,97,0.03885959268292632,0.7055019752971754,0.8409957321423283
eval-val,seq-KNN (decontaminated corpus),mean_contact_order,97,0.040411346299368045,0.6943146032450728,0.8331775238940874
eval-val,seq-KNN (decontaminated corpus),frac_glycine,97,0.05966419992946145,0.5615613033894755,0.7237305580675818
eval-val,seq-KNN (decontaminated corpus),kingdom_archaea,97,0.06561564663197506,0.5231155683776247,0.7079759572028005
eval-val,seq-KNN (decontaminated corpus),n_pfam,97,0.06990396020628993,0.49626260299420055,0.687132834915047
eval-val,seq-KNN (decontaminated corpus),n_uniprot_xrefs,97,0.07327305264445375,0.47568477436521633,0.667194228979784
eval-val,seq-KNN (decontaminated corpus),frac_hydrophobic,97,0.11513918180341143,0.26142543361361614,0.4628515873814843
eval-val,seq-KNN (decontaminated corpus),contacts_per_residue,97,0.11655247714002569,0.25557699709009657,0.4600385947621738
eval-val,seq-KNN (decontaminated corpus),radius_of_gyration,97,0.11665768077503871,0.2551452555226068,0.4607974514455106
eval-val,seq-KNN (decontaminated corpus),resolved_fraction,97,0.12917343974266052,0.20730565601552842,0.4070729245395831
eval-val,seq-KNN (decontaminated corpus),kingdom_bacteria,97,0.1460967833272984,0.15331858790041372,0.3449668227759309
eval-val,seq-KNN (decontaminated corpus),median_contact_separation,97,0.1486026073710391,0.1463149327342126,0.3390989857359433
eval-val,seq-KNN (decontaminated corpus),long_contacts_per_residue,97,0.15028339261606832,0.1417540216656337,0.3313730376599229
eval-val,seq-KNN (decontaminated corpus),mean_hydropathy,97,0.1509540657892762,0.1399644159745559,0.3300470944378174
eval-val,seq-KNN (decontaminated corpus),n_long_contacts,97,0.15303384992635555,0.13452350990760226,0.321427855531439
eval-val,seq-KNN (decontaminated corpus),length,97,0.1551885691776355,0.1290578499129843,0.3125167666054328
eval-val,seq-KNN (decontaminated corpus),n_contacts,97,0.16797351475382638,0.10005056129094725,0.2635478199859098
eval-val,seq-KNN (decontaminated corpus),frac_proline,97,0.17731881498788127,0.08229093736658388,0.23265500616730525
eval-val,seq-KNN (decontaminated corpus),n_sse,97,0.1955597341159766,0.054902104890583274,0.17967961600554527
eval-val,seq-KNN (decontaminated corpus),knn_best_identity,97,0.20218254046714626,0.047031752183449155,0.16176526228702257
eval-val,seq-KNN (decontaminated corpus),n_uniprot_domains,92,0.2101088267281969,0.04440604304826238,0.1547049241681399
eval-val,seq-KNN (decontaminated corpus),n_interpro,97,0.21912059553013302,0.031053232638045724,0.11407309948669858
eval-val,seq-KNN (decontaminated corpus),residual_identity_cov30,97,0.22802581712218709,0.024680841038728897,0.09385671944305356
eval-val,seq-KNN (decontaminated corpus),knn_best_bits,97,0.29290827025117777,0.003596307103867979,0.02022922745925738
eval-val,seq-KNN (decontaminated corpus),residual_identity_cov40,97,0.30491377476059744,0.0023911588979243768,0.014035063096512645
eval-val,seq-KNN (decontaminated corpus),knn_best_qcov,97,0.31456249142860976,0.0017011569401016733,0.010094777446757183
eval-val,seq-KNN (decontaminated corpus),n_surviving_alignments,97,0.5222720124861499,4.0952361477212176e-08,6.318364342198449e-07
eval-val,seq-KNN (decontaminated corpus),msa_depth,97,0.6095630117196899,3.4430410556778174e-11,1.0936718647447186e-09
eval-val,seq-KNN (decontaminated corpus),msa_log_depth,97,0.6095630117196899,3.4430410556778174e-11,1.0329123167033452e-09
eval-val,seq-KNN (decontaminated corpus),train_esm_n_hits,97,0.6328724690655352,3.5333898748821135e-12,1.467715794181801e-10
eval-val,seq-KNN (decontaminated corpus),train_n_hits_significant,97,0.6562718886331692,2.9382308843409463e-13,1.7629385306045678e-11
eval-val,seq-KNN (decontaminated corpus),train_log_n_hits,97,0.6562718886331692,2.9382308843409463e-13,1.586644677544111e-11
eval-val,seq-KNN (decontaminated corpus),knn_n_hits,97,0.6781329560287038,2.34096851945931e-14,2.5282460010160552e-12
eval-val,seq-KNN (decontaminated corpus),train_afdb_n_hits,97,0.6921335031207462,4.119678405674874e-15,7.415421130214773e-13
eval-val,seq-KNN (unfiltered corpus),is_viral,97,-0.3316748334757444,0.0009042455315207614,0.005883043217123025
eval-val,seq-KNN (unfiltered corpus),kingdom_virus,97,-0.3316748334757444,0.0009042455315207614,0.005813006988347752
eval-val,seq-KNN (unfiltered corpus),frac_charged,97,-0.20927671353682184,0.03966156249969937,0.1399819852930566
eval-val,seq-KNN (unfiltered corpus),rg_over_length,97,-0.19113242843334605,0.060743014524129536,0.1885128036955744
eval-val,seq-KNN (unfiltered corpus),is_cytoplasmic,92,-0.15832154523898231,0.13172655175125766,0.3161437242030184
eval-val,seq-KNN (unfiltered corpus),frac_sheet,97,-0.14744987602202145,0.14950623576344105,0.3406471194610049
eval-val,seq-KNN (unfiltered corpus),frac_low_complexity,97,-0.11742656863468125,0.2520049950094299,0.45973884224693295
eval-val,seq-KNN (unfiltered corpus),n_sse,97,-0.11363277265295633,0.26775871044434746,0.4694470897400897
eval-val,seq-KNN (unfiltered corpus),frac_long_contacts,97,-0.10375854327852198,0.31183052571724484,0.5181184119609606
eval-val,seq-KNN (unfiltered corpus),mean_contact_order,97,-0.0894778540952668,0.3834373235179952,0.5882277122151063
eval-val,seq-KNN (unfiltered corpus),frac_polar,97,-0.06844496459994899,0.5053167026272843,0.696099539333504
eval-val,seq-KNN (unfiltered corpus),long_contacts_per_residue,97,-0.06183696214020018,0.5473708313818133,0.722690095222932
eval-val,seq-KNN (unfiltered corpus),relative_contact_order,97,-0.05486099012204469,0.5935381748569389,0.7488565757540818
eval-val,seq-KNN (unfiltered corpus),n_uniprot_xrefs,97,-0.052454257660563636,0.6098631447578219,0.7640976755666447
eval-val,seq-KNN (unfiltered corpus),contacts_per_residue,97,-0.050541278891198166,0.622977187605579,0.7715772507041574
eval-val,seq-KNN (unfiltered corpus),is_membrane,92,-0.035635454202536804,0.7359382093165713,0.8639274631107576
eval-val,seq-KNN (unfiltered corpus),radius_of_gyration,97,-0.031151890124430457,0.7619609832470926,0.8791857499004915
eval-val,seq-KNN (unfiltered corpus),n_transmembrane,92,-0.02422116930869336,0.8187302193000423,0.905971963979555
eval-val,seq-KNN (unfiltered corpus),is_nuclear,92,-0.020840610254623075,0.8436832401371537,0.9203817165132585
eval-val,seq-KNN (unfiltered corpus),n_long_contacts,97,-0.017995745981956846,0.8611157411756037,0.9226240084024325
eval-val,seq-KNN (unfiltered corpus),median_contact_separation,97,-0.016565875734026417,0.8720533079337283,0.9269857997720733
eval-val,seq-KNN (unfiltered corpus),n_uniprot_domains,92,-0.014128835816369222,0.8936613303393799,0.9425334343423147
eval-val,seq-KNN (unfiltered corpus),n_contacts,97,-0.013103996949194887,0.898630325929317,0.9422531572851092
eval-val,seq-KNN (unfiltered corpus),exp199_esm_atlas_best_identity,87,-0.005805078763381783,0.9574423229153843,0.984797817855824
eval-val,seq-KNN (unfiltered corpus),kingdom_bacteria,97,-0.005590162451784198,0.956661576239485,0.9858726167353472
eval-val,seq-KNN (unfiltered corpus),frac_helix,97,-0.0043557370740698815,0.9662251863454124,0.9881848496714446
eval-val,seq-KNN (unfiltered corpus),length,97,0.009418950998411769,0.9270433887541238,0.9590104021594386
eval-val,seq-KNN (unfiltered corpus),has_ec,97,0.020222505917835316,0.8441353097918348,0.9190182808217556
eval-val,seq-KNN (unfiltered corpus),kingdom_archaea,97,0.021870803625065674,0.8316113168934073,0.9127441282976422
eval-val,seq-KNN (unfiltered corpus),n_surviving_alignments,97,0.03414358320533478,0.7398796172943087,0.8666702675464788
eval-val,seq-KNN (unfiltered corpus),msa_mean_coverage,97,0.05284906982274631,0.6071716849052431,0.7624946740670495
eval-val,seq-KNN (unfiltered corpus),frac_hydrophobic,97,0.05390451895030564,0.6000023897720979,0.7552477633494938
eval-val,seq-KNN (unfiltered corpus),msa_n_near_identical,97,0.06112549119325714,0.5519982226860789,0.7217410175556479
eval-val,seq-KNN (unfiltered corpus),train_best_evalue_log,91,0.061373925478091056,0.5633169837452425,0.7225443496969857
eval-val,seq-KNN (unfiltered corpus),residual_identity_anycov,97,0.06281020117449805,0.5410716524529501,0.7196519515384066
eval-val,seq-KNN (unfiltered corpus),has_signal_peptide,92,0.07001470725707983,0.5072088403885276,0.6969281776330913
eval-val,seq-KNN (unfiltered corpus),n_pfam,97,0.0756734390309728,0.4613094222303776,0.6607615066429812
eval-val,seq-KNN (unfiltered corpus),is_secreted,92,0.0777820712341054,0.46113672176307113,0.662270823808666
eval-val,seq-KNN (unfiltered corpus),n_interpro,97,0.08761196506830951,0.3934739732149934,0.5968425436407203
eval-val,seq-KNN (unfiltered corpus),mean_hydropathy,97,0.12311505753059526,0.22959594285324111,0.43199236634407734
eval-val,seq-KNN (unfiltered corpus),resolved_fraction,97,0.13070790853064418,0.20191391554877275,0.4008585088100635
eval-val,seq-KNN (unfiltered corpus),frac_coil,97,0.15278152184524638,0.13517491333663872,0.3215614678492727
eval-val,seq-KNN (unfiltered corpus),frac_glycine,97,0.16390737185742077,0.10866052345539519,0.2767768050278934
eval-val,seq-KNN (unfiltered corpus),n_go,97,0.17180312602076014,0.09243993778344736,0.24711666536169097
eval-val,seq-KNN (unfiltered corpus),frac_proline,97,0.19206125341605215,0.0594773658678237,0.18565189346025893
eval-val,seq-KNN (unfiltered corpus),residual_identity_cov40,97,0.20028603419040752,0.04918365648123649,0.16599484062417313
eval-val,seq-KNN (unfiltered corpus),kingdom_eukaryote,97,0.2008920255892307,0.04848739023895888,0.16571639701922655
eval-val,seq-KNN (unfiltered corpus),residual_identity_cov30,97,0.23050013892919524,0.023122072017786332,0.09113809408470525
eval-val,seq-KNN (unfiltered corpus),train_esm_n_hits,97,0.23682871190506644,0.0195128518303375,0.08105338452601732
eval-val,seq-KNN (unfiltered corpus),train_n_hits_significant,97,0.2753845267156715,0.006332234634021876,0.033198123323998185
eval-val,seq-KNN (unfiltered corpus),train_log_n_hits,97,0.2753845267156715,0.006332234634021876,0.03287891059972897
eval-val,seq-KNN (unfiltered corpus),exp199_best_identity,91,0.2758818401157571,0.00812229755720183,0.03881451929990255
eval-val,seq-KNN (unfiltered corpus),knn_n_hits,97,0.32213773988246475,0.001291816773218083,0.008111407645787962
