predictor,feature,importance
seq-KNN (unfiltered corpus),n_uniprot_domains,-0.001758998771729464
seq-KNN (unfiltered corpus),n_transmembrane,-4.579837120280983e-05
seq-KNN (unfiltered corpus),has_signal_peptide,0.0
seq-KNN (unfiltered corpus),is_membrane,1.784558473378328e-05
seq-KNN (unfiltered corpus),is_secreted,0.0
seq-KNN (unfiltered corpus),is_cytoplasmic,0.0
seq-KNN (unfiltered corpus),is_nuclear,0.0
seq-KNN (unfiltered corpus),kingdom_bacteria,-0.0002813905404236511
seq-KNN (unfiltered corpus),kingdom_eukaryote,-5.752752380178417e-05
seq-KNN (unfiltered corpus),kingdom_archaea,0.0
seq-KNN (unfiltered corpus),kingdom_virus,0.0
seq-KNN (decontaminated corpus),length,0.0034035439615367675
seq-KNN (decontaminated corpus),is_viral,0.0
seq-KNN (decontaminated corpus),n_uniprot_xrefs,0.0
seq-KNN (decontaminated corpus),exp199_best_identity,-0.002815641745922895
seq-KNN (decontaminated corpus),exp199_afdb_best_identity,0.028343921406496476
seq-KNN (decontaminated corpus),exp199_esm_atlas_best_identity,-0.0014033650667623714
seq-KNN (decontaminated corpus),n_contacts,0.0010372865165958257
seq-KNN (decontaminated corpus),contacts_per_residue,-0.00114250662419782
seq-KNN (decontaminated corpus),resolved_fraction,0.0001221459205920039
seq-KNN (decontaminated corpus),mean_contact_order,0.00616859267040884
seq-KNN (decontaminated corpus),relative_contact_order,-0.002031606659751067
seq-KNN (decontaminated corpus),median_contact_separation,0.0030722341658926456
seq-KNN (decontaminated corpus),frac_long_contacts,-0.0016252300324546636
seq-KNN (decontaminated corpus),n_long_contacts,0.0022087882411085473
seq-KNN (decontaminated corpus),long_contacts_per_residue,1.066369965724845e-05
seq-KNN (decontaminated corpus),frac_hydrophobic,-8.435281948022955e-05
seq-KNN (decontaminated corpus),frac_polar,-0.001449177338916577
seq-KNN (decontaminated corpus),frac_charged,-0.0035893706789993846
seq-KNN (decontaminated corpus),frac_glycine,-0.0056283962513574235
seq-KNN (decontaminated corpus),frac_proline,-0.003625415332505366
seq-KNN (decontaminated corpus),mean_hydropathy,0.0010403691936395453
seq-KNN (decontaminated corpus),frac_low_complexity,-0.001435026824821431
seq-KNN (decontaminated corpus),train_n_hits_significant,0.171680931055136
seq-KNN (decontaminated corpus),train_log_n_hits,0.0
seq-KNN (decontaminated corpus),train_best_evalue_log,0.010466624024125525
seq-KNN (decontaminated corpus),train_afdb_n_hits,0.05690406258679441
seq-KNN (decontaminated corpus),train_esm_n_hits,0.002399565005888371
seq-KNN (decontaminated corpus),residual_identity_cov40,-0.0033515973511861613
seq-KNN (decontaminated corpus),residual_identity_cov30,-0.002404124243476846
seq-KNN (decontaminated corpus),residual_identity_anycov,0.009207722616944514
seq-KNN (decontaminated corpus),n_surviving_alignments,-6.788177365853187e-05
seq-KNN (decontaminated corpus),knn_n_hits,0.2157568137680793
seq-KNN (decontaminated corpus),knn_best_bits,-0.003547217720854148
seq-KNN (decontaminated corpus),knn_best_identity,-0.001434381406696661
seq-KNN (decontaminated corpus),knn_best_qcov,0.00877475102737151
seq-KNN (decontaminated corpus),frac_helix,0.002853807849703238
seq-KNN (decontaminated corpus),frac_sheet,0.0043815509094097095
seq-KNN (decontaminated corpus),frac_coil,-0.005130989152521725
seq-KNN (decontaminated corpus),n_sse,0.0005673262986499533
seq-KNN (decontaminated corpus),radius_of_gyration,-0.001048530821015009
seq-KNN (decontaminated corpus),rg_over_length,0.00027117502841110254
seq-KNN (decontaminated corpus),msa_depth,-0.0033160749904081106
seq-KNN (decontaminated corpus),msa_log_depth,0.0
seq-KNN (decontaminated corpus),msa_n_near_identical,0.0008402498048699858
seq-KNN (decontaminated corpus),msa_mean_coverage,0.03307854716863014
seq-KNN (decontaminated corpus),n_pfam,0.0001880600453538689
seq-KNN (decontaminated corpus),n_interpro,-0.0017369682778724748
seq-KNN (decontaminated corpus),n_go,0.0006624883584706948
seq-KNN (decontaminated corpus),has_ec,-4.5142074665058264e-05
seq-KNN (decontaminated corpus),n_uniprot_domains,-0.0002950432003106712
seq-KNN (decontaminated corpus),n_transmembrane,0.0004121870703554575
seq-KNN (decontaminated corpus),has_signal_peptide,-0.0003411301872717848
seq-KNN (decontaminated corpus),is_membrane,0.0005593865950318522
seq-KNN (decontaminated corpus),is_secreted,0.0
seq-KNN (decontaminated corpus),is_cytoplasmic,0.0005466762493414101
seq-KNN (decontaminated corpus),is_nuclear,0.0
seq-KNN (decontaminated corpus),kingdom_bacteria,-0.0005977530544017063
seq-KNN (decontaminated corpus),kingdom_eukaryote,0.00020319093831873414
seq-KNN (decontaminated corpus),kingdom_archaea,0.0
seq-KNN (decontaminated corpus),kingdom_virus,0.0
