group,layer,head,bucket,bucket_index,mass_total,mass_coref,mass_expected,keys_all,keys_coref
struct_pos,17,17,33-64,7,0.09082226653586231,0.0008723027427499139,0.000374993812730947,235138,991
struct_pos,17,17,65-128,8,0.10148998642853539,0.0008327916141510994,0.00039692174510295975,432718,1760
struct_pos,17,17,129-256,9,0.08407487617219318,0.0005370832468364752,0.0003242635412880726,718284,2817
struct_pos,17,17,257-512,10,0.06440251042260967,0.0003032647762870487,0.00023074758152591803,935370,3174
struct_pos,17,17,513-1024,11,0.0298821112992563,9.647128664791369e-05,8.294809130983416e-05,661509,1731
struct_pos,17,17,1025-2048,12,0.0056215509064918455,1.0866424793490931e-05,1.2598331444031304e-05,112003,242
struct_pos,17,18,0,0,0.12528424206409908,0.0,0.0,15504,0
struct_pos,17,18,1,1,0.002699643331200223,2.0771283537180186e-05,1.266830895163025e-05,7752,40
struct_pos,17,18,2,2,0.01792778165470828,0.0005464309939905094,0.00013424746701796655,7752,50
struct_pos,17,18,3-4,3,0.004136696461707323,2.372881514861242e-05,1.6794883786434724e-05,15504,60
struct_pos,17,18,5-8,4,0.03488681929030286,0.0006919403294230147,0.00021892522282885234,31008,178
struct_pos,17,18,9-16,5,0.04846390537433211,0.0007146537934417449,0.0002463385290665508,62016,289
struct_pos,17,18,17-32,6,0.0915315869668935,0.001305883492740069,0.00045177307753648666,122218,563
struct_pos,17,18,33-64,7,0.08919725280305058,0.0013088392991461128,0.0003796556949744555,235138,991
struct_pos,17,18,65-128,8,0.10234824044416563,0.0010441045264326136,0.0004069420060427505,432718,1760
struct_pos,17,18,129-256,9,0.07017782703810924,0.0006871374921779023,0.0002754888133972759,718284,2817
struct_pos,17,18,257-512,10,0.045892589955261,0.000343280143255389,0.00016571316010371612,935370,3174
struct_pos,17,18,513-1024,11,0.01957159430572861,9.416511639259694e-05,5.19119278135929e-05,661509,1731
struct_pos,17,18,1025-2048,12,0.002636094237375001,7.320370720228482e-06,5.6488021018155664e-06,112003,242
struct_pos,17,19,0,0,0.5175803359694033,0.0,0.0,15504,0
struct_pos,17,19,1,1,0.03626044578965604,1.0865872151096294e-06,0.00018825174659217592,7752,40
struct_pos,17,19,2,2,0.004135061528291495,2.0426493311075973e-05,2.8131574202402283e-05,7752,50
struct_pos,17,19,3-4,3,0.028232924632489744,8.803636789075853e-05,0.00010569198050435666,15504,60
struct_pos,17,19,5-8,4,0.03078944039972205,0.0001437920458053534,0.00018250552768065114,31008,178
struct_pos,17,19,9-16,5,0.03251179380744111,9.529678423968754e-05,0.00014981330345556298,62016,289
struct_pos,17,19,17-32,6,0.028676332242717685,0.00017325604532463754,0.00013026984230101084,122218,563
struct_pos,17,19,33-64,7,0.03428206413645985,0.00014514901595511181,0.00013932060928936661,235138,991
struct_pos,17,19,65-128,8,0.044580424929151104,0.00018100979064194288,0.00017333499006642146,432718,1760
struct_pos,17,19,129-256,9,0.043934090727348156,0.00015663968060853804,0.00015926553932335742,718284,2817
struct_pos,17,19,257-512,10,0.01663279562484054,5.1318134258811675e-05,5.248163348287812e-05,935370,3174
struct_pos,17,19,513-1024,11,0.00491805958128616,8.382512204482636e-06,1.2677598819364143e-05,661509,1731
struct_pos,17,19,1025-2048,12,0.000941110917120034,1.7276621410956942e-06,2.0690734720736086e-06,112003,242
struct_pos,17,20,0,0,0.027703360138293758,0.0,0.0,15504,0
struct_pos,17,20,1,1,0.0011207089551327552,4.72446450419624e-06,4.225393196297941e-06,7752,40
struct_pos,17,20,2,2,0.011931765543910126,0.00016843395305737868,8.07210362000247e-05,7752,50
struct_pos,17,20,3-4,3,0.008055718198526263,6.75459364976953e-05,3.5696118819588356e-05,15504,60
struct_pos,17,20,5-8,4,0.027804126557427908,0.0003383229736534742,0.0001656008544333145,31008,178
struct_pos,17,20,9-16,5,0.0347643398648076,0.00046388456603690937,0.00016391911552075935,62016,289
struct_pos,17,20,17-32,6,0.057452475384908074,0.0006567287158847655,0.00025189575479124245,122218,563
struct_pos,17,20,33-64,7,0.06357851535297154,0.0005950137811364035,0.000255328050879559,235138,991
struct_pos,17,20,65-128,8,0.06960430532171015,0.0005803314180346927,0.00024971844080569675,432718,1760
struct_pos,17,20,129-256,9,0.05446631713002397,0.0004734277448417971,0.00019336503972555564,718284,2817
struct_pos,17,20,257-512,10,0.0414602931923357,0.0002937585615694246,0.00014112100841411762,935370,3174
struct_pos,17,20,513-1024,11,0.016961086878285844,8.153061578029832e-05,4.705135944449684e-05,661509,1731
struct_pos,17,20,1025-2048,12,0.0018886479600049148,9.401763442873002e-06,4.195731413404356e-06,112003,242
struct_pos,17,21,0,0,0.0412461356297366,0.0,0.0,15504,0
struct_pos,17,21,1,1,0.001174761210779695,1.9921341639923238e-05,6.45589618339152e-06,7752,40
struct_pos,17,21,2,2,0.018935182176999386,0.0005508248854747621,0.00015155160258236577,7752,50
struct_pos,17,21,3-4,3,0.007622366050264046,6.105106706482092e-05,3.301607517111934e-05,15504,60
struct_pos,17,21,5-8,4,0.04823973439672291,0.0011731190885675704,0.0003025220121272812,31008,178
struct_pos,17,21,9-16,5,0.05202405888229701,0.00120723311274175,0.0002626479005594772,62016,289
struct_pos,17,21,17-32,6,0.08081461721406509,0.0014753391230007936,0.0003904789276796841,122218,563
struct_pos,17,21,33-64,7,0.07749916826854426,0.001205352479563132,0.0003281695887676968,235138,991
struct_pos,17,21,65-128,8,0.07758256894516133,0.0012688649101307763,0.00030036086682394054,432718,1760
struct_pos,17,21,129-256,9,0.05229685893830131,0.0005419390286646699,0.00020692435455563305,718284,2817
struct_pos,17,21,257-512,10,0.033654277707893164,0.0003576363231198645,0.0001194355041895014,935370,3174
struct_pos,17,21,513-1024,11,0.015666856977346634,6.156860393259609e-05,4.255650698356867e-05,661509,1731
struct_pos,17,21,1025-2048,12,0.002719244920678429,6.950037482783767e-06,6.215051713514208e-06,112003,242
struct_pos,17,22,0,0,0.03321004107640624,0.0,0.0,15504,0
struct_pos,17,22,1,1,0.001290421482171744,1.6875822631444233e-05,6.082808777599114e-06,7752,40
struct_pos,17,22,2,2,0.01324669366281468,0.00030303534054965304,9.064903783165238e-05,7752,50
struct_pos,17,22,3-4,3,0.008259539918203227,9.246643967119163e-05,3.726136404064195e-05,15504,60
struct_pos,17,22,5-8,4,0.03934213691328578,0.0005758171276380649,0.0002435025538926957,31008,178
struct_pos,17,22,9-16,5,0.04576593754338283,0.0006867585111682383,0.00022319218234281336,62016,289
struct_pos,17,22,17-32,6,0.07097154320578088,0.0009654858279338931,0.0003322536038356681,122218,563
struct_pos,17,22,33-64,7,0.07087353982177436,0.0007475142024065319,0.0002964053925909954,235138,991
struct_pos,17,22,65-128,8,0.07928558731964867,0.0008980012811159078,0.000311523256781275,432718,1760
struct_pos,17,22,129-256,9,0.0628444946248957,0.0005235840163748208,0.00025900064134881066,718284,2817
struct_pos,17,22,257-512,10,0.05067272901042942,0.0003444562431605546,0.00018297958617038062,935370,3174
struct_pos,17,22,513-1024,11,0.02532906174636662,0.00010564460868921258,7.049756224875877e-05,661509,1731
struct_pos,17,22,1025-2048,12,0.002974896858012836,6.958167212827841e-06,6.604359073733345e-06,112003,242
struct_pos,17,23,0,0,0.036882171997467926,0.0,0.0,15504,0
struct_pos,17,23,1,1,0.0016346309270125394,3.377607770329505e-05,8.614695510854866e-06,7752,40
struct_pos,17,23,2,2,0.015861407337543026,0.0003466239714201144,0.0001158749773320916,7752,50
struct_pos,17,23,3-4,3,0.006963882353099138,8.160897152896267e-05,3.0067952357638757e-05,15504,60
struct_pos,17,23,5-8,4,0.04110941226268331,0.0006910525094160293,0.00025717610084256,31008,178
struct_pos,17,23,9-16,5,0.04493633100245882,0.0008561134866272533,0.0002250792702987085,62016,289
struct_pos,17,23,17-32,6,0.07205455142032005,0.0011644905434980972,0.0003498678505722612,122218,563
struct_pos,17,23,33-64,7,0.07012251748389135,0.000805929871670079,0.00029227595437630334,235138,991
struct_pos,17,23,65-128,8,0.07920598934555448,0.0008579634204007094,0.0003098218401126506,432718,1760
struct_pos,17,23,129-256,9,0.06186633005784392,0.0005684655022272077,0.0002491148671580361,718284,2817
struct_pos,17,23,257-512,10,0.04834813203266654,0.0003243107209318501,0.00017089768750248294,935370,3174
struct_pos,17,23,513-1024,11,0.024388306634837015,7.476528172532118e-05,6.705305376464439e-05,661509,1731
struct_pos,17,23,1025-2048,12,0.0033955856104322755,1.0825584640666858e-05,7.699511612293233e-06,112003,242
struct_pos,17,24,0,0,0.03951009065374132,0.0,0.0,15504,0
struct_pos,17,24,1,1,0.0011637042270794557,8.781887235271796e-06,9.241382680985049e-06,7752,40
struct_pos,17,24,2,2,0.01142246730556429,0.0003061199746257073,8.454923055521445e-05,7752,50
struct_pos,17,24,3-4,3,0.005433610137801913,5.587379345276284e-05,2.2562446863879418e-05,15504,60
struct_pos,17,24,5-8,4,0.03191313728828548,0.000690129147009358,0.00020740526195583105,31008,178
struct_pos,17,24,9-16,5,0.038447404055403485,0.0007943629520975045,0.00020216894196174815,62016,289
struct_pos,17,24,17-32,6,0.05979013196947159,0.0010720224242745846,0.0002907502368347675,122218,563
struct_pos,17,24,33-64,7,0.0679589448452488,0.001282954724049974,0.00028523898460099757,235138,991
struct_pos,17,24,65-128,8,0.07523860220323529,0.0010396491474749749,0.0002874864789578224,432718,1760
struct_pos,17,24,129-256,9,0.059193777326029276,0.0005395861685668167,0.00022165728638721044,718284,2817
struct_pos,17,24,257-512,10,0.042065863934863584,0.0003215322165026246,0.00014540228363786804,935370,3174
struct_pos,17,24,513-1024,11,0.02134868872454784,0.00012513265154017876,6.013932492566581e-05,661509,1731
struct_pos,17,24,1025-2048,12,0.0032203304778373157,1.6485425711862198e-05,7.148890571408715e-06,112003,242
struct_pos,17,25,0,0,0.034675718522539326,0.0,0.0,15504,0
struct_pos,17,25,1,1,0.0015514337037708245,2.6152052573467555e-05,8.392202401255597e-06,7752,40
struct_pos,17,25,2,2,0.01194619135191074,0.00024360166002407102,7.967054780007768e-05,7752,50
struct_pos,17,25,3-4,3,0.007923257270956678,0.00012088097254452521,3.6436443154572264e-05,15504,60
struct_pos,17,25,5-8,4,0.036937602010427735,0.0004979740088575849,0.0002429823370512391,31008,178
struct_pos,17,25,9-16,5,0.04505985338621464,0.0006046077881442811,0.00022889667630192708,62016,289
struct_pos,17,25,17-32,6,0.06718572214537975,0.0008251524532273397,0.00032884790357650285,122218,563
struct_pos,17,25,33-64,7,0.07165724235914563,0.000917263919155049,0.00030245699538913634,235138,991
struct_pos,17,25,65-128,8,0.07355564838838528,0.0007454689171153694,0.0002992178379004846,432718,1760
struct_pos,17,25,129-256,9,0.05926188352922414,0.00045430157199056033,0.00024507431694175313,718284,2817
struct_pos,17,25,257-512,10,0.03903629272499567,0.0002138334409582695,0.00014204486023210218,935370,3174
struct_pos,17,25,513-1024,11,0.015693570615029802,5.485451639936497e-05,4.133305274658411e-05,661509,1731
struct_pos,17,25,1025-2048,12,0.003188072677828579,8.259563883660809e-06,6.750321802279695e-06,112003,242
struct_pos,17,26,0,0,0.020808881927200883,0.0,0.0,15504,0
struct_pos,17,26,1,1,0.0006028621473615861,4.517123604965107e-07,2.6306687535454487e-06,7752,40
struct_pos,17,26,2,2,0.007888575118146567,0.00011911117690408716,5.624663135745479e-05,7752,50
struct_pos,17,26,3-4,3,0.004217720418491846,3.303371252131892e-05,1.5045951342092529e-05,15504,60
struct_pos,17,26,5-8,4,0.020025810405565857,0.00022483672498645703,0.00012063547149789879,31008,178
struct_pos,17,26,9-16,5,0.022845839629847445,0.00032559687896920953,0.00011032422841859469,62016,289
struct_pos,17,26,17-32,6,0.03895151209166914,0.0005440316417098807,0.00017798450467433637,122218,563
struct_pos,17,26,33-64,7,0.041972547277454496,0.0004783791991602341,0.00016124882751430067,235138,991
struct_pos,17,26,65-128,8,0.04553056100020099,0.00047669806724300815,0.00015919174293623224,432718,1760
struct_pos,17,26,129-256,9,0.03696962356013779,0.0002949161713816018,0.0001248781189684849,718284,2817
struct_pos,17,26,257-512,10,0.027431429932288004,0.00016685765301731824,9.07607295580632e-05,935370,3174
struct_pos,17,26,513-1024,11,0.011940190322520318,6.712857708676119e-05,3.383293713125704e-05,661509,1731
struct_pos,17,26,1025-2048,12,0.0018608209391588765,6.289991186244531e-06,4.351143480760079e-06,112003,242
struct_pos,17,27,0,0,0.03616023734135032,0.0,0.0,15504,0
struct_pos,17,27,1,1,0.0010529731691529508,1.138067055566638e-05,5.4260533212088826e-06,7752,40
struct_pos,17,27,2,2,0.01404834464115501,0.00031021997617063633,0.00010646442587019015,7752,50
struct_pos,17,27,3-4,3,0.0048577295322167246,4.99764878314346e-05,1.997976204858647e-05,15504,60
struct_pos,17,27,5-8,4,0.0389994692261128,0.0008217696333183908,0.00024468429886257635,31008,178
struct_pos,17,27,9-16,5,0.043588446758848966,0.0008459471815368554,0.0002259445432137711,62016,289
struct_pos,17,27,17-32,6,0.06683138421937532,0.0012741634022479086,0.0003317218720852758,122218,563
struct_pos,17,27,33-64,7,0.06960694733295894,0.0012983147543158202,0.00029470619995832176,235138,991
struct_pos,17,27,65-128,8,0.07799983891909336,0.0011824479238183015,0.0003032349267303089,432718,1760
struct_pos,17,27,129-256,9,0.05468617161299545,0.0006312319866628593,0.0002157697960125997,718284,2817
struct_pos,17,27,257-512,10,0.038003163915838745,0.0003020290325715815,0.00013541212681735193,935370,3174
struct_pos,17,27,513-1024,11,0.017815113175272082,0.000123042997294293,4.743586608941956e-05,661509,1731
struct_pos,17,27,1025-2048,12,0.0037120368343204167,1.554210665246512e-05,8.016480915199107e-06,112003,242
struct_pos,17,28,0,0,0.3101935098168774,0.0,0.0,15504,0
struct_pos,17,28,1,1,0.0038777789518129467,8.180334787312185e-06,2.6364482840665806e-05,7752,40
struct_pos,17,28,2,2,0.019798097780245376,0.0004523272853886749,0.00015046370942532945,7752,50
struct_pos,17,28,3-4,3,0.008356630925177544,6.46412680146618e-05,3.8484071288206654e-05,15504,60
struct_pos,17,28,5-8,4,0.03084680994720774,0.0008127435934186843,0.00019900784254291308,31008,178
struct_pos,17,28,9-16,5,0.03750685321780304,0.0008998538518345639,0.0001914905454282445,62016,289
struct_pos,17,28,17-32,6,0.08264342439433,0.0014435122879481537,0.00039338483331196884,122218,563
struct_pos,17,28,33-64,7,0.09457250639135008,0.00149346951114627,0.0003978863394067461,235138,991
struct_pos,17,28,65-128,8,0.1080489179851839,0.0013335782552082226,0.00041863128859637096,432718,1760
struct_pos,17,28,129-256,9,0.08193882234813597,0.0006434252736484487,0.00029963881802815527,718284,2817
struct_pos,17,28,257-512,10,0.05122112617054252,0.0003682872490963146,0.00018114746670281717,935370,3174
struct_pos,17,28,513-1024,11,0.018138524781628074,0.00010622351084834866,5.0235673822153344e-05,661509,1731
struct_pos,17,28,1025-2048,12,0.0016093970160120166,3.5472662523062082e-06,3.5915156681666714e-06,112003,242
struct_pos,17,29,0,0,0.5484581480823434,0.0,0.0,15504,0
struct_pos,17,29,1,1,0.0793263461936738,2.7122631499887863e-07,0.00047015747611553894,7752,40
struct_pos,17,29,2,2,0.0022637106947239463,8.023129651174949e-06,1.3672089320820016e-05,7752,50
struct_pos,17,29,3-4,3,0.04429813041529542,6.652987870638585e-05,0.0001792067534596539,15504,60
struct_pos,17,29,5-8,4,0.02629742472287425,0.00012204761475601433,0.00015095748399399556,31008,178
struct_pos,17,29,9-16,5,0.03238351358594786,7.259569172165957e-05,0.0001499961189113453,62016,289
struct_pos,17,29,17-32,6,0.051342567730737296,0.00022566702670510954,0.00022720258832110404,122218,563
struct_pos,17,29,33-64,7,0.03059250920611146,0.00012428950642353795,0.00012067300775418257,235138,991
struct_pos,17,29,65-128,8,0.04167896426130006,0.000151845985750588,0.0001606334075677145,432718,1760
struct_pos,17,29,129-256,9,0.0416555152855183,0.00014844561542093107,0.00014948397508139083,718284,2817
struct_pos,17,29,257-512,10,0.01886152817028641,4.9565973046732636e-05,5.908210955333432e-05,935370,3174
struct_pos,17,29,513-1024,11,0.002880373822442968,5.564547426324872e-06,7.404841360539216e-06,661509,1731
struct_pos,17,29,1025-2048,12,8.58982604225738e-05,2.2811438895279486e-07,1.902577772833151e-07,112003,242
struct_pos,17,30,0,0,0.07768303377340452,0.0,0.0,15504,0
struct_pos,17,30,1,1,0.003934518425457249,6.039383733727738e-06,2.5861091418108945e-05,7752,40
struct_pos,17,30,2,2,0.017141767299827283,0.00012177050544258488,0.00012208892483425748,7752,50
struct_pos,17,30,3-4,3,0.011732126229564719,8.779948709918987e-05,5.834374024631407e-05,15504,60
struct_pos,17,30,5-8,4,0.030907192097359766,0.00028821490743457964,0.00019352444104564934,31008,178
struct_pos,17,30,9-16,5,0.037808249178808664,0.00030259737289357847,0.0001947244592978434,62016,289
struct_pos,17,30,17-32,6,0.07616698372843834,0.000582136156112417,0.00036803777115668087,122218,563
struct_pos,17,30,33-64,7,0.08664158248064811,0.0005710692105524557,0.0003654866813390954,235138,991
struct_pos,17,30,65-128,8,0.10950898785832251,0.0004816790321847603,0.00043277238081064576,432718,1760
struct_pos,17,30,129-256,9,0.107659472892651,0.00043849239146992393,0.0004197044639612264,718284,2817
struct_pos,17,30,257-512,10,0.08043507825663954,0.00033626387374412165,0.00027888703437523206,935370,3174
struct_pos,17,30,513-1024,11,0.03281521457329131,0.00010108832612064724,9.05472512495195e-05,661509,1731
struct_pos,17,30,1025-2048,12,0.0038554915933417095,6.2827953167252006e-06,8.460076938666047e-06,112003,242
struct_pos,17,31,0,0,0.05069732340004668,0.0,0.0,15504,0
struct_pos,17,31,1,1,0.0010006789567854383,1.8438318565533994e-05,5.417515083623984e-06,7752,40
struct_pos,17,31,2,2,0.016852316657087012,0.0003981157230026828,0.00013507397706742717,7752,50
struct_pos,17,31,3-4,3,0.005911745569285224,8.096359093491876e-05,2.4613726445437567e-05,15504,60
struct_pos,17,31,5-8,4,0.0335666676300844,0.0008119455739563587,0.00022047334618904184,31008,178
struct_pos,17,31,9-16,5,0.04713368206693415,0.0012165542665034748,0.00025891232394362185,62016,289
struct_pos,17,31,17-32,6,0.10236941058077187,0.002080681938505025,0.0005189329715087483,122218,563
struct_pos,17,31,33-64,7,0.10723277880311381,0.001921855659061664,0.00046925263409708037,235138,991
struct_pos,17,31,65-128,8,0.138329544918702,0.0020395773044865196,0.0005704524179934451,432718,1760
struct_pos,17,31,129-256,9,0.1337720258132592,0.0013117784801466915,0.0005510659054787082,718284,2817
struct_pos,17,31,257-512,10,0.10581327164382265,0.0008666512774547679,0.00038448962783251364,935370,3174
struct_pos,17,31,513-1024,11,0.04480261903859759,0.00022383729165075856,0.00012482711279690568,661509,1731
struct_pos,17,31,1025-2048,12,0.003810290285646608,6.953288221460747e-06,8.52690723833841e-06,112003,242
struct_pos,18,0,0,0,0.03589082348580454,0.0,0.0,15504,0
struct_pos,18,0,1,1,0.0012580248275175844,2.4618484285036322e-05,1.2378585486612169e-05,7752,40
struct_pos,18,0,2,2,0.013419613134504226,0.00018552500377491457,9.82324686322316e-05,7752,50
struct_pos,18,0,3-4,3,0.0020623570053393196,2.1723868614949297e-05,8.56596885341384e-06,15504,60
struct_pos,18,0,5-8,4,0.0257230901281408,0.0003384098656134287,0.00015273800789141167,31008,178
struct_pos,18,0,9-16,5,0.02443164913031831,0.00033447411885293793,0.00012946019900874004,62016,289
struct_pos,18,0,17-32,6,0.04831258815754555,0.0004526998676403865,0.00024363911532863984,122218,563
struct_pos,18,0,33-64,7,0.04799042142335599,0.000596748188981869,0.00020544911866875667,235138,991
struct_pos,18,0,65-128,8,0.047939555456148704,0.0004748852884587212,0.00019430787578332757,432718,1760
struct_pos,18,0,129-256,9,0.03770421890943658,0.0002967143226828199,0.00014990214254087352,718284,2817
struct_pos,18,0,257-512,10,0.027389988893310475,0.00017486953363255036,9.71960682721489e-05,935370,3174
struct_pos,18,0,513-1024,11,0.011650365084348203,5.802371372722024e-05,3.171729184424392e-05,661509,1731
struct_pos,18,0,1025-2048,12,0.0022182746476064157,4.54844058049416e-06,4.687844914507024e-06,112003,242
struct_pos,18,1,0,0,0.029434283697445204,0.0,0.0,15504,0
struct_pos,18,1,1,1,0.001105881768847759,1.011599405857055e-05,5.740827356810683e-06,7752,40
struct_pos,18,1,2,2,0.01101362659097087,8.348419461635992e-05,6.795391431903782e-05,7752,50
struct_pos,18,1,3-4,3,0.0017654491469294787,2.008242087808853e-05,6.468325312580569e-06,15504,60
struct_pos,18,1,5-8,4,0.02089271573705447,0.00029619483757414855,0.0001279881047581178,31008,178
struct_pos,18,1,9-16,5,0.022871621883444496,0.0003054908055560308,0.00011229576012761205,62016,289
struct_pos,18,1,17-32,6,0.04521760882730946,0.00031109040872635027,0.00020826975081577362,122218,563
struct_pos,18,1,33-64,7,0.04681547928766815,0.00041306637908967346,0.00019321378358825434,235138,991
struct_pos,18,1,65-128,8,0.04893022511150569,0.0003225847591441298,0.00019695965016028812,432718,1760
struct_pos,18,1,129-256,9,0.042892646392417154,0.00024773473193017445,0.00017168733174948879,718284,2817
struct_pos,18,1,257-512,10,0.028687400314707012,0.00015638198267901076,0.0001061992887020661,935370,3174
struct_pos,18,1,513-1024,11,0.012551331403400937,6.578749717039972e-05,3.601610397486881e-05,661509,1731
struct_pos,18,1,1025-2048,12,0.0017415479712680336,2.1016223795868895e-06,3.983486626598936e-06,112003,242
struct_pos,18,2,0,0,0.05161820205987668,0.0,0.0,15504,0
struct_pos,18,2,1,1,0.00148057924646988,1.1918818747160535e-05,7.900601585585816e-06,7752,40
struct_pos,18,2,2,2,0.015298613161617512,0.00015383812053930648,0.00010215985283965973,7752,50
struct_pos,18,2,3-4,3,0.004338020537629093,3.730915606351544e-05,1.693749349078051e-05,15504,60
struct_pos,18,2,5-8,4,0.03048077290272196,0.0004179726320057454,0.00018051595937309403,31008,178
struct_pos,18,2,9-16,5,0.03183909389502739,0.000387933412787838,0.00015673674738383593,62016,289
struct_pos,18,2,17-32,6,0.05974298543359227,0.0007111603628182774,0.00027747561932416575,122218,563
struct_pos,18,2,33-64,7,0.06394626355515667,0.0007407737874701788,0.000262760568260313,235138,991
struct_pos,18,2,65-128,8,0.06871044051413443,0.0006003765854503963,0.0002688685338359512,432718,1760
struct_pos,18,2,129-256,9,0.05730294331646802,0.0004921937370970769,0.0002124314893112317,718284,2817
struct_pos,18,2,257-512,10,0.04006492826314902,0.00026115332898309974,0.0001419700062566624,935370,3174
struct_pos,18,2,513-1024,11,0.017556882952604255,7.996145660832324e-05,4.9298900899846336e-05,661509,1731
struct_pos,18,2,1025-2048,12,0.0023404825651793288,8.667802262255467e-06,5.320730403422064e-06,112003,242
struct_pos,18,3,0,0,0.022459687724694134,0.0,0.0,15504,0
struct_pos,18,3,1,1,0.0009377696323117204,8.170798770091963e-07,3.3557389420498753e-06,7752,40
struct_pos,18,3,2,2,0.01208214765516474,0.0001726847075483828,9.136443399824876e-05,7752,50
struct_pos,18,3,3-4,3,0.0014053739715940382,1.6218470260088827e-05,6.782751680876094e-06,15504,60
struct_pos,18,3,5-8,4,0.0212498055646048,0.00028386824723223555,0.0001176327821635807,31008,178
struct_pos,18,3,9-16,5,0.020560368288104626,0.0002471583599139658,9.455431586802086e-05,62016,289
struct_pos,18,3,17-32,6,0.04184596240520477,0.0003705512100573095,0.00019162163711505868,122218,563
struct_pos,18,3,33-64,7,0.04047373767607721,0.0004962909410700924,0.00016901196818320074,235138,991
struct_pos,18,3,65-128,8,0.0398236354438144,0.0004271346922162286,0.0001515450714965881,432718,1760
struct_pos,18,3,129-256,9,0.030785416987204637,0.0003153245789296848,0.00011949765821973844,718284,2817
struct_pos,18,3,257-512,10,0.020499452530484265,0.0001349597636207081,7.394379993820391e-05,935370,3174
struct_pos,18,3,513-1024,11,0.007848160452991762,3.922807165182227e-05,1.9986468872531144e-05,661509,1731
struct_pos,18,3,1025-2048,12,0.0010176546308447456,1.980801272074816e-06,2.1046050694608878e-06,112003,242
struct_pos,18,4,0,0,0.03858939619010201,0.0,0.0,15504,0
struct_pos,18,4,1,1,0.002987717596431512,1.0962252023603893e-05,1.5622803235111142e-05,7752,40
struct_pos,18,4,2,2,0.01591707426205016,0.00015224401057689182,0.00011116994033939467,7752,50
struct_pos,18,4,3-4,3,0.0066857109436432765,4.433111079331291e-05,2.7208784909046322e-05,15504,60
struct_pos,18,4,5-8,4,0.039315616690829565,0.0004153455784438626,0.00023493227708111462,31008,178
struct_pos,18,4,9-16,5,0.034438916711738356,0.0003838155659394275,0.00017694086935963275,62016,289
struct_pos,18,4,17-32,6,0.07720378191970573,0.0007719734964279076,0.0003809475129346442,122218,563
struct_pos,18,4,33-64,7,0.07987925437950867,0.0006195444294604231,0.00034342660977958834,235138,991
struct_pos,18,4,65-128,8,0.07804031896148304,0.0005616339628072407,0.00031723854643111185,432718,1760
struct_pos,18,4,129-256,9,0.06521955326245665,0.0005116539803536376,0.00027125154627403195,718284,2817
struct_pos,18,4,257-512,10,0.0409745043979802,0.00022511276242518326,0.00015549036668966937,935370,3174
struct_pos,18,4,513-1024,11,0.013163783721110645,5.105732029719111e-05,3.846638838440567e-05,661509,1731
struct_pos,18,4,1025-2048,12,0.0015965843231054897,6.737174754947908e-06,3.486689753392082e-06,112003,242
struct_pos,18,5,0,0,0.492487813912186,0.0,0.0,15504,0
struct_pos,18,5,1,1,0.02009661990853163,4.505902005915056e-06,0.00011876865927466784,7752,40
struct_pos,18,5,2,2,0.003955547785303787,2.336329842991627e-05,2.596016555922447e-05,7752,50
struct_pos,18,5,3-4,3,0.02442392623830506,6.811651406027338e-05,0.00010969341631327955,15504,60
struct_pos,18,5,5-8,4,0.029695568623557548,0.00014603227161647612,0.00018780676430720015,31008,178
struct_pos,18,5,9-16,5,0.039988036679778675,0.0001396307773634376,0.0002031898346562705,62016,289
struct_pos,18,5,17-32,6,0.04428978884060193,0.0002031757720237669,0.00021180249264435603,122218,563
struct_pos,18,5,33-64,7,0.04439214459390709,0.0002132206655446713,0.00018686303293364467,235138,991
struct_pos,18,5,65-128,8,0.056176683866448696,0.00028203519193841946,0.00022242448638324822,432718,1760
struct_pos,18,5,129-256,9,0.03802236622935632,0.00018405508751220717,0.00013842299623448276,718284,2817
struct_pos,18,5,257-512,10,0.02180011513819812,9.48984381599569e-05,6.972787966111038e-05,935370,3174
struct_pos,18,5,513-1024,11,0.004598778101612725,1.3436422278067544e-05,1.1673974148128476e-05,661509,1731
struct_pos,18,5,1025-2048,12,0.0005583306808136135,1.4994664382481692e-06,1.2081330217976951e-06,112003,242
struct_pos,18,6,0,0,0.08869254896638318,0.0,0.0,15504,0
struct_pos,18,6,1,1,0.0021849276634438733,1.9500149083318972e-07,1.1188171525826383e-05,7752,40
struct_pos,18,6,2,2,0.01635642960221652,0.0001873326209355511,0.00010825808833084377,7752,50
struct_pos,18,6,3-4,3,0.004574715445285242,2.0474938423948515e-05,1.744827138722185e-05,15504,60
struct_pos,18,6,5-8,4,0.030571272437171424,0.0003911093257269577,0.00017668309922445763,31008,178
struct_pos,18,6,9-16,5,0.03588072846425453,0.0003836186683445523,0.000167230504166185,62016,289
struct_pos,18,6,17-32,6,0.05752215752045559,0.0005989501039402404,0.0002612758036689149,122218,563
struct_pos,18,6,33-64,7,0.05502659085488295,0.0005765036719210131,0.00021664611986745242,235138,991
struct_pos,18,6,65-128,8,0.05834364684988717,0.0004763009489905108,0.00021620732847605137,432718,1760
struct_pos,18,6,129-256,9,0.05237397697626376,0.00041038370729684523,0.00018770030954894914,718284,2817
struct_pos,18,6,257-512,10,0.03409907572409686,0.00019221705474897497,0.00011423216325526753,935370,3174
struct_pos,18,6,513-1024,11,0.016121931788314545,6.707917413048607e-05,4.40546352112728e-05,661509,1731
