group,layer,head,bucket,bucket_index,mass_total,mass_coref,mass_expected,keys_all,keys_coref
struct_pos,2,17,513-1024,11,0.020382887187872324,4.32403219942584e-06,5.5509984041635266e-05,661509,1731
struct_pos,2,17,1025-2048,12,0.002240704618330941,4.921149309223347e-07,4.791901546441292e-06,112003,242
struct_pos,2,18,0,0,0.0005404009311714655,0.0,0.0,15504,0
struct_pos,2,18,1,1,0.0010295845910578089,7.44043255077773e-08,6.503771139581899e-06,7752,40
struct_pos,2,18,2,2,0.0003631226406062658,2.552393278848549e-07,3.5231278479818964e-06,7752,50
struct_pos,2,18,3-4,3,0.0018555995565142302,6.308753136491357e-07,9.293827350597875e-06,15504,60
struct_pos,2,18,5-8,4,0.0025361248852360237,2.027057966116962e-06,1.9433580784029527e-05,31008,178
struct_pos,2,18,9-16,5,0.005057298315936936,2.4390024427008326e-06,3.090450809529458e-05,62016,289
struct_pos,2,18,17-32,6,0.009509929162675998,4.57275625266869e-06,6.131555213634575e-05,122218,563
struct_pos,2,18,33-64,7,0.018190973283582674,7.928446818816392e-06,0.00010040870078002959,235138,991
struct_pos,2,18,65-128,8,0.029734055139701066,1.203930426520652e-05,0.00014766385760256606,432718,1760
struct_pos,2,18,129-256,9,0.040018192810555235,1.447537895717338e-05,0.00018345496239156403,718284,2817
struct_pos,2,18,257-512,10,0.03672214336808621,1.2546550991663362e-05,0.00013706677183178488,935370,3174
struct_pos,2,18,513-1024,11,0.019741728637976356,4.6857706162025165e-06,5.361363004665204e-05,661509,1731
struct_pos,2,18,1025-2048,12,0.001812583708069292,4.293823714912999e-07,3.907710658586796e-06,112003,242
struct_pos,2,19,0,0,0.0011507322861821659,0.0,0.0,15504,0
struct_pos,2,19,1,1,0.0009600108201539584,2.5612304887712245e-07,5.938408786418797e-06,7752,40
struct_pos,2,19,2,2,0.0004246102841100026,2.7426425031202744e-06,3.2396321952885514e-06,7752,50
struct_pos,2,19,3-4,3,0.001746116884598668,5.539460975693114e-06,8.613040990303378e-06,15504,60
struct_pos,2,19,5-8,4,0.0025265077273173967,9.01880379842154e-06,1.809615941035568e-05,31008,178
struct_pos,2,19,9-16,5,0.0058179281428994535,1.9911942153907658e-05,3.314175151346537e-05,62016,289
struct_pos,2,19,17-32,6,0.010436563038481525,3.741826067733414e-05,6.178471130672376e-05,122218,563
struct_pos,2,19,33-64,7,0.018080544576310274,5.4623564739852866e-05,9.564026353103488e-05,235138,991
struct_pos,2,19,65-128,8,0.029942938048773137,9.390598312462415e-05,0.00014894007490363749,432718,1760
struct_pos,2,19,129-256,9,0.04316500727744663,0.0001350152611413392,0.00019071162319616658,718284,2817
struct_pos,2,19,257-512,10,0.04138117090253961,9.988770631340911e-05,0.00015502756583211314,935370,3174
struct_pos,2,19,513-1024,11,0.021338421147618487,3.9866581609399585e-05,5.760299313613943e-05,661509,1731
struct_pos,2,19,1025-2048,12,0.0026425505028143757,3.6696419124640487e-06,5.681340379128582e-06,112003,242
struct_pos,2,20,0,0,0.013283226642876832,0.0,0.0,15504,0
struct_pos,2,20,1,1,0.005386066299135594,0.0001747497464112084,3.0252836759172694e-05,7752,40
struct_pos,2,20,2,2,0.0032094745623799364,0.00011668116684668574,2.329924940521287e-05,7752,50
struct_pos,2,20,3-4,3,0.007893820619066433,0.00016243711221574877,4.2186514801329765e-05,15504,60
struct_pos,2,20,5-8,4,0.014359927183580349,0.00031532733186971786,0.00010251277249379114,31008,178
struct_pos,2,20,9-16,5,0.031844395356035574,0.0008381988980083642,0.00018327019741780904,62016,289
struct_pos,2,20,17-32,6,0.05513155312730063,0.0011896973685337417,0.00033736164948517067,122218,563
struct_pos,2,20,33-64,7,0.09536277152928528,0.0017735400036269543,0.0004999768726517936,235138,991
struct_pos,2,20,65-128,8,0.15305767266004816,0.003001476158421598,0.0007475564458336103,432718,1760
struct_pos,2,20,129-256,9,0.20630024306733696,0.003611508845298775,0.0009229623013954794,718284,2817
struct_pos,2,20,257-512,10,0.19107479830459914,0.002810539906485039,0.0007016966240345299,935370,3174
struct_pos,2,20,513-1024,11,0.09169919939925059,0.0013128542048151156,0.000246884039876161,661509,1731
struct_pos,2,20,1025-2048,12,0.010891892035156335,0.00014258021540686073,2.3446721274241616e-05,112003,242
struct_pos,2,21,0,0,0.1437725304819113,0.0,0.0,15504,0
struct_pos,2,21,1,1,0.005139137050223425,0.0028160575496646027,4.034158077116597e-05,7752,40
struct_pos,2,21,2,2,0.002219145411146868,0.001757979023936363,2.7396881836555797e-05,7752,50
struct_pos,2,21,3-4,3,0.007662301946535199,0.002233429466853816,4.118486698782608e-05,15504,60
struct_pos,2,21,5-8,4,0.012925600827170845,0.006142138450630432,9.843550540705215e-05,31008,178
struct_pos,2,21,9-16,5,0.028061006860221258,0.010258531914898977,0.00016837520349520638,62016,289
struct_pos,2,21,17-32,6,0.04849873349393485,0.01784253391072969,0.00031035813392697124,122218,563
struct_pos,2,21,33-64,7,0.0807628030009314,0.028660536550515946,0.00042026073148444164,235138,991
struct_pos,2,21,65-128,8,0.12422461283342265,0.047877026785268874,0.00059001750333647,432718,1760
struct_pos,2,21,129-256,9,0.16319249485455015,0.06827075538005375,0.0007349731026338144,718284,2817
struct_pos,2,21,257-512,10,0.14603068911392622,0.0623820142972334,0.0005296097889339081,935370,3174
struct_pos,2,21,513-1024,11,0.06497137123126329,0.029091584055047286,0.00017402117398004194,661509,1731
struct_pos,2,21,1025-2048,12,0.007287967864566236,0.003091368266795565,1.5684073029060187e-05,112003,242
struct_pos,2,22,0,0,1.6115573025512786e-05,0.0,0.0,15504,0
struct_pos,2,22,1,1,2.3264939121501205e-06,5.329725552076762e-10,1.5759253580745492e-08,7752,40
struct_pos,2,22,2,2,1.1095252605480688e-05,2.2931864337721765e-09,1.2292622888530693e-07,7752,50
struct_pos,2,22,3-4,3,8.66341396627546e-06,2.189682672540151e-09,4.16865328997532e-08,15504,60
struct_pos,2,22,5-8,4,2.6688434742126802e-05,4.817940789588802e-09,1.7321402168159352e-07,31008,178
struct_pos,2,22,9-16,5,5.367377048365049e-05,8.741740634427472e-09,3.054566089125293e-07,62016,289
struct_pos,2,22,17-32,6,0.0006419395950072136,2.5046205909170994e-08,3.771985729573108e-06,122218,563
struct_pos,2,22,33-64,7,0.000583180351811389,5.039806089072796e-08,3.9370405900777185e-06,235138,991
struct_pos,2,22,65-128,8,0.0011463113123372243,8.975044613200865e-08,7.166796879585606e-06,432718,1760
struct_pos,2,22,129-256,9,0.002791005565416764,1.9230265376788252e-07,1.7155007563861607e-05,718284,2817
struct_pos,2,22,257-512,10,0.004474885973183609,3.2227178145506685e-07,2.177554944962904e-05,935370,3174
struct_pos,2,22,513-1024,11,0.0035297881477388436,2.3784589591139103e-07,1.0867884604875434e-05,661509,1731
struct_pos,2,22,1025-2048,12,0.0006439818744043078,6.50379900578532e-08,1.3976299627847576e-06,112003,242
struct_pos,2,23,0,0,0.037764681443587425,0.0,0.0,15504,0
struct_pos,2,23,1,1,0.002396646296457456,0.0013783773709130853,1.631541594958534e-05,7752,40
struct_pos,2,23,2,2,0.0001446290749727803,9.16803712207897e-05,1.6063414693244259e-06,7752,50
struct_pos,2,23,3-4,3,0.005424411871285015,0.0017383261300215904,3.125309511902186e-05,15504,60
struct_pos,2,23,5-8,4,0.006109628930180434,0.0021221602375939164,4.340418926346566e-05,31008,178
struct_pos,2,23,9-16,5,0.0181139969758082,0.005343890171286615,0.00011368997359331904,62016,289
struct_pos,2,23,17-32,6,0.028813577719394145,0.00937491423143814,0.0001842718628021271,122218,563
struct_pos,2,23,33-64,7,0.054953654238068035,0.02020095985371262,0.00029905567121179383,235138,991
struct_pos,2,23,65-128,8,0.08073252174999446,0.029051451122059542,0.0004048931123749435,432718,1760
struct_pos,2,23,129-256,9,0.13189324661147453,0.0575562973263586,0.0006489706673051199,718284,2817
struct_pos,2,23,257-512,10,0.14389546113463564,0.06284857288356659,0.0005795143291476601,935370,3174
struct_pos,2,23,513-1024,11,0.08672146024941721,0.04131834536514046,0.0002446619323706651,661509,1731
struct_pos,2,23,1025-2048,12,0.012600252902667712,0.005560525692815399,2.8174314619726063e-05,112003,242
struct_pos,2,24,0,0,0.001203148210588439,0.0,0.0,15504,0
struct_pos,2,24,1,1,0.0015918932162163734,6.250554429736254e-07,1.1489288075615098e-05,7752,40
struct_pos,2,24,2,2,0.0010365538363478562,1.8634984974177042e-07,5.12193760883208e-06,7752,50
struct_pos,2,24,3-4,3,0.002621508158274356,2.702568480850681e-07,1.437586662573067e-05,15504,60
struct_pos,2,24,5-8,4,0.003810731742158148,7.572090403108124e-07,2.9150369424991263e-05,31008,178
struct_pos,2,24,9-16,5,0.007206620784981947,1.742360031631582e-06,4.7143523494829224e-05,62016,289
struct_pos,2,24,17-32,6,0.013996243169310169,3.161116051634195e-06,9.756382493260264e-05,122218,563
struct_pos,2,24,33-64,7,0.025408045426241754,5.035732035831259e-06,0.00014056917989848115,235138,991
struct_pos,2,24,65-128,8,0.043331683358663865,9.691537773189538e-06,0.00022312796045464991,432718,1760
struct_pos,2,24,129-256,9,0.06692667216758395,1.3078232861668933e-05,0.0003266324047639041,718284,2817
struct_pos,2,24,257-512,10,0.07288601702334833,1.6447627104547785e-05,0.00028230247178178525,935370,3174
struct_pos,2,24,513-1024,11,0.038863260077910404,7.708054511054343e-06,0.00010792285394586187,661509,1731
struct_pos,2,24,1025-2048,12,0.005224541606241213,1.5071220071246257e-06,1.152871201021557e-05,112003,242
struct_pos,2,25,0,0,0.009955479833609794,0.0,0.0,15504,0
struct_pos,2,25,1,1,0.002053990906298591,3.46896956579604e-05,1.4074920406768514e-05,7752,40
struct_pos,2,25,2,2,0.0016407004468166053,2.9138963533119924e-05,1.3327797095248733e-05,7752,50
struct_pos,2,25,3-4,3,0.0028928109743585283,9.173735862326788e-06,1.5105750300524185e-05,15504,60
struct_pos,2,25,5-8,4,0.006162914805983119,3.0053191204022875e-05,4.38613101402989e-05,31008,178
struct_pos,2,25,9-16,5,0.012469133233384328,4.759206528646484e-05,7.519460310126129e-05,62016,289
struct_pos,2,25,17-32,6,0.02268143464168159,5.5243621832716124e-05,0.00014526975745887452,122218,563
struct_pos,2,25,33-64,7,0.04118751735264057,9.529193843689904e-05,0.00022243428085897248,235138,991
struct_pos,2,25,65-128,8,0.06564440618973644,0.00019149563569739899,0.0003220278447875256,432718,1760
struct_pos,2,25,129-256,9,0.09037494480271581,0.0002473632438503344,0.0004147288546907219,718284,2817
struct_pos,2,25,257-512,10,0.08480030799936215,0.0002478872867007005,0.00032169885490901373,935370,3174
struct_pos,2,25,513-1024,11,0.04378614056051946,8.095373798179045e-05,0.00012084358208983996,661509,1731
struct_pos,2,25,1025-2048,12,0.0062054913141164,9.280249709623863e-06,1.3434397397199629e-05,112003,242
struct_pos,2,26,0,0,5.829707935103406e-07,0.0,0.0,15504,0
struct_pos,2,26,1,1,4.504524031219808e-07,2.6773799068314327e-11,2.830137589937879e-09,7752,40
struct_pos,2,26,2,2,1.2993759930746082e-07,8.905065013130642e-12,1.1337048280386771e-09,7752,50
struct_pos,2,26,3-4,3,1.2339467867070921e-06,1.2623580385914185e-11,7.423814150862128e-09,15504,60
struct_pos,2,26,5-8,4,1.4906341061830426e-06,2.2198390646008653e-10,8.303136779982342e-09,31008,178
struct_pos,2,26,9-16,5,4.716136784007306e-06,7.133292862768619e-10,2.488594008841297e-08,62016,289
struct_pos,2,26,17-32,6,6.758365801289741e-06,3.293926725232459e-10,3.86461378194011e-08,122218,563
struct_pos,2,26,33-64,7,9.695657159086947e-06,5.255373728216092e-10,4.537354190179146e-08,235138,991
struct_pos,2,26,65-128,8,1.7978290596427116e-05,1.109498443354127e-09,7.409565550966896e-08,432718,1760
struct_pos,2,26,129-256,9,2.324077002814822e-05,2.0080135036677638e-09,9.332917791411955e-08,718284,2817
struct_pos,2,26,257-512,10,2.7290970395860978e-05,2.1637532618747744e-09,9.054108904785836e-08,935370,3174
struct_pos,2,26,513-1024,11,1.3605216138910014e-05,1.087243173831438e-09,3.624070265623881e-08,661509,1731
struct_pos,2,26,1025-2048,12,1.4347186829436434e-06,2.2867766801819927e-10,3.0830177179865516e-09,112003,242
struct_pos,2,27,0,0,0.0055409932491764565,0.0,0.0,15504,0
struct_pos,2,27,1,1,0.0009789843871753174,4.299191775284857e-12,6.855490669894733e-06,7752,40
struct_pos,2,27,2,2,0.000959666604555805,2.8331586562675627e-07,1.0229618423449352e-05,7752,50
struct_pos,2,27,3-4,3,0.0009241819956461957,4.518292189939336e-07,5.22853678670139e-06,15504,60
struct_pos,2,27,5-8,4,0.003032466317877804,3.244100818932837e-07,2.4979241674365557e-05,31008,178
struct_pos,2,27,9-16,5,0.005129068778487551,5.704525558483065e-07,3.582280224372226e-05,62016,289
struct_pos,2,27,17-32,6,0.011140510378361241,2.2741685727693995e-06,7.296317161731869e-05,122218,563
struct_pos,2,27,33-64,7,0.01799095044502656,2.5038502277570686e-06,0.00010470928917542509,235138,991
struct_pos,2,27,65-128,8,0.03234127855891414,5.8687152940204694e-06,0.00016855533263361605,432718,1760
struct_pos,2,27,129-256,9,0.04450081928534158,6.300021131359324e-06,0.00021856965992412747,718284,2817
struct_pos,2,27,257-512,10,0.044131788426108653,7.982899775865903e-06,0.00016911056748691966,935370,3174
struct_pos,2,27,513-1024,11,0.022421969897599106,3.431071970483828e-06,6.105301703561074e-05,661509,1731
struct_pos,2,27,1025-2048,12,0.002883351429570293,7.83117677350049e-07,6.2686527397727155e-06,112003,242
struct_pos,2,28,0,0,0.013032364279370066,0.0,0.0,15504,0
struct_pos,2,28,1,1,0.006045784036195438,5.110178692545069e-05,3.485515276345034e-05,7752,40
struct_pos,2,28,2,2,0.00801806836182365,5.734840290711268e-05,6.224697307577607e-05,7752,50
struct_pos,2,28,3-4,3,0.01149427331022926,7.05718994140625e-05,5.514372374627885e-05,15504,60
struct_pos,2,28,5-8,4,0.026745798725584836,0.0002141510616022982,0.00018339330260429444,31008,178
struct_pos,2,28,9-16,5,0.04872086850236198,0.000369617690488896,0.0002743944750005821,62016,289
struct_pos,2,28,17-32,6,0.08960490772967737,0.0006268558364411502,0.0005038642747562578,122218,563
struct_pos,2,28,33-64,7,0.13502719060309284,0.000852126209113374,0.0006628076167533019,235138,991
struct_pos,2,28,65-128,8,0.1833148719848617,0.0010422646568778622,0.0008342172915150137,432718,1760
struct_pos,2,28,129-256,9,0.18627800907020844,0.0010689530210229265,0.0007853822331953423,718284,2817
struct_pos,2,28,257-512,10,0.1744820605982691,0.0008219586929423644,0.0006110609894880841,935370,3174
struct_pos,2,28,513-1024,11,0.057986724487399166,0.00021952089264419918,0.00015229241164515825,661509,1731
struct_pos,2,28,1025-2048,12,0.00336399599832893,9.854250155981358e-06,7.228884550676707e-06,112003,242
struct_pos,2,29,0,0,0.002970373794298054,0.0,0.0,15504,0
struct_pos,2,29,1,1,0.001637652497142707,8.712033476868896e-06,1.098316151050239e-05,7752,40
struct_pos,2,29,2,2,0.0009083725796518434,1.5035302400342943e-05,7.138736897796994e-06,7752,50
struct_pos,2,29,3-4,3,0.0024518729163520232,2.394721197431486e-06,1.1300714666573554e-05,15504,60
struct_pos,2,29,5-8,4,0.0044956262558852435,4.1404952390275136e-05,2.816310864316308e-05,31008,178
struct_pos,2,29,9-16,5,0.009279178238259503,4.190116471027565e-05,5.236678548161008e-05,62016,289
struct_pos,2,29,17-32,6,0.01654437221240702,7.62130091518502e-05,9.495835963197594e-05,122218,563
struct_pos,2,29,33-64,7,0.030705809654712184,0.0002841140110895299,0.00015267757282452058,235138,991
struct_pos,2,29,65-128,8,0.04612831576074732,0.0004921821811043256,0.00021244172216276926,432718,1760
struct_pos,2,29,129-256,9,0.058353552253584316,0.0005671322505279099,0.0002514965518570476,718284,2817
struct_pos,2,29,257-512,10,0.05251550393407805,0.00045955381803099214,0.00018660423990132465,935370,3174
struct_pos,2,29,513-1024,11,0.02218446211256971,0.0001528189283045022,5.877346362676262e-05,661509,1731
struct_pos,2,29,1025-2048,12,0.00256926170478203,1.8687845977605682e-05,5.546689193400614e-06,112003,242
struct_pos,2,30,0,0,0.00025630151320506423,0.0,0.0,15504,0
struct_pos,2,30,1,1,3.811471072980467e-06,2.3352690103425202e-08,2.5749637824506135e-08,7752,40
struct_pos,2,30,2,2,1.690684380062632e-05,3.4563908102108255e-08,1.330600930066323e-07,7752,50
struct_pos,2,30,3-4,3,3.3321430879261566e-05,5.360797921751152e-07,1.727717067310678e-07,15504,60
struct_pos,2,30,5-8,4,2.6195960161896082e-05,2.731125543319345e-07,2.107618450691927e-07,31008,178
struct_pos,2,30,9-16,5,4.9802320448285734e-05,2.1651646476496815e-07,3.4546794708977856e-07,62016,289
struct_pos,2,30,17-32,6,0.00010811547235507899,4.606754273214285e-07,8.194487707805859e-07,122218,563
struct_pos,2,30,33-64,7,0.000229515216022084,7.134593972757775e-07,1.428832318876459e-06,235138,991
struct_pos,2,30,65-128,8,0.00038681022767112107,8.299637231083457e-07,2.357175010054483e-06,432718,1760
struct_pos,2,30,129-256,9,0.0005674006100705565,1.2076562035724187e-06,3.3728213449880466e-06,718284,2817
struct_pos,2,30,257-512,10,0.0004770061942115349,8.507893187840042e-07,1.9989776958908783e-06,935370,3174
struct_pos,2,30,513-1024,11,0.0001876043709092538,3.363797579707881e-07,5.524785597582402e-07,661509,1731
struct_pos,2,30,1025-2048,12,1.38376869553925e-05,1.1559738315978812e-08,3.056479741066433e-08,112003,242
struct_pos,2,31,0,0,0.4648655098166136,0.0,0.0,15504,0
struct_pos,2,31,1,1,0.0010470197030503622,3.385549186722699e-06,7.838040955712803e-06,7752,40
struct_pos,2,31,2,2,0.00047033250483735184,2.6684731585095237e-07,3.6837110265325707e-06,7752,50
struct_pos,2,31,3-4,3,0.00433251138688118,1.669886718384343e-05,2.3227127493695736e-05,15504,60
struct_pos,2,31,5-8,4,0.004435654472025309,1.2362065006905513e-05,3.0000496175540945e-05,31008,178
struct_pos,2,31,9-16,5,0.010106847939630287,5.810211842481435e-06,6.316183040198588e-05,62016,289
struct_pos,2,31,17-32,6,0.01468263632618852,4.746987046557809e-06,9.769249991982194e-05,122218,563
struct_pos,2,31,33-64,7,0.030356334089863782,2.3251646339271138e-05,0.0001690029314818078,235138,991
struct_pos,2,31,65-128,8,0.05068419862949934,4.438344817558136e-05,0.00026074614488210904,432718,1760
struct_pos,2,31,129-256,9,0.09209578287237737,4.769002055397048e-05,0.00046513070496153865,718284,2817
struct_pos,2,31,257-512,10,0.10613346871375337,2.7583063949164777e-05,0.00043363078105192865,935370,3174
struct_pos,2,31,513-1024,11,0.0674332457969871,4.858946980510491e-06,0.00019200548072599875,661509,1731
struct_pos,2,31,1025-2048,12,0.00894235400531068,2.175387808531447e-06,2.024516559836118e-05,112003,242
struct_pos,3,0,0,0,0.01717021104844116,0.0,0.0,15504,0
struct_pos,3,0,1,1,0.0024640478070736918,6.757103354126536e-06,1.577673249018764e-05,7752,40
