group,layer,head,mass_self,mass_prev1,mass_prev2,mass_prev3,mass_bos,mass_local_window
seq_pos,5,27,0.004988435306727484,0.01200683897875137,0.006552296403002413,0.0117277656335796,0.034373685389772646,0.018559135381753782
seq_pos,5,28,0.0014350194849877926,0.0073868377399097665,0.0012119417068306999,0.006261828865435845,0.07919941645611846,0.008598779446740467
seq_pos,5,29,0.0028552429764435567,0.009444345123698057,0.004408787518466095,0.008702305921045433,0.07411262676411477,0.013853132642164152
seq_pos,5,30,0.0007798560241180174,0.002755821866260623,0.000979140948097028,0.0023342820060907733,0.15051437634313292,0.0037349628143576513
seq_pos,5,31,0.0034396430503634426,0.008270121613966206,0.003406931328521575,0.007289966057599489,0.11521552898804113,0.01167705294248778
seq_pos,6,0,0.20693879364558157,0.012174078471611468,0.004174786995565295,0.010976343846250897,0.021794254065757603,0.016348865467176763
seq_pos,6,1,0.017295350013315294,0.0006081816376871405,0.0017361415063882647,0.0004925108305811779,0.25347725448463027,0.002344323144075405
seq_pos,6,2,0.003919148835404048,0.014490492521900869,0.006429664693836032,0.013675167472610725,0.026825741261228334,0.020920157215736902
seq_pos,6,3,0.057601433289272,0.012854572517835101,0.0054434993362872785,0.013139844188528293,0.05268408573625737,0.01829807185412238
seq_pos,6,4,0.0007513626085788853,0.0028047677643807493,0.0005201758588081048,0.0026709002854195083,0.11191116840488759,0.003324943623188854
seq_pos,6,5,0.0007618614071559064,0.0021156275652319313,0.000537368474263945,0.00217081296904422,0.1367314753490285,0.0026529960394958765
seq_pos,6,6,0.0010732746794858549,0.001785799744801114,0.0009846034820005878,0.0020817699071833604,0.1345686563147884,0.002770403226801702
seq_pos,6,7,0.0011859065427970953,0.0016859551349959051,0.003668265012940645,0.0018290119404068403,0.1444677699485685,0.00535422014793655
seq_pos,6,8,0.0022660767843131484,0.007649286154050379,0.0038330833936262108,0.007402341477940736,0.021480941822019622,0.01148236954767659
seq_pos,6,9,0.007182688439881474,0.011039583889095452,0.00584020858081069,0.010654368165995949,0.025715691789729166,0.016879792469906143
seq_pos,6,10,0.005609467664335704,0.009013655238149072,0.004543089353499288,0.008341016119777403,0.021318994040466895,0.013556744591648361
seq_pos,6,11,0.03950390335841586,0.00545302384981307,0.005198548948168032,0.0050349233624593604,0.003035676597041479,0.010651572797981103
seq_pos,6,12,0.001514317495879073,0.0013182758071817807,0.001128630718758671,0.0015899353458504318,0.017998313689054288,0.0024469065259404513
seq_pos,6,13,0.0002639326967896528,0.002625985258521353,0.0006945789390753858,0.0021880913623259384,0.06978513627454558,0.003320564197596739
seq_pos,6,14,0.020769571413432997,0.00379847082256672,0.00027493552236886986,0.004016346815201102,0.13760406240400153,0.0040734063449355895
seq_pos,6,15,0.0003387245110665391,0.0008134956988019628,0.00045530021541684003,0.0010952915013528212,0.21813429130872697,0.0012687959142188027
seq_pos,6,16,0.002716464004544685,0.00705350956882944,0.004784474118049525,0.0057267049518177505,0.06086139341956012,0.011837983686878965
seq_pos,6,17,0.001350543016970168,0.0037893821415487367,0.0018152409676309477,0.003569182175636374,0.11494145062154364,0.005604623109179684
seq_pos,6,18,0.009762073304486732,0.02668021672234138,0.013121078203522764,0.02445693216764925,0.01401244347830197,0.03980129492586414
seq_pos,6,19,0.008815266335214959,0.019839144612068985,0.00790695711084984,0.016800231378536465,0.040030115505200664,0.027746101722918824
seq_pos,6,20,0.002037677678371372,0.0007055362271267269,0.002680595064006272,0.0004995194764344176,0.11725837585935554,0.003386131291132999
seq_pos,6,21,0.021444176813975046,0.0037465871784564384,0.001136402728733933,0.0035330109748645403,0.005909013609817613,0.004882989907190371
seq_pos,6,22,0.0008055768944497292,0.0034930736688606953,0.0008166548740341369,0.00331186315907198,0.06672133589749028,0.004309728542894832
seq_pos,6,23,0.002697998350339355,0.0035932294065486037,0.0005615669908090748,0.003646308419073803,0.008794355698067953,0.0041547963973576785
seq_pos,6,24,0.008782405901178214,0.014970212467576197,0.009066874514661875,0.014144243017837945,0.07374209026189316,0.02403708698223807
seq_pos,6,25,0.17777085217532554,0.010630638992148339,0.011740857531040231,0.009348942051102337,0.13585039905632015,0.02237149652318857
seq_pos,6,26,0.0028787086736014,0.015049088936671421,0.008254903545624128,0.014700068358674571,0.06282295479469689,0.02330399248229555
seq_pos,6,27,0.11019279216328258,0.014496556935722526,0.008279912335071865,0.014748369678971095,0.06598019215834733,0.02277646927079439
seq_pos,6,28,0.0012486565108937736,0.017562817436930587,0.007421355189266102,0.016693780373890976,0.02959017160548797,0.02498417262619669
seq_pos,6,29,0.0013032721550114003,0.004722643833979771,0.0015093560377192337,0.0046540263536256005,0.07859175295675315,0.006231999871699005
seq_pos,6,30,0.0025028825508294768,0.02047432792593531,0.010181774346394409,0.018373486984546317,0.01775092616478533,0.03065610227232972
seq_pos,6,31,0.002156883230371242,0.017387306960723894,0.00851077279122764,0.018275734561786026,0.036667433434252966,0.025898079751951533
seq_pos,7,0,0.05751032939139755,0.0024178492151511804,0.004910478120285449,0.0026546261163140302,0.028516860927553372,0.00732832733543663
seq_pos,7,1,0.02400024400186068,0.039166407714822604,0.04330923948382125,0.035169881199212785,0.011167850028533117,0.08247564719864386
seq_pos,7,2,0.042961704406791146,0.040469566664372784,0.021835425068141474,0.03658238271689799,0.01245369775733439,0.06230499173251426
