dataset,stem,arm,range,L,n_rollouts,n_true,n_candidates,n_voted,n_unvoted,n_unvoted_negative,n_union_true,union_recall
foldbench_monomer,7ykm_A,seeded,long,105,100,34,1653,138,1515,1515,34,1.0
foldbench_monomer,7ylr_A,seeded,all,330,100,364,51365,2222,49143,49137,358,0.9835164835164835
foldbench_monomer,7ylr_A,seeded,long,330,100,242,45776,1613,44163,44157,236,0.9752066115702479
foldbench_monomer,7yug_A,seeded,all,118,100,94,6216,2144,4072,4055,77,0.8191489361702128
foldbench_monomer,7yug_A,seeded,long,118,100,50,4371,1372,2999,2984,35,0.7
foldbench_monomer,7yyg_A,seeded,all,365,100,221,36330,9474,26856,26817,182,0.8235294117647058
foldbench_monomer,7yyg_A,seeded,long,365,100,140,31749,7840,23909,23872,103,0.7357142857142858
foldbench_monomer,7z65_A,seeded,all,283,100,320,38503,2535,35968,35960,312,0.975
foldbench_monomer,7z65_A,seeded,long,283,100,259,33670,1893,31777,31772,254,0.9806949806949807
foldbench_monomer,7znz_A,seeded,all,761,100,932,285390,17416,267974,267934,892,0.9570815450643777
foldbench_monomer,7znz_A,seeded,long,761,100,675,271953,13833,258120,258085,640,0.9481481481481482
foldbench_monomer,7zoi_A,seeded,all,151,100,110,7021,748,6273,6273,110,1.0
foldbench_monomer,7zoi_A,seeded,long,151,100,39,5050,392,4658,4658,39,1.0
foldbench_monomer,7zs2_A,seeded,all,316,100,223,37128,2833,34295,34286,214,0.9596412556053812
foldbench_monomer,7zs2_A,seeded,long,316,100,139,32385,2294,30091,30083,131,0.9424460431654677
foldbench_monomer,7zu3_A,seeded,all,132,100,92,7260,2480,4780,4764,76,0.8260869565217391
foldbench_monomer,7zu3_A,seeded,long,132,100,61,5253,1606,3647,3633,47,0.7704918032786885
foldbench_monomer,7zv1_A,seeded,all,136,100,111,5356,1252,4104,4089,96,0.8648648648648649
foldbench_monomer,7zv1_A,seeded,long,136,100,74,3655,771,2884,2871,61,0.8243243243243243
foldbench_monomer,8adc_A,seeded,all,215,100,170,20315,4753,15562,15552,160,0.9411764705882353
foldbench_monomer,8adc_A,seeded,long,215,100,105,16922,3470,13452,13445,98,0.9333333333333333
foldbench_monomer,8add_A,seeded,all,213,100,210,21120,7472,13648,13610,172,0.819047619047619
foldbench_monomer,8add_A,seeded,long,213,100,144,17601,5735,11866,11831,109,0.7569444444444444
foldbench_monomer,8ak2_A,seeded,all,297,100,314,40186,2191,37995,37985,304,0.9681528662420382
foldbench_monomer,8ak2_A,seeded,long,297,100,229,35245,1693,33552,33542,219,0.9563318777292577
foldbench_monomer,8akh_A,seeded,all,374,100,321,49770,2045,47725,47722,318,0.9906542056074766
foldbench_monomer,8akh_A,seeded,long,374,100,229,44253,1479,42774,42773,228,0.9956331877729258
foldbench_monomer,8amo_A,seeded,all,399,100,362,72010,2759,69251,69249,360,0.994475138121547
foldbench_monomer,8amo_A,seeded,long,399,100,259,65341,2028,63313,63311,257,0.9922779922779923
foldbench_monomer,8arl_A,seeded,all,246,100,260,25651,8312,17339,17194,115,0.4423076923076923
foldbench_monomer,8arl_A,seeded,long,246,100,218,21736,5570,16166,16022,74,0.3394495412844037
foldbench_monomer,8au6_A,seeded,all,321,100,168,29403,4272,25131,25128,165,0.9821428571428571
foldbench_monomer,8au6_A,seeded,long,321,100,118,25200,3235,21965,21963,116,0.9830508474576272
foldbench_monomer,8axj_A,seeded,all,162,100,143,12090,1069,11021,11002,124,0.8671328671328671
foldbench_monomer,8axj_A,seeded,long,162,100,63,9453,562,8891,8880,52,0.8253968253968254
foldbench_monomer,8azb_A,seeded,all,521,100,587,122760,2571,120189,120186,584,0.9948892674616695
foldbench_monomer,8azb_A,seeded,long,521,100,403,114003,1877,112126,112123,400,0.9925558312655087
foldbench_monomer,8b2e_A,seeded,all,143,100,130,9180,1988,7192,7185,123,0.9461538461538461
foldbench_monomer,8b2e_A,seeded,long,143,100,75,6903,1260,5643,5640,72,0.96
foldbench_monomer,8b2g_A,seeded,all,74,100,59,2346,540,1806,1806,59,1.0
foldbench_monomer,8b2g_A,seeded,long,74,100,22,1275,275,1000,1000,22,1.0
foldbench_monomer,8b2s_A,seeded,all,245,100,186,27510,1710,25800,25791,177,0.9516129032258065
foldbench_monomer,8b2s_A,seeded,long,245,100,108,23541,1047,22494,22488,102,0.9444444444444444
foldbench_monomer,8b4u_A,seeded,all,277,100,273,34716,930,33786,33782,269,0.9853479853479854
foldbench_monomer,8b4u_A,seeded,long,277,100,198,30135,659,29476,29472,194,0.9797979797979798
foldbench_monomer,8b5w_A,seeded,all,459,100,370,57985,14678,43307,43208,271,0.7324324324324324
foldbench_monomer,8b5w_A,seeded,long,459,100,277,52108,12106,40002,39911,186,0.6714801444043321
foldbench_monomer,8b61_A,seeded,all,238,100,212,18351,4438,13913,13903,202,0.9528301886792453
foldbench_monomer,8b61_A,seeded,long,238,100,129,15183,3122,12061,12053,121,0.937984496124031
foldbench_monomer,8b6a_A,seeded,all,214,100,195,14365,1923,12442,12436,189,0.9692307692307692
foldbench_monomer,8b6a_A,seeded,long,214,100,118,11476,1223,10253,10247,112,0.9491525423728814
foldbench_monomer,8b6e_A,seeded,all,66,100,44,1081,166,915,915,44,1.0
foldbench_monomer,8b6e_A,seeded,long,66,100,19,406,58,348,348,19,1.0
foldbench_monomer,8baq_A,seeded,all,208,100,190,20503,3217,17286,17278,182,0.9578947368421052
foldbench_monomer,8baq_A,seeded,long,208,100,137,17020,2350,14670,14664,131,0.9562043795620438
foldbench_monomer,8bau_A,seeded,all,189,100,209,16836,3213,13623,13620,206,0.9856459330143541
foldbench_monomer,8bau_A,seeded,long,189,100,141,13695,2036,11659,11657,139,0.9858156028368794
foldbench_monomer,8bfy_A,seeded,all,426,100,359,75078,2507,72571,72566,354,0.9860724233983287
foldbench_monomer,8bfy_A,seeded,long,426,100,266,68265,1788,66477,66472,261,0.981203007518797
foldbench_monomer,8bgb_A,seeded,all,131,100,101,7750,584,7166,7164,99,0.9801980198019802
foldbench_monomer,8bgb_A,seeded,long,131,100,58,5671,347,5324,5324,58,1.0
foldbench_monomer,8bke_A,seeded,all,638,100,494,89253,7277,81976,81964,482,0.9757085020242915
foldbench_monomer,8bke_A,seeded,long,638,100,329,81810,5752,76058,76048,319,0.9696048632218845
foldbench_monomer,8bsb_A,seeded,all,177,100,115,11781,2106,9675,9675,115,1.0
foldbench_monomer,8bsb_A,seeded,long,177,100,94,9180,1646,7534,7534,94,1.0
foldbench_monomer,8bux_A,seeded,all,334,100,240,40231,8993,31238,31151,153,0.6375
foldbench_monomer,8bux_A,seeded,long,334,100,177,35739,7005,28734,28654,97,0.5480225988700564
foldbench_monomer,8c4d_A,seeded,all,330,100,229,15931,1809,14122,14119,226,0.9868995633187773
foldbench_monomer,8c4d_A,seeded,long,330,100,175,12880,1298,11582,11579,172,0.9828571428571429
foldbench_monomer,8c4y_A,seeded,all,314,100,373,46971,2159,44812,44812,373,1.0
foldbench_monomer,8c4y_A,seeded,long,314,100,292,41616,1640,39976,39976,292,1.0
foldbench_monomer,8cba_A,seeded,all,214,100,245,17955,6932,11023,10971,193,0.7877551020408163
foldbench_monomer,8cba_A,seeded,long,214,100,153,14706,5132,9574,9533,112,0.7320261437908496
foldbench_monomer,8ci9_A,seeded,all,312,100,337,45150,5787,39363,39355,329,0.9762611275964391
foldbench_monomer,8ci9_A,seeded,long,312,100,257,39903,4483,35420,35412,249,0.9688715953307393
foldbench_monomer,8cih_A,seeded,all,214,100,158,16668,4375,12293,12278,143,0.9050632911392406
foldbench_monomer,8cih_A,seeded,long,214,100,131,13653,3438,10215,10200,116,0.8854961832061069
foldbench_monomer,8cpk_A,seeded,all,384,100,353,71631,4400,67231,67217,339,0.9603399433427762
foldbench_monomer,8cpk_A,seeded,long,384,100,256,64980,3154,61826,61816,246,0.9609375
foldbench_monomer,8cpn_A,seeded,all,207,100,168,11811,3565,8246,8237,159,0.9464285714285714
foldbench_monomer,8cpn_A,seeded,long,207,100,110,9576,2722,6854,6846,102,0.9272727272727272
foldbench_monomer,8d2z_A,seeded,all,327,100,312,45150,2684,42466,42456,302,0.967948717948718
foldbench_monomer,8d2z_A,seeded,long,327,100,211,39903,1977,37926,37917,202,0.957345971563981
foldbench_monomer,8daj_A,seeded,all,302,100,299,43956,2368,41588,41577,288,0.9632107023411371
foldbench_monomer,8daj_A,seeded,long,302,100,215,38781,1583,37198,37189,206,0.958139534883721
foldbench_monomer,8dez_A,seeded,all,173,100,182,14028,4273,9755,9729,156,0.8571428571428571
foldbench_monomer,8dez_A,seeded,long,173,100,141,11175,3140,8035,8009,115,0.8156028368794326
foldbench_monomer,8dge_A,seeded,all,738,100,914,246078,12999,233079,233030,865,0.9463894967177243
foldbench_monomer,8dge_A,seeded,long,738,100,646,233720,10187,223533,223488,601,0.9303405572755418
foldbench_monomer,8dhj_A,seeded,all,249,100,267,26580,1109,25471,25469,265,0.9925093632958801
foldbench_monomer,8dhj_A,seeded,long,249,100,200,22776,866,21910,21909,199,0.995
foldbench_monomer,8dmu_A,seeded,all,489,100,571,110700,23949,86751,86555,375,0.6567425569176882
foldbench_monomer,8dmu_A,seeded,long,489,100,418,102501,19913,82588,82402,232,0.5550239234449761
foldbench_monomer,8dp9_A,seeded,all,148,100,146,8157,618,7539,7534,141,0.9657534246575342
foldbench_monomer,8dp9_A,seeded,long,148,100,111,6186,457,5729,5724,106,0.954954954954955
foldbench_monomer,8dqd_A,seeded,all,377,100,395,66430,1419,65011,65003,387,0.979746835443038
foldbench_monomer,8dqd_A,seeded,long,377,100,276,60031,1030,59001,58997,272,0.9855072463768116
foldbench_monomer,8dx0_A,seeded,all,154,100,135,8926,335,8591,8586,130,0.9629629629629629
foldbench_monomer,8dx0_A,seeded,long,154,100,93,6855,243,6612,6610,91,0.978494623655914
foldbench_monomer,8e0r_A,seeded,all,468,100,496,85102,19636,65466,65337,367,0.7399193548387096
foldbench_monomer,8e0r_A,seeded,long,468,100,323,77938,15767,62171,62049,201,0.6222910216718266
foldbench_monomer,8e5h_A,seeded,all,372,100,344,65703,5647,60056,60035,323,0.938953488372093
foldbench_monomer,8e5h_A,seeded,long,372,100,244,59340,4359,54981,54963,226,0.9262295081967213
foldbench_monomer,8eb9_A,seeded,all,95,100,71,3486,1563,1923,1917,65,0.9154929577464789
foldbench_monomer,8eb9_A,seeded,long,95,100,36,2145,927,1218,1212,30,0.8333333333333334
foldbench_monomer,8ec3_A,seeded,all,168,100,126,11204,2843,8361,8358,123,0.9761904761904762
foldbench_monomer,8ec3_A,seeded,long,168,100,115,8888,2421,6467,6464,112,0.9739130434782609
foldbench_monomer,8eo5_A,seeded,all,290,100,253,34980,946,34034,34030,249,0.9841897233201581
foldbench_monomer,8eo5_A,seeded,long,290,100,167,30381,632,29749,29747,165,0.9880239520958084
foldbench_monomer,8gmy_A,seeded,all,236,100,254,22800,3179,19621,19551,184,0.7244094488188977
foldbench_monomer,8gmy_A,seeded,long,236,100,168,19155,2255,16900,16836,104,0.6190476190476191
foldbench_monomer,8q8i_A,seeded,all,282,100,376,37410,4004,33406,33340,310,0.824468085106383
foldbench_monomer,8q8i_A,seeded,long,282,100,254,32685,2766,29919,29858,193,0.7598425196850394
foldbench_monomer,8ycm_A,seeded,all,229,100,196,23436,4426,19010,18991,177,0.9030612244897959
foldbench_monomer,8ycm_A,seeded,long,229,100,128,19701,3213,16488,16470,110,0.859375
foldbench_monomer,7pv5_A,seeded-long,all,81,100,64,2420,306,2114,2113,63,0.984375
foldbench_monomer,7pv5_A,seeded-long,long,81,100,41,1349,205,1144,1144,41,1.0
foldbench_monomer,7qp5_A,seeded-long,all,245,100,241,27730,4773,22957,22954,238,0.9875518672199171
foldbench_monomer,7qp5_A,seeded-long,long,245,100,165,23653,3517,20136,20133,162,0.9818181818181818
foldbench_monomer,7qsj_A,seeded-long,all,373,100,347,57970,3745,54225,54215,337,0.9711815561959655
foldbench_monomer,7qsj_A,seeded-long,long,373,100,226,52003,2804,49199,49190,217,0.9601769911504425
foldbench_monomer,7t9r_A,seeded-long,all,38,100,24,528,395,133,133,24,1.0
foldbench_monomer,7t9r_A,seeded-long,long,38,100,7,105,100,5,5,7,1.0
foldbench_monomer,7tjb_A,seeded-long,all,227,100,201,23436,1277,22159,22155,197,0.9800995024875622
foldbench_monomer,7tjb_A,seeded-long,long,227,100,134,19701,929,18772,18768,130,0.9701492537313433
foldbench_monomer,7tlh_A,seeded-long,all,136,100,114,7021,1531,5490,5485,109,0.956140350877193
foldbench_monomer,7tlh_A,seeded-long,long,136,100,77,5050,1079,3971,3969,75,0.974025974025974
foldbench_monomer,7uba_A,seeded-long,all,213,100,208,16486,5040,11446,11406,168,0.8076923076923077
foldbench_monomer,7uba_A,seeded-long,long,213,100,137,13632,3677,9955,9922,104,0.7591240875912408
foldbench_monomer,7uk8_A,seeded-long,all,394,100,526,71279,5424,65855,65838,509,0.967680608365019
foldbench_monomer,7uk8_A,seeded-long,long,394,100,398,64760,4214,60546,60530,382,0.9597989949748744
foldbench_monomer,7ur2_A,seeded-long,all,195,100,137,11959,3316,8643,8641,135,0.9854014598540146
foldbench_monomer,7ur2_A,seeded-long,long,195,100,112,9571,2532,7039,7037,110,0.9821428571428571
foldbench_monomer,7urp_A,seeded-long,all,160,100,134,11781,1973,9808,9784,110,0.8208955223880597
foldbench_monomer,7urp_A,seeded-long,long,160,100,98,9180,1427,7753,7734,79,0.8061224489795918
foldbench_monomer,7uvg_A,seeded-long,all,183,100,178,12894,2980,9914,9882,146,0.8202247191011236
foldbench_monomer,7uvg_A,seeded-long,long,183,100,128,10233,2169,8064,8040,104,0.8125
foldbench_monomer,7uww_A,seeded-long,all,635,100,693,196251,18176,178075,177972,590,0.8513708513708513
foldbench_monomer,7uww_A,seeded-long,long,635,100,474,185136,14725,170411,170314,377,0.7953586497890295
foldbench_monomer,7v3o_A,seeded-long,all,328,100,272,36865,7017,29848,29832,256,0.9411764705882353
foldbench_monomer,7v3o_A,seeded-long,long,328,100,187,32176,5538,26638,26628,177,0.946524064171123
foldbench_monomer,7w15_A,seeded-long,all,302,100,303,41328,2188,39140,39136,299,0.9867986798679867
foldbench_monomer,7w15_A,seeded-long,long,302,100,197,36315,1582,34733,34731,195,0.9898477157360406
foldbench_monomer,7wz5_A,seeded-long,all,161,100,113,12090,4704,7386,7347,74,0.6548672566371682
foldbench_monomer,7wz5_A,seeded-long,long,161,100,103,9453,3449,6004,5967,66,0.6407766990291263
foldbench_monomer,7wzm_A,seeded-long,all,492,100,456,102393,2105,100288,100280,448,0.9824561403508771
foldbench_monomer,7wzm_A,seeded-long,long,492,100,335,94551,1563,92988,92983,330,0.9850746268656716
foldbench_monomer,7x3h_A,seeded-long,all,290,100,296,36615,1915,34700,34675,271,0.9155405405405406
foldbench_monomer,7x3h_A,seeded-long,long,290,100,196,32088,1306,30782,30762,176,0.8979591836734694
foldbench_monomer,7x4p_A,seeded-long,all,307,100,333,45150,3610,41540,41528,321,0.963963963963964
foldbench_monomer,7x4p_A,seeded-long,long,307,100,241,39903,2642,37261,37253,233,0.966804979253112
foldbench_monomer,7x8l_A,seeded-long,all,514,100,580,127777,9644,118133,118086,533,0.9189655172413793
foldbench_monomer,7x8l_A,seeded-long,long,514,100,440,118894,7764,111130,111087,397,0.9022727272727272
foldbench_monomer,7xcd_A,seeded-long,all,178,100,148,14878,3875,11003,10960,105,0.7094594594594594
foldbench_monomer,7xcd_A,seeded-long,long,178,100,103,11935,3030,8905,8868,66,0.6407766990291263
foldbench_monomer,7xg9_A,seeded-long,all,288,100,241,39340,4362,34978,34941,204,0.8464730290456431
foldbench_monomer,7xg9_A,seeded-long,long,288,100,201,34453,3309,31144,31107,164,0.8159203980099502
foldbench_monomer,7xi5_A,seeded-long,all,65,100,42,1326,206,1120,1119,41,0.9761904761904762
foldbench_monomer,7xi5_A,seeded-long,long,65,100,23,561,130,431,430,22,0.9565217391304348
foldbench_monomer,7xjr_A,seeded-long,all,337,100,354,45150,2995,42155,42143,342,0.9661016949152542
foldbench_monomer,7xjr_A,seeded-long,long,337,100,275,39903,2281,37622,37611,264,0.96
foldbench_monomer,7xlz_A,seeded-long,all,266,100,265,27759,2026,25733,25724,256,0.9660377358490566
foldbench_monomer,7xlz_A,seeded-long,long,266,100,174,23879,1429,22450,22442,166,0.9540229885057471
foldbench_monomer,7xp9_A,seeded-long,all,84,100,45,2485,849,1636,1635,44,0.9777777777777777
foldbench_monomer,7xp9_A,seeded-long,long,84,100,27,1378,561,817,816,26,0.9629629629629629
foldbench_monomer,7xq4_A,seeded-long,all,514,100,472,116915,8121,108794,108739,417,0.8834745762711864
foldbench_monomer,7xq4_A,seeded-long,long,514,100,335,108671,6710,101961,101908,282,0.8417910447761194
foldbench_monomer,7xrx_A,seeded-long,all,398,100,396,77028,5573,71455,71435,376,0.9494949494949495
foldbench_monomer,7xrx_A,seeded-long,long,398,100,302,70125,4232,65893,65884,293,0.9701986754966887
foldbench_monomer,7xyr_A,seeded-long,all,591,100,707,146099,5351,140748,140735,694,0.9816124469589816
foldbench_monomer,7xyr_A,seeded-long,long,591,100,527,136844,4166,132678,132668,517,0.9810246679316889
foldbench_monomer,7xz3_A,seeded-long,all,325,100,316,35832,10190,25642,25585,259,0.819620253164557
foldbench_monomer,7xz3_A,seeded-long,long,325,100,254,31744,8087,23657,23604,201,0.7913385826771654
foldbench_monomer,7y3h_A,seeded-long,all,413,100,312,76245,2699,73546,73531,297,0.9519230769230769
foldbench_monomer,7y3h_A,seeded-long,long,413,100,199,69378,1974,67404,67394,189,0.949748743718593
foldbench_monomer,7y4h_A,seeded-long,all,338,100,320,52353,4015,48338,48329,311,0.971875
foldbench_monomer,7y4h_A,seeded-long,long,338,100,226,46854,2991,43863,43856,219,0.9690265486725663
foldbench_monomer,7y54_A,seeded-long,all,100,100,105,4465,375,4090,4089,104,0.9904761904761905
foldbench_monomer,7y54_A,seeded-long,long,100,100,58,2926,224,2702,2701,57,0.9827586206896551
foldbench_monomer,7y5j_A,seeded-long,all,102,100,91,4005,345,3660,3657,88,0.967032967032967
foldbench_monomer,7y5j_A,seeded-long,long,102,100,50,2556,203,2353,2350,47,0.94
foldbench_monomer,7y5m_A,seeded-long,all,170,100,148,11175,1463,9712,9695,131,0.8851351351351351
foldbench_monomer,7y5m_A,seeded-long,long,170,100,107,8646,952,7694,7677,90,0.8411214953271028
foldbench_monomer,7y5r_A,seeded-long,all,105,100,97,4950,377,4573,4571,95,0.979381443298969
foldbench_monomer,7y5r_A,seeded-long,long,105,100,60,3321,244,3077,3075,58,0.9666666666666667
foldbench_monomer,7y8h_A,seeded-long,all,100,100,83,3767,263,3504,3504,83,1.0
foldbench_monomer,7y8h_A,seeded-long,long,100,100,49,2486,136,2350,2350,49,1.0
foldbench_monomer,7y8i_A,seeded-long,all,97,100,83,2941,218,2723,2723,83,1.0
foldbench_monomer,7y8i_A,seeded-long,long,97,100,47,1906,133,1773,1773,47,1.0
foldbench_monomer,7yd4_A,seeded-long,all,185,100,142,15063,4619,10444,10426,124,0.8732394366197183
foldbench_monomer,7yd4_A,seeded-long,long,185,100,101,12156,3497,8659,8645,87,0.8613861386138614
foldbench_monomer,7yhr_A,seeded-long,all,60,100,41,1431,533,898,898,41,1.0
foldbench_monomer,7yhr_A,seeded-long,long,60,100,23,630,295,335,335,23,1.0
foldbench_monomer,7ykm_A,seeded-long,all,105,100,55,2850,226,2624,2624,55,1.0
foldbench_monomer,7ykm_A,seeded-long,long,105,100,34,1653,148,1505,1505,34,1.0
foldbench_monomer,7ylr_A,seeded-long,all,330,100,364,51365,2209,49156,49148,356,0.978021978021978
foldbench_monomer,7ylr_A,seeded-long,long,330,100,242,45776,1613,44163,44156,235,0.9710743801652892
foldbench_monomer,7yug_A,seeded-long,all,118,100,94,6216,2094,4122,4107,79,0.8404255319148937
foldbench_monomer,7yug_A,seeded-long,long,118,100,50,4371,1382,2989,2976,37,0.74
foldbench_monomer,7yyg_A,seeded-long,all,365,100,221,36330,9332,26998,26970,193,0.8733031674208145
foldbench_monomer,7yyg_A,seeded-long,long,365,100,140,31749,7700,24049,24025,116,0.8285714285714286
foldbench_monomer,7z65_A,seeded-long,all,283,100,320,38503,2519,35984,35974,310,0.96875
foldbench_monomer,7z65_A,seeded-long,long,283,100,259,33670,1869,31801,31793,251,0.9691119691119691
foldbench_monomer,7znz_A,seeded-long,all,761,100,932,285390,17432,267958,267910,884,0.9484978540772532
foldbench_monomer,7znz_A,seeded-long,long,761,100,675,271953,13835,258118,258076,633,0.9377777777777778
foldbench_monomer,7zoi_A,seeded-long,all,151,100,110,7021,731,6290,6290,110,1.0
foldbench_monomer,7zoi_A,seeded-long,long,151,100,39,5050,399,4651,4651,39,1.0
foldbench_monomer,7zs2_A,seeded-long,all,316,100,223,37128,2830,34298,34291,216,0.968609865470852
foldbench_monomer,7zs2_A,seeded-long,long,316,100,139,32385,2293,30092,30086,133,0.9568345323741008
foldbench_monomer,7zu3_A,seeded-long,all,132,100,92,7260,2439,4821,4803,74,0.8043478260869565
foldbench_monomer,7zu3_A,seeded-long,long,132,100,61,5253,1573,3680,3664,45,0.7377049180327869
foldbench_monomer,7zv1_A,seeded-long,all,136,100,111,5356,1253,4103,4088,96,0.8648648648648649
foldbench_monomer,7zv1_A,seeded-long,long,136,100,74,3655,773,2882,2869,61,0.8243243243243243
foldbench_monomer,8adc_A,seeded-long,all,215,100,170,20315,4585,15730,15714,154,0.9058823529411765
foldbench_monomer,8adc_A,seeded-long,long,215,100,105,16922,3322,13600,13586,91,0.8666666666666667
foldbench_monomer,8add_A,seeded-long,all,213,100,210,21120,7664,13456,13426,180,0.8571428571428571
foldbench_monomer,8add_A,seeded-long,long,213,100,144,17601,5888,11713,11684,115,0.7986111111111112
foldbench_monomer,8ak2_A,seeded-long,all,297,100,314,40186,2175,38011,38001,304,0.9681528662420382
foldbench_monomer,8ak2_A,seeded-long,long,297,100,229,35245,1677,33568,33558,219,0.9563318777292577
foldbench_monomer,8akh_A,seeded-long,all,374,100,321,49770,2044,47726,47722,317,0.9875389408099688
foldbench_monomer,8akh_A,seeded-long,long,374,100,229,44253,1461,42792,42790,227,0.9912663755458515
foldbench_monomer,8amo_A,seeded-long,all,399,100,362,72010,2726,69284,69282,360,0.994475138121547
foldbench_monomer,8amo_A,seeded-long,long,399,100,259,65341,1991,63350,63348,257,0.9922779922779923
foldbench_monomer,8arl_A,seeded-long,all,246,100,260,25651,8632,17019,16882,123,0.47307692307692306
foldbench_monomer,8arl_A,seeded-long,long,246,100,218,21736,5991,15745,15610,83,0.38073394495412843
foldbench_monomer,8au6_A,seeded-long,all,321,100,168,29403,4272,25131,25129,166,0.9880952380952381
foldbench_monomer,8au6_A,seeded-long,long,321,100,118,25200,3272,21928,21926,116,0.9830508474576272
foldbench_monomer,8axj_A,seeded-long,all,162,100,143,12090,992,11098,11078,123,0.8601398601398601
foldbench_monomer,8axj_A,seeded-long,long,162,100,63,9453,505,8948,8936,51,0.8095238095238095
foldbench_monomer,8azb_A,seeded-long,all,521,100,587,122760,2584,120176,120173,584,0.9948892674616695
foldbench_monomer,8azb_A,seeded-long,long,521,100,403,114003,1884,112119,112116,400,0.9925558312655087
foldbench_monomer,8b2e_A,seeded-long,all,143,100,130,9180,1885,7295,7290,125,0.9615384615384616
foldbench_monomer,8b2e_A,seeded-long,long,143,100,75,6903,1182,5721,5717,71,0.9466666666666667
foldbench_monomer,8b2g_A,seeded-long,all,74,100,59,2346,536,1810,1809,58,0.9830508474576272
foldbench_monomer,8b2g_A,seeded-long,long,74,100,22,1275,279,996,996,22,1.0
foldbench_monomer,8b2s_A,seeded-long,all,245,100,186,27510,1675,25835,25823,174,0.9354838709677419
foldbench_monomer,8b2s_A,seeded-long,long,245,100,108,23541,1032,22509,22502,101,0.9351851851851852
foldbench_monomer,8b4u_A,seeded-long,all,277,100,273,34716,919,33797,33793,269,0.9853479853479854
foldbench_monomer,8b4u_A,seeded-long,long,277,100,198,30135,655,29480,29477,195,0.9848484848484849
foldbench_monomer,8b5w_A,seeded-long,all,459,100,370,57985,14518,43467,43386,289,0.7810810810810811
foldbench_monomer,8b5w_A,seeded-long,long,459,100,277,52108,11948,40160,40085,202,0.7292418772563177
foldbench_monomer,8b61_A,seeded-long,all,238,100,212,18351,4396,13955,13943,200,0.9433962264150944
foldbench_monomer,8b61_A,seeded-long,long,238,100,129,15183,3085,12098,12087,118,0.9147286821705426
foldbench_monomer,8b6a_A,seeded-long,all,214,100,195,14365,1909,12456,12449,188,0.9641025641025641
foldbench_monomer,8b6a_A,seeded-long,long,214,100,118,11476,1216,10260,10253,111,0.940677966101695
foldbench_monomer,8b6e_A,seeded-long,all,66,100,44,1081,202,879,879,44,1.0
foldbench_monomer,8b6e_A,seeded-long,long,66,100,19,406,92,314,314,19,1.0
foldbench_monomer,8baq_A,seeded-long,all,208,100,190,20503,3416,17087,17081,184,0.968421052631579
foldbench_monomer,8baq_A,seeded-long,long,208,100,137,17020,2518,14502,14499,134,0.9781021897810219
foldbench_monomer,8bau_A,seeded-long,all,189,100,209,16836,3329,13507,13502,204,0.9760765550239234
foldbench_monomer,8bau_A,seeded-long,long,189,100,141,13695,2174,11521,11518,138,0.9787234042553191
foldbench_monomer,8bfy_A,seeded-long,all,426,100,359,75078,2587,72491,72487,355,0.9888579387186629
foldbench_monomer,8bfy_A,seeded-long,long,426,100,266,68265,1852,66413,66410,263,0.9887218045112782
foldbench_monomer,8bgb_A,seeded-long,all,131,100,101,7750,598,7152,7151,100,0.9900990099009901
foldbench_monomer,8bgb_A,seeded-long,long,131,100,58,5671,359,5312,5312,58,1.0
foldbench_monomer,8bke_A,seeded-long,all,638,100,494,89253,7275,81978,81965,481,0.9736842105263158
foldbench_monomer,8bke_A,seeded-long,long,638,100,329,81810,5747,76063,76051,317,0.9635258358662614
foldbench_monomer,8bsb_A,seeded-long,all,177,100,115,11781,2110,9671,9671,115,1.0
foldbench_monomer,8bsb_A,seeded-long,long,177,100,94,9180,1625,7555,7555,94,1.0
foldbench_monomer,8bux_A,seeded-long,all,334,100,240,40231,8930,31301,31211,150,0.625
foldbench_monomer,8bux_A,seeded-long,long,334,100,177,35739,6984,28755,28670,92,0.519774011299435
foldbench_monomer,8c4d_A,seeded-long,all,330,100,229,15931,1810,14121,14119,227,0.9912663755458515
foldbench_monomer,8c4d_A,seeded-long,long,330,100,175,12880,1290,11590,11588,173,0.9885714285714285
foldbench_monomer,8c4y_A,seeded-long,all,314,100,373,46971,2140,44831,44831,373,1.0
foldbench_monomer,8c4y_A,seeded-long,long,314,100,292,41616,1626,39990,39990,292,1.0
foldbench_monomer,8cba_A,seeded-long,all,214,100,245,17955,6831,11124,11077,198,0.8081632653061225
foldbench_monomer,8cba_A,seeded-long,long,214,100,153,14706,4948,9758,9718,113,0.738562091503268
foldbench_monomer,8ci9_A,seeded-long,all,312,100,337,45150,5864,39286,39279,330,0.9792284866468842
foldbench_monomer,8ci9_A,seeded-long,long,312,100,257,39903,4551,35352,35345,250,0.9727626459143969
foldbench_monomer,8cih_A,seeded-long,all,214,100,158,16668,4386,12282,12266,142,0.8987341772151899
foldbench_monomer,8cih_A,seeded-long,long,214,100,131,13653,3403,10250,10235,116,0.8854961832061069
foldbench_monomer,8cpk_A,seeded-long,all,384,100,353,71631,4294,67337,67319,335,0.9490084985835694
foldbench_monomer,8cpk_A,seeded-long,long,384,100,256,64980,3089,61891,61878,243,0.94921875
foldbench_monomer,8cpn_A,seeded-long,all,207,100,168,11811,3371,8440,8434,162,0.9642857142857143
foldbench_monomer,8cpn_A,seeded-long,long,207,100,110,9576,2570,7006,7000,104,0.9454545454545454
